v,v_eff,m,t
"[[1.07194162e-05]
 [5.30969859e-08]
 [3.94202420e-06]
 [1.01102566e-06]
 [4.16480701e-07]
 [1.43884950e-06]
 [4.12095703e-08]
 [6.04049390e-07]
 [2.64718641e-06]
 [2.54742257e-06]
 [8.78947800e-07]
 [2.80012114e-05]
 [7.95276951e-08]
 [1.44421486e-06]
 [1.43427466e-06]
 [3.24418575e-07]
 [1.75280052e-06]
 [4.96921942e-07]]","[[1.07194162e-05]
 [5.30969859e-08]
 [3.94202420e-06]
 [1.01102566e-06]
 [4.16480701e-07]
 [1.43884950e-06]
 [4.12095703e-08]
 [6.04049390e-07]
 [2.64718641e-06]
 [2.54742257e-06]
 [8.78947800e-07]
 [2.80012114e-05]
 [7.95276951e-08]
 [1.44421486e-06]
 [1.43427466e-06]
 [3.24418575e-07]
 [1.75280052e-06]
 [4.96921942e-07]]","[[ 0.00982216]
 [-0.00069128]
 [ 0.00595636]
 [ 0.00301649]
 [ 0.00193606]
 [-0.00359856]
 [-0.000609  ]
 [-0.00233162]
 [ 0.00488105]
 [-0.00478819]
 [ 0.00281257]
 [-0.01587485]
 [-0.00084602]
 [ 0.00360526]
 [-0.00359284]
 [-0.00170873]
 [ 0.0039718 ]
 [ 0.00211478]]",1
"[1.61054968e-06 1.45505791e-07 9.92348318e-05 ... 1.03843631e-04
 7.49529477e-05 2.15903280e-06]","[1.61054968e-06 1.45505791e-07 9.92348318e-05 ... 1.03843631e-04
 7.49529477e-05 2.15903280e-06]","[ 0.00380722 -0.00114436  0.029885   ... -0.03057111 -0.02597261
 -0.00440809]",1
"[[2.70065082e-05]
 [1.45145213e-07]
 [1.02439270e-05]
 [2.66165213e-06]
 [1.11913106e-06]
 [3.78395348e-06]
 [1.44069060e-07]
 [1.37550034e-06]
 [6.77193535e-06]
 [6.53830771e-06]
 [2.30415943e-06]
 [7.19239661e-05]
 [1.96375020e-07]
 [3.66495208e-06]
 [3.70181156e-06]
 [8.64976096e-07]
 [4.55477180e-06]
 [1.18124905e-06]]","[[2.70065082e-05]
 [1.45145213e-07]
 [1.02439270e-05]
 [2.66165213e-06]
 [1.11913106e-06]
 [3.78395348e-06]
 [1.44069060e-07]
 [1.37550034e-06]
 [6.77193535e-06]
 [6.53830771e-06]
 [2.30415943e-06]
 [7.19239661e-05]
 [1.96375020e-07]
 [3.66495208e-06]
 [3.70181156e-06]
 [8.64976096e-07]
 [4.55477180e-06]
 [1.18124905e-06]]","[[ 0.01559034]
 [-0.00114294]
 [ 0.00960184]
 [ 0.00489437]
 [ 0.00317367]
 [-0.00583572]
 [-0.00113869]
 [-0.00351845]
 [ 0.00780688]
 [-0.00767103]
 [ 0.00455384]
 [-0.0254424 ]
 [-0.00132943]
 [ 0.00574322]
 [-0.00577203]
 [-0.00279012]
 [ 0.00640257]
 [ 0.00326056]]",1
"[[5.12231419e-05]
 [2.95993984e-07]
 [1.99560698e-05]
 [5.24477285e-06]
 [2.24229126e-06]
 [7.45323452e-06]
 [3.52113568e-07]
 [2.36930367e-06]
 [1.30262110e-05]
 [1.25952764e-05]
 [4.52154877e-06]
 [1.38733151e-04]
 [3.65959238e-07]
 [6.99963775e-06]
 [7.17062380e-06]
 [1.71864461e-06]
 [8.87249269e-06]
 [2.12748765e-06]]","[[5.12231419e-05]
 [2.95993984e-07]
 [1.99560698e-05]
 [5.24477285e-06]
 [2.24229126e-06]
 [7.45323452e-06]
 [3.52113568e-07]
 [2.36930367e-06]
 [1.30262110e-05]
 [1.25952764e-05]
 [4.52154877e-06]
 [1.38733151e-04]
 [3.65959238e-07]
 [6.99963775e-06]
 [7.17062380e-06]
 [1.71864461e-06]
 [8.87249269e-06]
 [2.12748765e-06]]","[[ 0.0214711 ]
 [-0.00163216]
 [ 0.01340167]
 [ 0.00687044]
 [ 0.00449228]
 [-0.00819018]
 [-0.00178017]
 [-0.00461776]
 [ 0.01082755]
 [-0.01064695]
 [ 0.00637918]
 [-0.03533551]
 [-0.00181484]
 [ 0.00793705]
 [-0.00803341]
 [-0.00393291]
 [ 0.00893602]
 [ 0.00437577]]",1
"[[8.15144801e-05]
 [5.00677650e-07]
 [3.24421883e-05]
 [8.60882285e-06]
 [3.72542702e-06]
 [1.22387622e-05]
 [6.78453757e-07]
 [3.45673930e-06]
 [2.09918031e-05]
 [2.02815032e-05]
 [7.39232360e-06]
 [2.23803765e-04]
 [5.74931978e-07]
 [1.12144159e-05]
 [1.16060530e-05]
 [2.83143797e-06]
 [1.44250092e-05]
 [3.24608237e-06]]","[[8.15144801e-05]
 [5.00677650e-07]
 [3.24421883e-05]
 [8.60882285e-06]
 [3.72542702e-06]
 [1.22387622e-05]
 [6.78453757e-07]
 [3.45673930e-06]
 [2.09918031e-05]
 [2.02815032e-05]
 [7.39232360e-06]
 [2.23803765e-04]
 [5.74931978e-07]
 [1.12144159e-05]
 [1.16060530e-05]
 [2.83143797e-06]
 [1.44250092e-05]
 [3.24608237e-06]]","[[ 0.02708561]
 [-0.00212276]
 [ 0.01708741]
 [ 0.00880224]
 [ 0.00579041]
 [-0.01049518]
 [-0.00247105]
 [-0.00557769]
 [ 0.01374504]
 [-0.0135105 ]
 [ 0.00815665]
 [-0.04488022]
 [-0.00227473]
 [ 0.01004638]
 [-0.0102203 ]
 [-0.00504806]
 [ 0.01139408]
 [ 0.00540507]]",1
"[5.40659186e-08 4.06256102e-09 2.27443756e-06 ... 2.47906210e-06
 1.79096567e-06 3.26725090e-08]","[5.40659186e-08 4.06256102e-09 2.27443756e-06 ... 2.47906210e-06
 1.79096567e-06 3.26725090e-08]","[ 0.00069756 -0.00019121  0.00452437 ... -0.00472351 -0.00401481
 -0.00054227]",1
"[[5.29737410e-05]
 [3.07147531e-07]
 [2.04704604e-05]
 [5.40126655e-06]
 [2.26385711e-06]
 [7.73895050e-06]
 [3.83536726e-07]
 [2.35984761e-06]
 [1.36764061e-05]
 [1.29494880e-05]
 [4.64241033e-06]
 [1.43230604e-04]
 [3.99995535e-07]
 [7.37158884e-06]
 [7.34444385e-06]
 [1.73813465e-06]
 [9.16668118e-06]
 [2.24021889e-06]]","[[5.29737410e-05]
 [3.07147531e-07]
 [2.04704604e-05]
 [5.40126655e-06]
 [2.26385711e-06]
 [7.73895050e-06]
 [3.83536726e-07]
 [2.35984761e-06]
 [1.36764061e-05]
 [1.29494880e-05]
 [4.64241033e-06]
 [1.43230604e-04]
 [3.99995535e-07]
 [7.37158884e-06]
 [7.34444385e-06]
 [1.73813465e-06]
 [9.16668118e-06]
 [2.24021889e-06]]","[[ 0.02183492]
 [-0.00166263]
 [ 0.01357329]
 [ 0.00697219]
 [ 0.00451384]
 [-0.00834569]
 [-0.00185791]
 [-0.00460854]
 [ 0.01109449]
 [-0.01079562]
 [ 0.00646388]
 [-0.0359037 ]
 [-0.00189736]
 [ 0.0081452 ]
 [-0.00813019]
 [-0.00395515]
 [ 0.00908296]
 [ 0.00449021]]",1
"[[8.45696753e-05]
 [5.21738794e-07]
 [3.33976547e-05]
 [8.89728451e-06]
 [3.77729036e-06]
 [1.27511599e-05]
 [7.39520037e-07]
 [3.44423912e-06]
 [2.21111090e-05]
 [2.09210011e-05]
 [7.61755468e-06]
 [2.31835804e-04]
 [6.30077678e-07]
 [1.18458564e-05]
 [1.19292731e-05]
 [2.87436722e-06]
 [1.49533250e-05]
 [3.42772681e-06]]","[[8.45696753e-05]
 [5.21738794e-07]
 [3.33976547e-05]
 [8.89728451e-06]
 [3.77729036e-06]
 [1.27511599e-05]
 [7.39520037e-07]
 [3.44423912e-06]
 [2.21111090e-05]
 [2.09210011e-05]
 [7.61755468e-06]
 [2.31835804e-04]
 [6.30077678e-07]
 [1.18458564e-05]
 [1.19292731e-05]
 [2.87436722e-06]
 [1.49533250e-05]
 [3.42772681e-06]]","[[ 0.02758853]
 [-0.00216694]
 [ 0.01733721]
 [ 0.00894849]
 [ 0.00583058]
 [-0.01071263]
 [-0.00257986]
 [-0.0055676 ]
 [ 0.01410674]
 [-0.01372184]
 [ 0.00827998]
 [-0.04567847]
 [-0.00238132]
 [ 0.01032534]
 [-0.01036163]
 [-0.00508619]
 [ 0.01160086]
 [ 0.00555424]]",1
"[[1.21348130e-04]
 [7.88936776e-07]
 [4.87518813e-05]
 [1.30938399e-05]
 [5.60950824e-06]
 [1.87832934e-05]
 [1.22798098e-06]
 [4.55897822e-06]
 [3.20888180e-05]
 [3.02842345e-05]
 [1.11685192e-05]
 [3.36369355e-04]
 [8.95858762e-07]
 [1.71072042e-05]
 [1.73547398e-05]
 [4.23104988e-06]
 [2.18285044e-05]
 [4.75482613e-06]]","[[1.21348130e-04]
 [7.88936776e-07]
 [4.87518813e-05]
 [1.30938399e-05]
 [5.60950824e-06]
 [1.87832934e-05]
 [1.22798098e-06]
 [4.55897822e-06]
 [3.20888180e-05]
 [3.02842345e-05]
 [1.11685192e-05]
 [3.36369355e-04]
 [8.95858762e-07]
 [1.71072042e-05]
 [1.73547398e-05]
 [4.23104988e-06]
 [2.18285044e-05]
 [4.75482613e-06]]","[[ 0.03304744]
 [-0.00266466]
 [ 0.02094676]
 [ 0.01085562]
 [ 0.00710532]
 [-0.01300191]
 [-0.00332443]
 [-0.00640553]
 [ 0.0169941 ]
 [-0.01650933]
 [ 0.0100258 ]
 [-0.05502112]
 [-0.00283949]
 [ 0.01240826]
 [-0.01249771]
 [-0.00617085]
 [ 0.0140163 ]
 [ 0.00654167]]",1
"[2.07475264e-08 1.50247942e-09 7.73981780e-07 ... 8.58733882e-07
 6.22657834e-07 9.90933921e-09]","[2.07475264e-08 1.50247942e-09 7.73981780e-07 ... 8.58733882e-07
 6.22657834e-07 9.90933921e-09]","[ 0.00043212 -0.00011629  0.00263929 ... -0.00278004 -0.00236726
 -0.00029864]",1
"[[8.19750946e-05]
 [5.02714978e-07]
 [3.19920106e-05]
 [8.54453507e-06]
 [3.54433843e-06]
 [1.23531579e-05]
 [7.34213254e-07]
 [3.24042721e-06]
 [2.17391078e-05]
 [2.01168723e-05]
 [7.29758147e-06]
 [2.23875007e-04]
 [6.48471852e-07]
 [1.16939255e-05]
 [1.14153714e-05]
 [2.70632567e-06]
 [1.44334810e-05]
 [3.40756056e-06]]","[[8.19750946e-05]
 [5.02714978e-07]
 [3.19920106e-05]
 [8.54453507e-06]
 [3.54433843e-06]
 [1.23531579e-05]
 [7.34213254e-07]
 [3.24042721e-06]
 [2.17391078e-05]
 [2.01168723e-05]
 [7.29758147e-06]
 [2.23875007e-04]
 [6.48471852e-07]
 [1.16939255e-05]
 [1.14153714e-05]
 [2.70632567e-06]
 [1.44334810e-05]
 [3.40756056e-06]]","[[ 0.02716203]
 [-0.00212707]
 [ 0.01696844]
 [ 0.00876931]
 [ 0.00564792]
 [-0.01054412]
 [-0.00257059]
 [-0.00540036]
 [ 0.01398756]
 [-0.01345555]
 [ 0.00810421]
 [-0.04488736]
 [-0.00241583]
 [ 0.01025891]
 [-0.01013599]
 [-0.00493527]
 [ 0.01139743]
 [ 0.00553787]]",1
"[[5.12949966e-05]
 [2.94967063e-07]
 [1.93948813e-05]
 [5.14688899e-06]
 [2.06033000e-06]
 [7.50479598e-06]
 [3.96270777e-07]
 [2.14606450e-06]
 [1.36263257e-05]
 [1.23540506e-05]
 [4.40018205e-06]
 [1.37815637e-04]
 [4.34229142e-07]
 [7.40195204e-06]
 [6.94301985e-06]
 [1.59284530e-06]
 [8.81843975e-06]
 [2.26933142e-06]]","[[5.12949966e-05]
 [2.94967063e-07]
 [1.93948813e-05]
 [5.14688899e-06]
 [2.06033000e-06]
 [7.50479598e-06]
 [3.96270777e-07]
 [2.14606450e-06]
 [1.36263257e-05]
 [1.23540506e-05]
 [4.40018205e-06]
 [1.37815637e-04]
 [4.34229142e-07]
 [7.40195204e-06]
 [6.94301985e-06]
 [1.59284530e-06]
 [8.81843975e-06]
 [2.26933142e-06]]","[[ 0.02148616]
 [-0.00162933]
 [ 0.01321189]
 [ 0.00680603]
 [ 0.00430615]
 [-0.00821846]
 [-0.0018885 ]
 [-0.00439484]
 [ 0.01107416]
 [-0.0105445 ]
 [ 0.00629298]
 [-0.03521847]
 [-0.00197688]
 [ 0.00816196]
 [-0.00790488]
 [-0.00378624]
 [ 0.00890876]
 [ 0.00451929]]",1
"[[8.43257502e-05]
 [5.17977918e-07]
 [3.26365863e-05]
 [8.74647068e-06]
 [3.55444695e-06]
 [1.27503744e-05]
 [7.89559083e-07]
 [3.20092633e-06]
 [2.26936282e-05]
 [2.05694523e-05]
 [7.44971888e-06]
 [2.29893719e-04]
 [7.03246628e-07]
 [1.22442878e-05]
 [1.16275008e-05]
 [2.72066640e-06]
 [1.48294501e-05]
 [3.56785762e-06]]","[[8.43257502e-05]
 [5.17977918e-07]
 [3.26365863e-05]
 [8.74647068e-06]
 [3.55444695e-06]
 [1.27503744e-05]
 [7.89559083e-07]
 [3.20092633e-06]
 [2.26936282e-05]
 [2.05694523e-05]
 [7.44971888e-06]
 [2.29893719e-04]
 [7.03246628e-07]
 [1.22442878e-05]
 [1.16275008e-05]
 [2.72066640e-06]
 [1.48294501e-05]
 [3.56785762e-06]]","[[ 0.02754872]
 [-0.00215912]
 [ 0.01713853]
 [ 0.00887233]
 [ 0.00565597]
 [-0.0107123 ]
 [-0.00266571]
 [-0.00536734]
 [ 0.01429135]
 [-0.01360607]
 [ 0.00818825]
 [-0.04548674]
 [-0.00251579]
 [ 0.01049755]
 [-0.01022974]
 [-0.00494833]
 [ 0.01155271]
 [ 0.00566663]]",1
"[2.04536608e-07 1.53661395e-08 8.62650191e-06 ... 9.40662969e-06
 6.79760735e-06 1.24448527e-07]","[2.04536608e-07 1.53661395e-08 8.62650191e-06 ... 9.40662969e-06
 6.79760735e-06 1.24448527e-07]","[ 0.00135677 -0.00037188  0.00881127 ... -0.00920107 -0.00782167
 -0.00105832]",1
"[[5.83893154e-05]
 [3.40343067e-07]
 [2.20122370e-05]
 [5.87047229e-06]
 [2.31207321e-06]
 [8.62493250e-06]
 [4.89424082e-07]
 [2.31317830e-06]
 [1.57564740e-05]
 [1.40231308e-05]
 [5.00285442e-06]
 [1.57092271e-04]
 [5.16398616e-07]
 [8.57203008e-06]
 [7.86126314e-06]
 [1.78944190e-06]
 [1.00737647e-05]
 [2.60032332e-06]]","[[5.83893154e-05]
 [3.40343067e-07]
 [2.20122370e-05]
 [5.87047229e-06]
 [2.31207321e-06]
 [8.62493250e-06]
 [4.89424082e-07]
 [2.31317830e-06]
 [1.57564740e-05]
 [1.40231308e-05]
 [5.00285442e-06]
 [1.57092271e-04]
 [5.16398616e-07]
 [8.57203008e-06]
 [7.86126314e-06]
 [1.78944190e-06]
 [1.00737647e-05]
 [2.60032332e-06]]","[[ 0.02292387]
 [-0.00175017]
 [ 0.01407516]
 [ 0.00726872]
 [ 0.00456165]
 [-0.00881047]
 [-0.00209877]
 [-0.00456274]
 [ 0.01190833]
 [-0.01123424]
 [ 0.00671012]
 [-0.03760094]
 [-0.00215583]
 [ 0.00878341]
 [-0.00841138]
 [-0.0040131 ]
 [ 0.00952176]
 [ 0.00483766]]",1
"[[8.82529331e-05]
 [5.43957008e-07]
 [3.39081457e-05]
 [9.11939433e-06]
 [3.63270744e-06]
 [1.34033835e-05]
 [8.68102305e-07]
 [3.20409147e-06]
 [2.41032499e-05]
 [2.14106379e-05]
 [7.74610993e-06]
 [2.40330322e-04]
 [7.73706050e-07]
 [1.30400600e-05]
 [1.20599593e-05]
 [2.78733814e-06]
 [1.55150687e-05]
 [3.79136596e-06]]","[[8.82529331e-05]
 [5.43957008e-07]
 [3.39081457e-05]
 [9.11939433e-06]
 [3.63270744e-06]
 [1.34033835e-05]
 [8.68102305e-07]
 [3.20409147e-06]
 [2.41032499e-05]
 [2.14106379e-05]
 [7.74610993e-06]
 [2.40330322e-04]
 [7.73706050e-07]
 [1.30400600e-05]
 [1.20599593e-05]
 [2.78733814e-06]
 [1.55150687e-05]
 [3.79136596e-06]]","[[ 0.02818291]
 [-0.0022126 ]
 [ 0.01746921]
 [ 0.0090595 ]
 [ 0.0057179 ]
 [-0.01098319]
 [-0.00279516]
 [-0.00536999]
 [ 0.01472852]
 [-0.01388149]
 [ 0.00834955]
 [-0.04650777]
 [-0.00263882]
 [ 0.01083331]
 [-0.01041824]
 [-0.0050086 ]
 [ 0.01181675]
 [ 0.00584143]]",1
