epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6741,0.968,"[ 2.61722686e+00  4.52892808e+00 -2.28082783e-03  1.89661261e+00
  9.19096050e-01  5.83179635e-01  1.17330398e+00  2.17422038e+00
  2.48996420e+00  3.38848472e+00  2.63087792e+00  4.30836090e+00
  1.28760759e+00  5.51437545e+00  1.75080423e-01  4.21566978e+00
  2.61900419e+00  3.50735337e+00]",19.0668
1,0.6749,0.8903,"[ 2.61422722e+00  4.53192353e+00 -5.28024905e-03  1.89361372e+00
  9.16097811e-01  5.86178703e-01  1.17630030e+00  2.17721853e+00
  2.48696488e+00  3.39148400e+00  2.62787911e+00  4.31136068e+00
  1.29060374e+00  5.51137638e+00  1.78079447e-01  4.21866777e+00
  2.61600505e+00  3.50435510e+00]",19.0552
2,0.6748,0.9534,"[ 2.61122755  4.53491936 -0.00827971  1.89061475  0.91309946  0.58917785
  1.17929707  2.18021675  2.48396549  3.39448334  2.62488022  4.31436048
  1.29360029  5.50837723  0.18107854  4.22166589  2.61300583  3.50135669]",19.0441
3,0.6776,0.8739,"[ 2.60822792  4.53791452 -0.0112791   1.88761593  0.91010141  0.59217687
  1.18229336  2.18321472  2.48096618  3.39748257  2.6218815   4.31736026
  1.29659657  5.50537818  0.1840775   4.22466368  2.61000673  3.49835843]",19.0335
4,0.6727,0.9327,"[ 2.60522828  4.54090987 -0.0142785   1.88461708  0.90710332  0.59517593
  1.1852899   2.18621269  2.47796685  3.40048184  2.61888274  4.32036004
  1.29959311  5.50237908  0.18707649  4.22766152  2.6070076   3.4953601 ]",19.0235
5,0.6735,0.8896,"[ 2.60222874  4.5439037  -0.01727772  1.88161857  0.9041059   0.59817472
  1.18828527  2.18921013  2.47496768  3.40348089  2.61588435  4.32335976
  1.30258893  5.49938021  0.19007517  4.23065865  2.60400871  3.49236215]",19.0139
6,0.677,0.9233,"[ 2.59922909  4.54689898 -0.02027711  1.87861973  0.90110792  0.60117378
  1.19128198  2.19220797  2.47196833  3.40648014  2.6128856   4.32635954
  1.30558571  5.49638109  0.19307414  4.2336564   2.60100958  3.48936377]",19.0049
7,0.6785,0.8553,"[ 2.5962295   4.54989354 -0.02327642  1.87562105  0.89811029  0.60417272
  1.19427823  2.19520551  2.46896905  3.4094793   2.60988704  4.32935929
  1.30858224  5.49338207  0.19607297  4.23665378  2.59801056  3.48636555]",18.9964
8,0.6804,0.9109,"[ 2.59322986  4.55288866 -0.02627579  1.87262224  0.89511246  0.60717177
  1.19727503  2.19820317  2.46596969  3.41247854  2.60688834  4.33235907
  1.31157919  5.49038294  0.1990719   4.2396514   2.59501144  3.48336716]",18.9883
9,0.6804,0.842,"[ 2.59023028  4.5558828  -0.02927506  1.86962366  0.89211512  0.61017065
  1.20027123  2.20120044  2.46297044  3.41547764  2.60388987  4.3353588
  1.31457579  5.48738393  0.20207064  4.24264852  2.59201248  3.48036897]",18.9808
