v,v_eff,m,t
"[[1.04107975e-04]
 [6.64454686e-07]
 [3.93630655e-05]
 [1.07554405e-05]
 [4.20011242e-06]
 [1.55691922e-05]
 [1.18532693e-06]
 [3.31617106e-06]
 [2.98298103e-05]
 [2.54353640e-05]
 [9.25209540e-06]
 [2.85528405e-04]
 [9.48775407e-07]
 [1.57164661e-05]
 [1.37492987e-05]
 [3.20876348e-06]
 [1.83568054e-05]
 [4.37937360e-06]]","[[1.04107975e-04]
 [6.64454686e-07]
 [3.93630655e-05]
 [1.07554405e-05]
 [4.20011242e-06]
 [1.55691922e-05]
 [1.18532693e-06]
 [3.31617106e-06]
 [2.98298103e-05]
 [2.54353640e-05]
 [9.25209540e-06]
 [2.85528405e-04]
 [9.48775407e-07]
 [1.57164661e-05]
 [1.37492987e-05]
 [3.20876348e-06]
 [1.83568054e-05]
 [4.37937360e-06]]","[[ 0.03060999]
 [-0.00244542]
 [ 0.018822  ]
 [ 0.00983865]
 [ 0.00614825]
 [-0.01183734]
 [-0.00326618]
 [-0.00546311]
 [ 0.016385  ]
 [-0.01513005]
 [ 0.00912518]
 [-0.05069276]
 [-0.00292215]
 [ 0.0118932 ]
 [-0.01112401]
 [-0.00537391]
 [ 0.01285345]
 [ 0.00627809]]",1
"[4.84483879e-07 9.80388393e-08 1.29570297e-07 ... 1.27908260e-05
 6.06066398e-06 4.48742617e-05]","[4.84483879e-07 9.80388393e-08 1.29570297e-07 ... 1.27908260e-05
 6.06066398e-06 4.48742617e-05]","[ 0.00208815  0.00093933  0.00107988 ... -0.01072928 -0.00738552
  0.02009648]",1
"[[5.68673699e-05]
 [3.32055046e-07]
 [2.06411793e-05]
 [5.59012606e-06]
 [2.08166733e-06]
 [8.17350432e-06]
 [5.40013273e-07]
 [1.98325798e-06]
 [1.62815194e-05]
 [1.35726881e-05]
 [4.81672563e-06]
 [1.52729991e-04]
 [5.60006210e-07]
 [8.69388421e-06]
 [7.24061546e-06]
 [1.62167954e-06]
 [9.72802382e-06]
 [2.58604495e-06]]","[[5.68673699e-05]
 [3.32055046e-07]
 [2.06411793e-05]
 [5.59012606e-06]
 [2.08166733e-06]
 [8.17350432e-06]
 [5.40013273e-07]
 [1.98325798e-06]
 [1.62815194e-05]
 [1.35726881e-05]
 [4.81672563e-06]
 [1.52729991e-04]
 [5.60006210e-07]
 [8.69388421e-06]
 [7.24061546e-06]
 [1.62167954e-06]
 [9.72802382e-06]
 [2.58604495e-06]]","[[ 0.02262314]
 [-0.00172873]
 [ 0.01362977]
 [ 0.00709303]
 [ 0.0043284 ]
 [-0.0085768 ]
 [-0.00220457]
 [-0.00422485]
 [ 0.01210511]
 [-0.01105234]
 [ 0.00658411]
 [-0.03707519]
 [-0.00224501]
 [ 0.00884562]
 [-0.00807252]
 [-0.00382036]
 [ 0.00935693]
 [ 0.00482436]]",1
"[[9.80320658e-05]
 [6.16678588e-07]
 [3.65586578e-05]
 [1.00023592e-05]
 [3.80004768e-06]
 [1.46142703e-05]
 [1.12976245e-06]
 [3.03531881e-06]
 [2.84568588e-05]
 [2.37393866e-05]
 [8.58720571e-06]
 [2.67641456e-04]
 [9.46739441e-07]
 [1.50664928e-05]
 [1.27550389e-05]
 [2.92314103e-06]
 [1.71913950e-05]
 [4.23595334e-06]]","[[9.80320658e-05]
 [6.16678588e-07]
 [3.65586578e-05]
 [1.00023592e-05]
 [3.80004768e-06]
 [1.46142703e-05]
 [1.12976245e-06]
 [3.03531881e-06]
 [2.84568588e-05]
 [2.37393866e-05]
 [8.58720571e-06]
 [2.67641456e-04]
 [9.46739441e-07]
 [1.50664928e-05]
 [1.27550389e-05]
 [2.92314103e-06]
 [1.71913950e-05]
 [4.23595334e-06]]","[[ 0.02970334]
 [-0.00235587]
 [ 0.01813913]
 [ 0.00948795]
 [ 0.00584811]
 [-0.01146858]
 [-0.00318871]
 [-0.00522665]
 [ 0.01600349]
 [-0.01461692]
 [ 0.00879118]
 [-0.04907925]
 [-0.00291902]
 [ 0.01164467]
 [-0.01071426]
 [-0.00512916]
 [ 0.01243875]
 [ 0.00617443]]",1
"[[5.18526770e-05]
 [2.97098921e-07]
 [1.85367972e-05]
 [5.02457582e-06]
 [1.81503670e-06]
 [7.41921912e-06]
 [4.94900304e-07]
 [1.76740178e-06]
 [1.50311026e-05]
 [1.22566603e-05]
 [4.32028051e-06]
 [1.38536618e-04]
 [5.40686056e-07]
 [8.07029588e-06]
 [6.49721977e-06]
 [1.42585945e-06]
 [8.81331164e-06]
 [2.42511123e-06]]","[[5.18526770e-05]
 [2.97098921e-07]
 [1.85367972e-05]
 [5.02457582e-06]
 [1.81503670e-06]
 [7.41921912e-06]
 [4.94900304e-07]
 [1.76740178e-06]
 [1.50311026e-05]
 [1.22566603e-05]
 [4.32028051e-06]
 [1.38536618e-04]
 [5.40686056e-07]
 [8.07029588e-06]
 [6.49721977e-06]
 [1.42585945e-06]
 [8.81331164e-06]
 [2.42511123e-06]]","[[ 0.02160264]
 [-0.0016352 ]
 [ 0.01291631]
 [ 0.00672467]
 [ 0.0040417 ]
 [-0.00817147]
 [-0.00211047]
 [-0.00398831]
 [ 0.01163099]
 [-0.01050285]
 [ 0.00623559]
 [-0.03531047]
 [-0.00220594]
 [ 0.00852248]
 [-0.00764689]
 [-0.00358228]
 [ 0.00890617]
 [ 0.00467183]]",1
"[9.99341977e-07 2.07252740e-07 2.71671682e-07 ... 2.66641359e-05
 1.27587937e-05 9.61313119e-05]","[9.99341977e-07 2.07252740e-07 2.71671682e-07 ... 2.66641359e-05
 1.27587937e-05 9.61313119e-05]","[-0.00299901 -0.00136575 -0.00156366 ...  0.0154912   0.01071584
 -0.02941397]",1
"[[8.49578541e-05]
 [5.19789617e-07]
 [3.10913104e-05]
 [8.50429524e-06]
 [3.12426799e-06]
 [1.25538014e-05]
 [9.65019399e-07]
 [2.59755845e-06]
 [2.49530059e-05]
 [2.03356651e-05]
 [7.28959162e-06]
 [2.30272421e-04]
 [8.74306925e-07]
 [1.32987377e-05]
 [1.08423626e-05]
 [2.42816571e-06]
 [1.47592252e-05]
 [3.80415213e-06]]","[[8.49578541e-05]
 [5.19789617e-07]
 [3.10913104e-05]
 [8.50429524e-06]
 [3.12426799e-06]
 [1.25538014e-05]
 [9.65019399e-07]
 [2.59755845e-06]
 [2.49530059e-05]
 [2.03356651e-05]
 [7.28959162e-06]
 [2.30272421e-04]
 [8.74306925e-07]
 [1.32987377e-05]
 [1.08423626e-05]
 [2.42816571e-06]
 [1.47592252e-05]
 [3.80415213e-06]]","[[ 0.02765178]
 [-0.00216289]
 [ 0.01672787]
 [ 0.00874864]
 [ 0.00530268]
 [-0.0106294 ]
 [-0.00294706]
 [-0.00483508]
 [ 0.0149859 ]
 [-0.01352852]
 [ 0.00809977]
 [-0.04552419]
 [-0.00280513]
 [ 0.01094023]
 [-0.00987832]
 [-0.00467477]
 [ 0.01152532]
 [ 0.00585127]]",1
"[[4.66682808e-05]
 [2.61717493e-07]
 [1.64211021e-05]
 [4.45344440e-06]
 [1.55796843e-06]
 [6.64271454e-06]
 [4.46124968e-07]
 [1.55692720e-06]
 [1.36925721e-05]
 [1.09214856e-05]
 [3.82126305e-06]
 [1.24004192e-04]
 [5.14873394e-07]
 [7.39384474e-06]
 [5.75154735e-06]
 [1.23565286e-06]
 [7.87819357e-06]
 [2.24557755e-06]]","[[4.66682808e-05]
 [2.61717493e-07]
 [1.64211021e-05]
 [4.45344440e-06]
 [1.55796843e-06]
 [6.64271454e-06]
 [4.46124968e-07]
 [1.55692720e-06]
 [1.36925721e-05]
 [1.09214856e-05]
 [3.82126305e-06]
 [1.24004192e-04]
 [5.14873394e-07]
 [7.39384474e-06]
 [5.75154735e-06]
 [1.23565286e-06]
 [7.87819357e-06]
 [2.24557755e-06]]","[[ 0.02049426]
 [-0.00153475]
 [ 0.01215689]
 [ 0.00633096]
 [ 0.00374456]
 [-0.00773204]
 [-0.00200378]
 [-0.00374331]
 [ 0.01110104]
 [-0.0099143 ]
 [ 0.00586442]
 [-0.03340715]
 [-0.00215264]
 [ 0.00815749]
 [-0.00719472]
 [-0.0033348 ]
 [ 0.00842044]
 [ 0.00449558]]",1
"[[9.26434332e-05]
 [5.70065363e-07]
 [3.37403623e-05]
 [9.26102592e-06]
 [3.33555101e-06]
 [1.37818057e-05]
 [1.11592675e-06]
 [2.67115849e-06]
 [2.76099330e-05]
 [2.20885395e-05]
 [7.91739130e-06]
 [2.51219423e-04]
 [9.94659991e-07]
 [1.47440150e-05]
 [1.17376897e-05]
 [2.60164995e-06]
 [1.61240880e-05]
 [4.18458052e-06]]","[[9.26434332e-05]
 [5.70065363e-07]
 [3.37403623e-05]
 [9.26102592e-06]
 [3.33555101e-06]
 [1.37818057e-05]
 [1.11592675e-06]
 [2.67115849e-06]
 [2.76099330e-05]
 [2.20885395e-05]
 [7.91739130e-06]
 [2.51219423e-04]
 [9.94659991e-07]
 [1.47440150e-05]
 [1.17376897e-05]
 [2.60164995e-06]
 [1.61240880e-05]
 [4.18458052e-06]]","[[ 0.02887544]
 [-0.00226508]
 [ 0.01742594]
 [ 0.00912958]
 [ 0.00547905]
 [-0.01113716]
 [-0.00316912]
 [-0.0049031 ]
 [ 0.01576355]
 [-0.01409953]
 [ 0.00844136]
 [-0.04754971]
 [-0.00299198]
 [ 0.01151938]
 [-0.01027809]
 [-0.00483889]
 [ 0.01204644]
 [ 0.00613687]]",1
"[2.07615844e-06 4.35084417e-07 5.51371041e-07 ... 5.51738463e-05
 2.58184001e-05 1.90863593e-04]","[2.07615844e-06 4.35084417e-07 5.51371041e-07 ... 5.51738463e-05
 2.58184001e-05 1.90863593e-04]","[ 0.00432266  0.00197883  0.00222763 ... -0.02228373 -0.01524354
  0.04144602]",1
"[[5.11725966e-05]
 [2.87996371e-07]
 [1.79120683e-05]
 [4.87401410e-06]
 [1.66898094e-06]
 [7.33095004e-06]
 [5.20496494e-07]
 [1.61585545e-06]
 [1.52323464e-05]
 [1.19284978e-05]
 [4.17121384e-06]
 [1.36024500e-04]
 [5.88836970e-07]
 [8.24394704e-06]
 [6.25823116e-06]
 [1.33061564e-06]
 [8.65461231e-06]
 [2.48398761e-06]]","[[5.11725966e-05]
 [2.87996371e-07]
 [1.79120683e-05]
 [4.87401410e-06]
 [1.66898094e-06]
 [7.33095004e-06]
 [5.20496494e-07]
 [1.61585545e-06]
 [1.52323464e-05]
 [1.19284978e-05]
 [4.17121384e-06]
 [1.36024500e-04]
 [5.88836970e-07]
 [8.24394704e-06]
 [6.25823116e-06]
 [1.33061564e-06]
 [8.65461231e-06]
 [2.48398761e-06]]","[[ 0.02146051]
 [-0.00160996]
 [ 0.0126968 ]
 [ 0.00662315]
 [ 0.00387567]
 [-0.00812272]
 [-0.00216436]
 [-0.00381349]
 [ 0.01170859]
 [-0.0103613 ]
 [ 0.00612706]
 [-0.03498886]
 [-0.00230207]
 [ 0.00861368]
 [-0.00750494]
 [-0.00346057]
 [ 0.00882562]
 [ 0.0047282 ]]",1
"[[2.71831177e-05]
 [1.40792564e-07]
 [9.17005046e-06]
 [2.47533438e-06]
 [8.06558274e-07]
 [3.76285022e-06]
 [2.33786460e-07]
 [9.27963287e-07]
 [8.08198871e-06]
 [6.20177883e-06]
 [2.11890092e-06]
 [7.09414561e-05]
 [3.32348375e-07]
 [4.42889977e-06]
 [3.21857910e-06]
 [6.56005903e-07]
 [4.47640280e-06]
 [1.40713828e-06]]","[[2.71831177e-05]
 [1.40792564e-07]
 [9.17005046e-06]
 [2.47533438e-06]
 [8.06558274e-07]
 [3.76285022e-06]
 [2.33786460e-07]
 [9.27963287e-07]
 [8.08198871e-06]
 [6.20177883e-06]
 [2.11890092e-06]
 [7.09414561e-05]
 [3.32348375e-07]
 [4.42889977e-06]
 [3.21857910e-06]
 [6.56005903e-07]
 [4.47640280e-06]
 [1.40713828e-06]]","[[ 0.01564123]
 [-0.00112567]
 [ 0.00908463]
 [ 0.00471996]
 [ 0.00269426]
 [-0.00581942]
 [-0.00145054]
 [-0.00288993]
 [ 0.00852865]
 [-0.00747101]
 [ 0.00436693]
 [-0.02526803]
 [-0.00172949]
 [ 0.00631349]
 [-0.00538212]
 [-0.00242983]
 [ 0.00634725]
 [ 0.00355869]]",1
"[[6.40901038e-05]
 [3.68695657e-07]
 [2.24876534e-05]
 [6.15132855e-06]
 [2.07865051e-06]
 [9.31690766e-06]
 [7.21313936e-07]
 [1.86518097e-06]
 [1.93872497e-05]
 [1.49441578e-05]
 [5.24896853e-06]
 [1.71135177e-04]
 [7.61347802e-07]
 [1.04890505e-05]
 [7.82769877e-06]
 [1.65971546e-06]
 [1.09252814e-05]
 [3.09505901e-06]]","[[6.40901038e-05]
 [3.68695657e-07]
 [2.24876534e-05]
 [6.15132855e-06]
 [2.07865051e-06]
 [9.31690766e-06]
 [7.21313936e-07]
 [1.86518097e-06]
 [1.93872497e-05]
 [1.49441578e-05]
 [5.24896853e-06]
 [1.71135177e-04]
 [7.61347802e-07]
 [1.04890505e-05]
 [7.82769877e-06]
 [1.65971546e-06]
 [1.09252814e-05]
 [3.09505901e-06]]","[[ 0.02401689]
 [-0.00182161]
 [ 0.01422634]
 [ 0.00744056]
 [ 0.00432526]
 [-0.00915708]
 [-0.00254791]
 [-0.00409715]
 [ 0.01320929]
 [-0.0115973 ]
 [ 0.00687319]
 [-0.03924559]
 [-0.00261766]
 [ 0.00971604]
 [-0.00839341]
 [-0.0038649 ]
 [ 0.00991602]
 [ 0.00527783]]",1
"[5.46672631e-06 1.09115527e-06 1.43548974e-06 ... 1.42959054e-04
 6.69106129e-05 4.85868394e-04]","[5.46672631e-06 1.09115527e-06 1.43548974e-06 ... 1.42959054e-04
 6.69106129e-05 4.85868394e-04]","[ 0.00701431  0.00313375  0.00359436 ... -0.03586965 -0.02453967
  0.06612727]",1
"[[8.88826970e-05]
 [5.34256271e-07]
 [3.16380494e-05]
 [8.70795111e-06]
 [2.96682522e-06]
 [1.32032266e-05]
 [1.12293104e-06]
 [2.37176580e-06]
 [2.71841747e-05]
 [2.08767114e-05]
 [7.41403915e-06]
 [2.39560971e-04]
 [1.05452041e-06]
 [1.46387095e-05]
 [1.09714848e-05]
 [2.35227741e-06]
 [1.53678786e-05]
 [4.18096484e-06]]","[[8.88826970e-05]
 [5.34256271e-07]
 [3.16380494e-05]
 [8.70795111e-06]
 [2.96682522e-06]
 [1.32032266e-05]
 [1.12293104e-06]
 [2.37176580e-06]
 [2.71841747e-05]
 [2.08767114e-05]
 [7.41403915e-06]
 [2.39560971e-04]
 [1.05452041e-06]
 [1.46387095e-05]
 [1.09714848e-05]
 [2.35227741e-06]
 [1.53678786e-05]
 [4.18096484e-06]]","[[ 0.02828329]
 [-0.00219279]
 [ 0.01687431]
 [ 0.00885277]
 [ 0.00516734]
 [-0.01090087]
 [-0.00317905]
 [-0.00462016]
 [ 0.01564153]
 [-0.01370731]
 [ 0.00816862]
 [-0.04643327]
 [-0.0030807 ]
 [ 0.01147817]
 [-0.00993697]
 [-0.00460114]
 [ 0.01176057]
 [ 0.00613422]]",1
"[[4.61789137e-05]
 [2.51277649e-07]
 [1.57481884e-05]
 [4.29284053e-06]
 [1.38114437e-06]
 [6.58618885e-06]
 [4.86474272e-07]
 [1.36768495e-06]
 [1.40904447e-05]
 [1.05869857e-05]
 [3.65812060e-06]
 [1.21830920e-04]
 [5.87285695e-07]
 [7.70015238e-06]
 [5.48811928e-06]
 [1.12397944e-06]
 [7.74308893e-06]
 [2.34226748e-06]]","[[4.61789137e-05]
 [2.51277649e-07]
 [1.57481884e-05]
 [4.29284053e-06]
 [1.38114437e-06]
 [6.58618885e-06]
 [4.86474272e-07]
 [1.36768495e-06]
 [1.40904447e-05]
 [1.05869857e-05]
 [3.65812060e-06]
 [1.21830920e-04]
 [5.87285695e-07]
 [7.70015238e-06]
 [5.48811928e-06]
 [1.12397944e-06]
 [7.74308893e-06]
 [2.34226748e-06]]","[[ 0.02038652]
 [-0.00150383]
 [ 0.0119052 ]
 [ 0.00621575]
 [ 0.00352566]
 [-0.00769907]
 [-0.00209243]
 [-0.00350844]
 [ 0.01126117]
 [-0.00976129]
 [ 0.00573786]
 [-0.03311311]
 [-0.00229904]
 [ 0.00832474]
 [-0.00702802]
 [-0.00318054]
 [ 0.00834792]
 [ 0.00459134]]",1
