epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
29,0.673,0.9356,"[2.53612634 4.60991888 0.08486576 1.98360144 1.00608887 0.49618442
 1.08632738 2.25522449 2.40897015 3.46947052 2.5498835  4.38925573
 1.36855513 5.43337859 0.08809375 4.29663801 2.5380108  3.59434504
 0.88424443 1.1607315  4.94723016]",11.5256
30,0.6774,0.8874,"[2.53312902 4.6129176  0.08786437 1.98660046 1.0090882  0.49318482
 1.08333002 2.25822376 2.40597089 3.47246859 2.54688414 4.3922488
 1.37153995 5.43037897 0.08509564 4.29963254 2.53501151 3.59734444
 0.88125902 1.15773342 4.94423052]",11.4323
31,0.6819,0.9082,"[2.53013133 4.61591645 0.09086316 1.98959957 1.01208762 0.49018518
 1.08033241 2.26122313 2.40297157 3.47546686 2.54388471 4.39524254
 1.37451725 5.42737931 0.08209754 4.30262736 2.53201214 3.6003439
 0.87827119 1.15473515 4.94123085]",11.3394
32,0.6763,0.9349,"[2.52713379 4.61891515 0.09386184 1.99259859 1.01508699 0.48718559
 1.07733518 2.26422244 2.39997236 3.47846495 2.54088532 4.39823587
 1.37739079 5.42437968 0.07910003 4.30562108 2.52901285 3.60334331
 0.87528384 1.15173703 4.93823121]",11.2467
33,0.6797,0.9024,"[2.52413637 4.62191374 0.09686045 1.99559753 1.01808632 0.48418603
 1.07433831 2.26722173 2.39697326 3.48146289 2.53788597 4.40122904
 1.37446521 5.42138008 0.07610335 4.30861353 2.52601361 3.60634268
 0.87229671 1.14873902 4.93523159]",11.1493
34,0.6795,0.8696,"[2.52113903 4.62491222 0.09985898 1.9985964  1.02108563 0.4811865
 1.07134178 2.27022098 2.39397425 3.48446072 2.53488664 4.40422239
 1.37149334 5.4183805  0.07310778 4.31160454 2.52301443 3.609342
 0.8693097  1.14574109 4.932232  ]",11.0522
35,0.6795,0.8969,"[2.5181415  4.62791075 0.10285759 2.00159532 1.02408497 0.47818696
 1.06834518 2.27322029 2.39097524 3.48745865 2.53188728 4.40721642
 1.36850999 5.4153809  0.07011326 4.31459485 2.5200152  3.61234136
 0.86632149 1.14274306 4.9292324 ]",10.9557
36,0.6777,0.9204,"[2.51514389 4.63090927 0.10585623 2.00459424 1.02708433 0.47518743
 1.06534867 2.27621961 2.38797626 3.49045662 2.52888789 4.41021087
 1.36552188 5.41238129 0.067121   4.31758379 2.51701597 3.61534072
 0.86333263 1.13974498 4.92623279]",10.8596
37,0.6801,0.8831,"[2.51214645 4.63390762 0.10885475 2.00759305 1.03008364 0.47218794
 1.06235275 2.27921889 2.38497745 3.49345441 2.52588855 4.41320526
 1.3625318  5.40938171 0.06414036 4.32056869 2.51401681 3.61834002
 0.86034435 1.13674704 4.92323321]",10.7642
38,0.683,0.8484,"[2.50914913 4.63690581 0.11185314 2.01059177 1.0330829  0.46918851
 1.05935742 2.28221812 2.38197882 3.49645203 2.52288926 4.41619962
 1.35954047 5.40638218 0.06323872 4.32354719 2.51101773 3.62133925
 0.85735652 1.13374921 4.92023368]",10.6651
