v,v_eff,m,t
"[[1.28439195e-07]
 [1.17154888e-05]
 [1.81541285e-07]
 [1.51142593e-05]
 [6.89203652e-06]
 [1.33120918e-04]
 [3.85867125e-06]
 [1.21081589e-06]
 [7.36863491e-05]
 [2.16501692e-06]
 [9.57830686e-06]
 [3.34178855e-07]
 [2.13053755e-06]
 [7.19500873e-05]
 [5.79736570e-05]
 [1.07676252e-06]
 [2.65084331e-05]
 [2.86299581e-05]
 [2.72159851e-08]
 [3.47470973e-06]
 [8.59015218e-05]]","[[1.28439195e-07]
 [1.17154888e-05]
 [1.81541285e-07]
 [1.51142593e-05]
 [6.89203652e-06]
 [1.33120918e-04]
 [3.85867125e-06]
 [1.21081589e-06]
 [7.36863491e-05]
 [2.16501692e-06]
 [9.57830686e-06]
 [3.34178855e-07]
 [2.13053755e-06]
 [7.19500873e-05]
 [5.79736570e-05]
 [1.07676252e-06]
 [2.65084331e-05]
 [2.86299581e-05]
 [2.72159851e-08]
 [3.47470973e-06]
 [8.59015218e-05]]","[[ 0.00107515]
 [-0.01026837]
 [-0.00127823]
 [-0.01166312]
 [-0.00787581]
 [ 0.03461341]
 [ 0.00589305]
 [-0.00330111]
 [ 0.02575223]
 [-0.0044142 ]
 [ 0.00928465]
 [-0.00173425]
 [-0.00437891]
 [ 0.02544702]
 [ 0.02284213]
 [-0.00311302]
 [ 0.0154459 ]
 [-0.01605209]
 [-0.00049492]
 [ 0.00559217]
 [ 0.02780492]]",1
"[6.44256615e-05 5.02767827e-06 3.36545578e-05 ... 8.92767142e-06
 7.02196080e-04 1.09022182e-04]","[6.44256615e-05 5.02767827e-06 3.36545578e-05 ... 8.92767142e-06
 7.02196080e-04 1.09022182e-04]","[-0.02407968  0.00672675  0.01740376 ... -0.00896376  0.07949695
  0.03132411]",1
"[[2.06057247e-07]
 [1.64358099e-05]
 [3.18698258e-07]
 [2.14051951e-05]
 [9.91056019e-06]
 [1.89098209e-04]
 [5.64833112e-06]
 [1.82073077e-06]
 [1.04937105e-04]
 [3.15479229e-06]
 [1.36288518e-05]
 [4.54454156e-07]
 [3.07854550e-06]
 [1.02134617e-04]
 [8.21287544e-05]
 [1.59164600e-06]
 [3.75601117e-05]
 [4.04034504e-05]
 [3.91190773e-08]
 [4.85021629e-06]
 [1.22528298e-04]]","[[2.06057247e-07]
 [1.64358099e-05]
 [3.18698258e-07]
 [2.14051951e-05]
 [9.91056019e-06]
 [1.89098209e-04]
 [5.64833112e-06]
 [1.82073077e-06]
 [1.04937105e-04]
 [3.15479229e-06]
 [1.36288518e-05]
 [4.54454156e-07]
 [3.07854550e-06]
 [1.02134617e-04]
 [8.21287544e-05]
 [1.59164600e-06]
 [3.75601117e-05]
 [4.04034504e-05]
 [3.91190773e-08]
 [4.85021629e-06]
 [1.22528298e-04]]","[[ 0.00136181]
 [-0.01216233]
 [-0.0016936 ]
 [-0.01387972]
 [-0.00944431]
 [ 0.0412539 ]
 [ 0.00712987]
 [-0.00404803]
 [ 0.03073164]
 [-0.00532852]
 [ 0.01107518]
 [-0.0020224 ]
 [-0.00526374]
 [ 0.0303185 ]
 [ 0.02718747]
 [-0.00378481]
 [ 0.01838589]
 [-0.01906911]
 [-0.00059336]
 [ 0.00660696]
 [ 0.03320775]]",1
"[[2.82357184e-07]
 [2.04681208e-05]
 [4.74362265e-07]
 [2.68075373e-05]
 [1.26692025e-05]
 [2.36979750e-04]
 [7.22247759e-06]
 [2.44233898e-06]
 [1.31536671e-04]
 [4.03542006e-06]
 [1.72335789e-05]
 [5.49068784e-07]
 [3.90037849e-06]
 [1.28220573e-04]
 [1.02314280e-04]
 [2.05304186e-06]
 [4.70747931e-05]
 [5.05165744e-05]
 [4.83319841e-08]
 [6.00402530e-06]
 [1.54323518e-04]]","[[2.82357184e-07]
 [2.04681208e-05]
 [4.74362265e-07]
 [2.68075373e-05]
 [1.26692025e-05]
 [2.36979750e-04]
 [7.22247759e-06]
 [2.44233898e-06]
 [1.31536671e-04]
 [4.03542006e-06]
 [1.72335789e-05]
 [5.49068784e-07]
 [3.90037849e-06]
 [1.28220573e-04]
 [1.02314280e-04]
 [2.05304186e-06]
 [4.70747931e-05]
 [5.05165744e-05]
 [4.83319841e-08]
 [6.00402530e-06]
 [1.54323518e-04]]","[[ 0.00159412]
 [-0.01357251]
 [-0.00206622]
 [-0.0155328 ]
 [-0.01067815]
 [ 0.04618244]
 [ 0.0080624 ]
 [-0.0046884 ]
 [ 0.03440683]
 [-0.00602651]
 [ 0.012454  ]
 [-0.00222298]
 [-0.00592481]
 [ 0.03397036]
 [ 0.03034516]
 [-0.00429853]
 [ 0.02058332]
 [-0.0213225 ]
 [-0.00065954]
 [ 0.00735093]
 [ 0.03726811]]",1
"[[2.19343531e-07]
 [1.61718356e-05]
 [4.01723594e-07]
 [2.10738205e-05]
 [1.03565657e-05]
 [1.84522807e-04]
 [5.52352923e-06]
 [2.12649056e-06]
 [1.01494589e-04]
 [3.17331692e-06]
 [1.38881891e-05]
 [4.28530255e-07]
 [3.01771589e-06]
 [1.00914182e-04]
 [7.81908633e-05]
 [1.59149445e-06]
 [3.70044293e-05]
 [3.98451654e-05]
 [3.48772933e-08]
 [4.73628684e-06]
 [1.21126939e-04]]","[[2.19343531e-07]
 [1.61718356e-05]
 [4.01723594e-07]
 [2.10738205e-05]
 [1.03565657e-05]
 [1.84522807e-04]
 [5.52352923e-06]
 [2.12649056e-06]
 [1.01494589e-04]
 [3.17331692e-06]
 [1.38881891e-05]
 [4.28530255e-07]
 [3.01771589e-06]
 [1.00914182e-04]
 [7.81908633e-05]
 [1.59149445e-06]
 [3.70044293e-05]
 [3.98451654e-05]
 [3.48772933e-08]
 [4.73628684e-06]
 [1.21126939e-04]]","[[ 0.00140502]
 [-0.01206427]
 [-0.00190145]
 [-0.01377187]
 [-0.00965449]
 [ 0.04075175]
 [ 0.00705066]
 [-0.00437475]
 [ 0.03022336]
 [-0.00534414]
 [ 0.01118006]
 [-0.00196387]
 [-0.00521147]
 [ 0.03013682]
 [ 0.02652768]
 [-0.00378463]
 [ 0.01824938]
 [-0.01893691]
 [-0.00056026]
 [ 0.0065289 ]
 [ 0.03301731]]",1
"[3.97741923e-07 1.71881032e-08 2.16832791e-07 ... 6.08189043e-08
 3.98206225e-06 7.49379303e-07]","[3.97741923e-07 1.71881032e-08 2.16832791e-07 ... 6.08189043e-08
 3.98206225e-06 7.49379303e-07]","[ 0.001892   -0.00039331 -0.00139696 ...  0.00073984 -0.00598653
 -0.002597  ]",1
"[[3.00323446e-07]
 [2.01889960e-05]
 [5.87518603e-07]
 [2.64557673e-05]
 [1.32594382e-05]
 [2.31825110e-04]
 [7.08145691e-06]
 [2.84153928e-06]
 [1.27544891e-04]
 [4.06604108e-06]
 [1.76047011e-05]
 [5.19087764e-07]
 [3.83005683e-06]
 [1.27010354e-04]
 [9.76504053e-05]
 [2.05534041e-06]
 [4.64965324e-05]
 [4.99523086e-05]
 [4.31408080e-08]
 [5.87639521e-06]
 [1.52933619e-04]]","[[3.00323446e-07]
 [2.01889960e-05]
 [5.87518603e-07]
 [2.64557673e-05]
 [1.32594382e-05]
 [2.31825110e-04]
 [7.08145691e-06]
 [2.84153928e-06]
 [1.27544891e-04]
 [4.06604108e-06]
 [1.76047011e-05]
 [5.19087764e-07]
 [3.83005683e-06]
 [1.27010354e-04]
 [9.76504053e-05]
 [2.05534041e-06]
 [4.64965324e-05]
 [4.99523086e-05]
 [4.31408080e-08]
 [5.87639521e-06]
 [1.52933619e-04]]","[[ 0.00164405]
 [-0.01347965]
 [-0.00229949]
 [-0.01543055]
 [-0.01092405]
 [ 0.04567741]
 [ 0.0079833 ]
 [-0.00505706]
 [ 0.03388073]
 [-0.00604933]
 [ 0.01258739]
 [-0.00216143]
 [-0.00587116]
 [ 0.03380966]
 [ 0.02964547]
 [-0.00430094]
 [ 0.02045651]
 [-0.02120308]
 [-0.00062311]
 [ 0.00727238]
 [ 0.0370999 ]]",1
"[[2.37660684e-07]
 [1.61537783e-05]
 [5.00718438e-07]
 [2.10758476e-05]
 [1.09641519e-05]
 [1.82968159e-04]
 [5.49436064e-06]
 [2.48457462e-06]
 [9.97653857e-05]
 [3.24251117e-06]
 [1.43654137e-05]
 [4.10842896e-07]
 [3.00313273e-06]
 [1.01306153e-04]
 [7.56371329e-05]
 [1.61541954e-06]
 [3.70372221e-05]
 [3.99259330e-05]
 [3.14850468e-08]
 [4.69821922e-06]
 [1.21668796e-04]]","[[2.37660684e-07]
 [1.61537783e-05]
 [5.00718438e-07]
 [2.10758476e-05]
 [1.09641519e-05]
 [1.82968159e-04]
 [5.49436064e-06]
 [2.48457462e-06]
 [9.97653857e-05]
 [3.24251117e-06]
 [1.43654137e-05]
 [4.10842896e-07]
 [3.00313273e-06]
 [1.01306153e-04]
 [7.56371329e-05]
 [1.61541954e-06]
 [3.70372221e-05]
 [3.99259330e-05]
 [3.14850468e-08]
 [4.69821922e-06]
 [1.21668796e-04]]","[[ 0.00146251]
 [-0.01205753]
 [-0.00212284]
 [-0.01377253]
 [-0.00993365]
 [ 0.04057972]
 [ 0.00703202]
 [-0.00472876]
 [ 0.02996479]
 [-0.00540209]
 [ 0.01137052]
 [-0.00192291]
 [-0.00519886]
 [ 0.03019529]
 [ 0.02609088]
 [-0.00381297]
 [ 0.01825746]
 [-0.01895609]
 [-0.00053232]
 [ 0.00650261]
 [ 0.03309107]]",1
"[[3.53823953e-07]
 [2.16785395e-05]
 [7.84592331e-07]
 [2.84783038e-05]
 [1.50568245e-05]
 [2.47852470e-04]
 [7.64046212e-06]
 [3.53794540e-06]
 [1.35381052e-04]
 [4.48080183e-06]
 [1.95612802e-05]
 [5.33000461e-07]
 [4.11612835e-06]
 [1.37297487e-04]
 [1.02053312e-04]
 [2.25687472e-06]
 [5.01106642e-05]
 [5.38572223e-05]
 [4.22619668e-08]
 [6.25711615e-06]
 [1.65550803e-04]]","[[3.53823953e-07]
 [2.16785395e-05]
 [7.84592331e-07]
 [2.84783038e-05]
 [1.50568245e-05]
 [2.47852470e-04]
 [7.64046212e-06]
 [3.53794540e-06]
 [1.35381052e-04]
 [4.48080183e-06]
 [1.95612802e-05]
 [5.33000461e-07]
 [4.11612835e-06]
 [1.37297487e-04]
 [1.02053312e-04]
 [2.25687472e-06]
 [5.01106642e-05]
 [5.38572223e-05]
 [4.22619668e-08]
 [6.25711615e-06]
 [1.65550803e-04]]","[[ 0.00178449]
 [-0.01396807]
 [-0.00265732]
 [-0.01600952]
 [-0.01164094]
 [ 0.04722999]
 [ 0.00829242]
 [-0.00564283]
 [ 0.03490601]
 [-0.00635037]
 [ 0.01326844]
 [-0.00219021]
 [-0.00608647]
 [ 0.0351522 ]
 [ 0.03030643]
 [-0.00450687]
 [ 0.02123667]
 [-0.02201624]
 [-0.00061673]
 [ 0.00750427]
 [ 0.03859996]]",1
"[7.28619352e-06 3.84867654e-07 3.89453146e-06 ... 1.09357764e-06
 7.42850400e-05 1.34388763e-05]","[7.28619352e-06 3.84867654e-07 3.89453146e-06 ... 1.09357764e-06
 7.42850400e-05 1.34388763e-05]","[-0.00809789  0.00186113  0.00592037 ... -0.00313723  0.02585663
  0.01099772]",1
"[[4.47079166e-07]
 [2.55244672e-05]
 [1.04391307e-06]
 [3.36481080e-05]
 [1.81757574e-05]
 [2.92731658e-04]
 [9.16103011e-06]
 [4.44111711e-06]
 [1.59736075e-04]
 [5.37908934e-06]
 [2.33992129e-05]
 [6.09251998e-07]
 [4.89030880e-06]
 [1.62672213e-04]
 [1.19589070e-04]
 [2.72054019e-06]
 [5.92770599e-05]
 [6.36313783e-05]
 [4.82657057e-08]
 [7.31737710e-06]
 [1.96588774e-04]]","[[4.47079166e-07]
 [2.55244672e-05]
 [1.04391307e-06]
 [3.36481080e-05]
 [1.81757574e-05]
 [2.92731658e-04]
 [9.16103011e-06]
 [4.44111711e-06]
 [1.59736075e-04]
 [5.37908934e-06]
 [2.33992129e-05]
 [6.09251998e-07]
 [4.89030880e-06]
 [1.62672213e-04]
 [1.19589070e-04]
 [2.72054019e-06]
 [5.92770599e-05]
 [6.36313783e-05]
 [4.82657057e-08]
 [7.31737710e-06]
 [1.96588774e-04]]","[[ 0.00200592]
 [-0.01515652]
 [-0.00306516]
 [-0.0174021 ]
 [-0.01278991]
 [ 0.05132821]
 [ 0.00908016]
 [-0.00632219]
 [ 0.03791602]
 [-0.00695786]
 [ 0.01451182]
 [-0.00234164]
 [-0.00663421]
 [ 0.03826291]
 [ 0.03280704]
 [-0.00494822]
 [ 0.02309748]
 [-0.02393078]
 [-0.00065908]
 [ 0.0081152 ]
 [ 0.04206304]]",1
"[[3.27389435e-07]
 [1.90772027e-05]
 [8.12232806e-07]
 [2.50307346e-05]
 [1.40414714e-05]
 [2.15367851e-04]
 [6.58757609e-06]
 [3.60559839e-06]
 [1.16283079e-04]
 [3.99818419e-06]
 [1.78482408e-05]
 [4.54140705e-07]
 [3.56550660e-06]
 [1.21112110e-04]
 [8.61332667e-05]
 [1.98389710e-06]
 [4.40696179e-05]
 [4.75176847e-05]
 [3.26095999e-08]
 [5.48283206e-06]
 [1.45852446e-04]]","[[3.27389435e-07]
 [1.90772027e-05]
 [8.12232806e-07]
 [2.50307346e-05]
 [1.40414714e-05]
 [2.15367851e-04]
 [6.58757609e-06]
 [3.60559839e-06]
 [1.16283079e-04]
 [3.99818419e-06]
 [1.78482408e-05]
 [4.54140705e-07]
 [3.56550660e-06]
 [1.21112110e-04]
 [8.61332667e-05]
 [1.98389710e-06]
 [4.40696179e-05]
 [4.75176847e-05]
 [3.26095999e-08]
 [5.48283206e-06]
 [1.45852446e-04]]","[[ 0.00171654]
 [-0.01310324]
 [-0.00270372]
 [-0.01500922]
 [-0.01124159]
 [ 0.04402625]
 [ 0.00769988]
 [-0.00569652]
 [ 0.03235039]
 [-0.00599864]
 [ 0.01267415]
 [-0.0020217 ]
 [-0.00566476]
 [ 0.03301528]
 [ 0.0278424 ]
 [-0.00422553]
 [ 0.01991549]
 [-0.02067992]
 [-0.00054174]
 [ 0.00702463]
 [ 0.03623082]]",1
