v,v_eff,m,t
"[[5.79362527e-06]
 [4.36624082e-06]
 [3.03236100e-05]
 [1.83874594e-06]
 [7.76702253e-05]
 [2.80854427e-05]
 [3.58854423e-09]
 [1.25560036e-04]
 [7.62736759e-06]
 [2.84246924e-07]
 [2.95918049e-06]
 [2.59523588e-05]
 [9.98200260e-06]
 [9.93834451e-05]
 [2.62524628e-05]
 [1.64126782e-05]
 [5.94642692e-05]
 [8.02475468e-06]]","[[5.79362527e-06]
 [4.36624082e-06]
 [3.03236100e-05]
 [1.83874594e-06]
 [7.76702253e-05]
 [2.80854427e-05]
 [3.58854423e-09]
 [1.25560036e-04]
 [7.62736759e-06]
 [2.84246924e-07]
 [2.95918049e-06]
 [2.59523588e-05]
 [9.98200260e-06]
 [9.93834451e-05]
 [2.62524628e-05]
 [1.64126782e-05]
 [5.94642692e-05]
 [8.02475468e-06]]","[[-0.00722099]
 [-0.00626867]
 [ 0.01652006]
 [ 0.00406801]
 [ 0.02643921]
 [ 0.01589871]
 [-0.00017971]
 [ 0.03361607]
 [ 0.00828531]
 [-0.00159944]
 [-0.00516068]
 [-0.01528304]
 [ 0.00947829]
 [ 0.02990737]
 [ 0.01537115]
 [-0.01215377]
 [ 0.02313392]
 [-0.0084984 ]]",1
"[7.93658136e-08 4.91663484e-08 4.80607341e-07 ... 8.23572182e-05
 1.37144921e-04 1.91037827e-07]","[7.93658136e-08 4.91663484e-08 4.80607341e-07 ... 8.23572182e-05
 1.37144921e-04 1.91037827e-07]","[ 0.00084516 -0.0006652  -0.00207978 ... -0.02722526 -0.03513267
  0.00131124]",1
"[[8.21301402e-06]
 [6.20455227e-06]
 [4.25484909e-05]
 [2.64577681e-06]
 [1.09326601e-04]
 [3.93947261e-05]
 [4.01953420e-09]
 [1.76561391e-04]
 [1.06729375e-05]
 [3.74705518e-07]
 [4.08626480e-06]
 [3.61536262e-05]
 [1.41028912e-05]
 [1.40257575e-04]
 [3.66068442e-05]
 [2.31897391e-05]
 [8.41412205e-05]
 [1.11985399e-05]]","[[8.21301402e-06]
 [6.20455227e-06]
 [4.25484909e-05]
 [2.64577681e-06]
 [1.09326601e-04]
 [3.93947261e-05]
 [4.01953420e-09]
 [1.76561391e-04]
 [1.06729375e-05]
 [3.74705518e-07]
 [4.08626480e-06]
 [3.61536262e-05]
 [1.41028912e-05]
 [1.40257575e-04]
 [3.66068442e-05]
 [2.31897391e-05]
 [8.41412205e-05]
 [1.11985399e-05]]","[[-0.00859751]
 [-0.00747268]
 [ 0.01956876]
 [ 0.00487975]
 [ 0.03136781]
 [ 0.01882957]
 [-0.0001902 ]
 [ 0.03986292]
 [ 0.00980084]
 [-0.0018364 ]
 [-0.00606435]
 [-0.01803837]
 [ 0.01126614]
 [ 0.03552912]
 [ 0.01815108]
 [-0.01444672]
 [ 0.02751856]
 [-0.01003927]]",1
"[[6.01562324e-06]
 [4.75320929e-06]
 [3.03457273e-05]
 [1.90129153e-06]
 [7.77464783e-05]
 [2.77878261e-05]
 [1.10654188e-09]
 [1.25785885e-04]
 [7.69435650e-06]
 [1.93896058e-07]
 [2.84999676e-06]
 [2.53112874e-05]
 [1.02556827e-05]
 [9.82132227e-05]
 [2.62921496e-05]
 [1.62931457e-05]
 [5.83227531e-05]
 [8.31522709e-06]]","[[6.01562324e-06]
 [4.75320929e-06]
 [3.03457273e-05]
 [1.90129153e-06]
 [7.77464783e-05]
 [2.77878261e-05]
 [1.10654188e-09]
 [1.25785885e-04]
 [7.69435650e-06]
 [1.93896058e-07]
 [2.84999676e-06]
 [2.53112874e-05]
 [1.02556827e-05]
 [9.82132227e-05]
 [2.62921496e-05]
 [1.62931457e-05]
 [5.83227531e-05]
 [8.31522709e-06]]","[[-7.35803025e-03]
 [-6.54055683e-03]
 [ 1.65260868e-02]
 [ 4.13661985e-03]
 [ 2.64521890e-02]
 [ 1.58142478e-02]
 [-9.97941729e-05]
 [ 3.36462920e-02]
 [ 8.32161093e-03]
 [-1.32100890e-03]
 [-5.06458002e-03]
 [-1.50930973e-02]
 [ 9.60734845e-03]
 [ 2.97307754e-02]
 [ 1.53827613e-02]
 [-1.21094307e-02]
 [ 2.29108005e-02]
 [-8.65084064e-03]]",1
"[[8.45316591e-06]
 [6.69706623e-06]
 [4.22153942e-05]
 [2.71222401e-06]
 [1.08487106e-04]
 [3.86389023e-05]
 [9.66310433e-10]
 [1.75359202e-04]
 [1.06763819e-05]
 [2.49097048e-07]
 [3.89882565e-06]
 [3.49540558e-05]
 [1.43680320e-05]
 [1.37395156e-04]
 [3.63528068e-05]
 [2.28197756e-05]
 [8.18026407e-05]
 [1.15072332e-05]]","[[8.45316591e-06]
 [6.69706623e-06]
 [4.22153942e-05]
 [2.71222401e-06]
 [1.08487106e-04]
 [3.86389023e-05]
 [9.66310433e-10]
 [1.75359202e-04]
 [1.06763819e-05]
 [2.49097048e-07]
 [3.89882565e-06]
 [3.49540558e-05]
 [1.43680320e-05]
 [1.37395156e-04]
 [3.63528068e-05]
 [2.28197756e-05]
 [8.18026407e-05]
 [1.15072332e-05]]","[[-8.72229862e-03]
 [-7.76360716e-03]
 [ 1.94920124e-02]
 [ 4.94064936e-03]
 [ 3.12471431e-02]
 [ 1.86480594e-02]
 [-9.32566024e-05]
 [ 3.97269784e-02]
 [ 9.80241994e-03]
 [-1.49728869e-03]
 [-5.92363325e-03]
 [-1.77365865e-02]
 [ 1.13715561e-02]
 [ 3.51647039e-02]
 [ 1.80879866e-02]
 [-1.43310146e-02]
 [ 2.71334437e-02]
 [-1.01766939e-02]]",1
"[[1.11107272e-05]
 [8.87851177e-06]
 [5.49304233e-05]
 [3.62155513e-06]
 [1.41442118e-04]
 [5.01568832e-05]
 [4.28289511e-10]
 [2.28469481e-04]
 [1.38774907e-05]
 [2.87249229e-07]
 [4.98226453e-06]
 [4.50923212e-05]
 [1.88686593e-05]
 [1.79195173e-04]
 [4.70714474e-05]
 [2.98067035e-05]
 [1.06815632e-04]
 [1.49563848e-05]]","[[1.11107272e-05]
 [8.87851177e-06]
 [5.49304233e-05]
 [3.62155513e-06]
 [1.41442118e-04]
 [5.01568832e-05]
 [4.28289511e-10]
 [2.28469481e-04]
 [1.38774907e-05]
 [2.87249229e-07]
 [4.98226453e-06]
 [4.50923212e-05]
 [1.88686593e-05]
 [1.79195173e-04]
 [4.70714474e-05]
 [2.98067035e-05]
 [1.06815632e-04]
 [1.49563848e-05]]","[[-9.99982723e-03]
 [-8.93904950e-03]
 [ 2.22345184e-02]
 [ 5.70911518e-03]
 [ 3.56788321e-02]
 [ 2.12464573e-02]
 [-6.20854701e-05]
 [ 4.53456208e-02]
 [ 1.11757513e-02]
 [-1.60786910e-03]
 [-6.69629605e-03]
 [-2.01452449e-02]
 [ 1.30314210e-02]
 [ 4.01591403e-02]
 [ 2.05825904e-02]
 [-1.63786548e-02]
 [ 3.10054944e-02]
 [-1.16020457e-02]]",1
"[[8.11688661e-06]
 [6.74919012e-06]
 [3.89887958e-05]
 [2.58073224e-06]
 [1.00189917e-04]
 [3.52638505e-05]
 [2.40416647e-12]
 [1.62158562e-04]
 [9.96219520e-06]
 [1.34240433e-07]
 [3.45640037e-06]
 [3.14232822e-05]
 [1.36422816e-05]
 [1.25034005e-04]
 [3.36663026e-05]
 [2.08670900e-05]
 [7.37809335e-05]
 [1.10544595e-05]]","[[8.11688661e-06]
 [6.74919012e-06]
 [3.89887958e-05]
 [2.58073224e-06]
 [1.00189917e-04]
 [3.52638505e-05]
 [2.40416647e-12]
 [1.62158562e-04]
 [9.96219520e-06]
 [1.34240433e-07]
 [3.45640037e-06]
 [3.14232822e-05]
 [1.36422816e-05]
 [1.25034005e-04]
 [3.36663026e-05]
 [2.08670900e-05]
 [7.37809335e-05]
 [1.10544595e-05]]","[[-8.54704507e-03]
 [-7.79376104e-03]
 [ 1.87323026e-02]
 [ 4.81939728e-03]
 [ 3.00284741e-02]
 [ 1.78150121e-02]
 [ 4.65161243e-06]
 [ 3.82024483e-02]
 [ 9.46888361e-03]
 [-1.09916509e-03]
 [-5.57741906e-03]
 [-1.68169420e-02]
 [ 1.10806378e-02]
 [ 3.35455816e-02]
 [ 1.74068011e-02]
 [-1.37041530e-02]
 [ 2.57687485e-02]
 [-9.97447418e-03]]",1
"[2.17541823e-06 1.37411362e-06 1.25862175e-05 ... 2.20731949e-03
 3.73884342e-03 5.29540261e-06]","[2.17541823e-06 1.37411362e-06 1.25862175e-05 ... 2.20731949e-03
 3.73884342e-03 5.29540261e-06]","[ 0.00442479 -0.00351668 -0.01064312 ... -0.14094636 -0.18343825
  0.00690352]",1
"[[5.95776341e-06]
 [5.16506863e-06]
 [2.78870245e-05]
 [1.84855959e-06]
 [7.12756729e-05]
 [2.50993337e-05]
 [6.92732556e-10]
 [1.15746311e-04]
 [7.26962649e-06]
 [5.77058188e-08]
 [2.42350152e-06]
 [2.21193150e-05]
 [9.91335954e-06]
 [8.79532669e-05]
 [2.43153210e-05]
 [1.47092477e-05]
 [5.12932144e-05]
 [8.17497823e-06]]","[[5.95776341e-06]
 [5.16506863e-06]
 [2.78870245e-05]
 [1.84855959e-06]
 [7.12756729e-05]
 [2.50993337e-05]
 [6.92732556e-10]
 [1.15746311e-04]
 [7.26962649e-06]
 [5.77058188e-08]
 [2.42350152e-06]
 [2.21193150e-05]
 [9.91335954e-06]
 [8.79532669e-05]
 [2.43153210e-05]
 [1.47092477e-05]
 [5.12932144e-05]
 [8.17497823e-06]]","[[-7.32255903e-03]
 [-6.81803620e-03]
 [ 1.58424500e-02]
 [ 4.07885232e-03]
 [ 2.53274763e-02]
 [ 1.50297706e-02]
 [ 7.89594390e-05]
 [ 3.22756378e-02]
 [ 8.08867346e-03]
 [-7.20661064e-04]
 [-4.67027983e-03]
 [-1.41093528e-02]
 [ 9.44564640e-03]
 [ 2.81350209e-02]
 [ 1.47931704e-02]
 [-1.15057911e-02]
 [ 2.14857844e-02]
 [-8.57757565e-03]]",1
"[[8.57195331e-06]
 [7.45444987e-06]
 [3.98313243e-05]
 [2.69109157e-06]
 [1.01752778e-04]
 [3.60792696e-05]
 [2.34816419e-09]
 [1.65360352e-04]
 [1.04526759e-05]
 [7.59838483e-08]
 [3.41569761e-06]
 [3.14662663e-05]
 [1.41849284e-05]
 [1.26677826e-04]
 [3.45791456e-05]
 [2.11688355e-05]
 [7.40083605e-05]
 [1.15009464e-05]]","[[8.57195331e-06]
 [7.45444987e-06]
 [3.98313243e-05]
 [2.69109157e-06]
 [1.01752778e-04]
 [3.60792696e-05]
 [2.34816419e-09]
 [1.65360352e-04]
 [1.04526759e-05]
 [7.59838483e-08]
 [3.41569761e-06]
 [3.14662663e-05]
 [1.41849284e-05]
 [1.26677826e-04]
 [3.45791456e-05]
 [2.11688355e-05]
 [7.40083605e-05]
 [1.15009464e-05]]","[[-0.00878337]
 [-0.00819085]
 [ 0.01893362]
 [ 0.00492136]
 [ 0.03026177]
 [ 0.01801981]
 [ 0.00014537]
 [ 0.03857775]
 [ 0.00969918]
 [-0.00082696]
 [-0.00554448]
 [-0.01682844]
 [ 0.01129887]
 [ 0.03376537]
 [ 0.01764121]
 [-0.01380288]
 [ 0.02580843]
 [-0.01017391]]",1
"[[6.48091920e-06]
 [5.85430722e-06]
 [2.93633700e-05]
 [1.98439885e-06]
 [7.45853284e-05]
 [2.65202885e-05]
 [4.49816369e-09]
 [1.21651687e-04]
 [7.86886429e-06]
 [2.85354931e-08]
 [2.46948934e-06]
 [2.28513615e-05]
 [1.06063969e-05]
 [9.19949575e-05]
 [2.57364230e-05]
 [1.53982858e-05]
 [5.31277835e-05]
 [8.73615997e-06]]","[[6.48091920e-06]
 [5.85430722e-06]
 [2.93633700e-05]
 [1.98439885e-06]
 [7.45853284e-05]
 [2.65202885e-05]
 [4.49816369e-09]
 [1.21651687e-04]
 [7.86886429e-06]
 [2.85354931e-08]
 [2.46948934e-06]
 [2.28513615e-05]
 [1.06063969e-05]
 [9.19949575e-05]
 [2.57364230e-05]
 [1.53982858e-05]
 [5.31277835e-05]
 [8.73615997e-06]]","[[-0.00763729]
 [-0.0072587 ]
 [ 0.01625639]
 [ 0.00422606]
 [ 0.02590884]
 [ 0.01544936]
 [ 0.00020121]
 [ 0.03308875]
 [ 0.00841545]
 [-0.00050677]
 [-0.00471438]
 [-0.01434093]
 [ 0.00977024]
 [ 0.0287742 ]
 [ 0.01521932]
 [-0.01177219]
 [ 0.02186664]
 [-0.0088671 ]]",1
"[[9.16286602e-06]
 [8.31037376e-06]
 [4.12120691e-05]
 [2.83915206e-06]
 [1.04599164e-04]
 [3.74424343e-05]
 [9.54051868e-09]
 [1.70748165e-04]
 [1.11187813e-05]
 [3.47039910e-08]
 [3.41795340e-06]
 [3.19319952e-05]
 [1.49191336e-05]
 [1.30108460e-04]
 [3.59717530e-05]
 [2.17616856e-05]
 [7.52547857e-05]
 [1.20862563e-05]]","[[9.16286602e-06]
 [8.31037376e-06]
 [4.12120691e-05]
 [2.83915206e-06]
 [1.04599164e-04]
 [3.74424343e-05]
 [9.54051868e-09]
 [1.70748165e-04]
 [1.11187813e-05]
 [3.47039910e-08]
 [3.41795340e-06]
 [3.19319952e-05]
 [1.49191336e-05]
 [1.30108460e-04]
 [3.59717530e-05]
 [2.17616856e-05]
 [7.52547857e-05]
 [1.20862563e-05]]","[[-0.00908107]
 [-0.00864832]
 [ 0.01925899]
 [ 0.00505494]
 [ 0.03068212]
 [ 0.01835707]
 [ 0.00029303]
 [ 0.03920119]
 [ 0.01000345]
 [-0.00055887]
 [-0.00554631]
 [-0.01695252]
 [ 0.01158759]
 [ 0.03421953]
 [ 0.01799294]
 [-0.01399483]
 [ 0.02602485]
 [-0.01042959]]",1
"[[6.76160327e-06]
 [6.36286470e-06]
 [2.96178773e-05]
 [2.03813354e-06]
 [7.47430275e-05]
 [2.68303056e-05]
 [1.15765024e-08]
 [1.22481884e-04]
 [8.16200223e-06]
 [7.70438602e-09]
 [2.40673189e-06]
 [2.25955557e-05]
 [1.08783507e-05]
 [9.20561251e-05]
 [2.61141989e-05]
 [1.54239444e-05]
 [5.26001042e-05]
 [8.96636657e-06]]","[[6.76160327e-06]
 [6.36286470e-06]
 [2.96178773e-05]
 [2.03813354e-06]
 [7.47430275e-05]
 [2.68303056e-05]
 [1.15765024e-08]
 [1.22481884e-04]
 [8.16200223e-06]
 [7.70438602e-09]
 [2.40673189e-06]
 [2.25955557e-05]
 [1.08783507e-05]
 [9.20561251e-05]
 [2.61141989e-05]
 [1.54239444e-05]
 [5.26001042e-05]
 [8.96636657e-06]]","[[-0.00780092]
 [-0.00756742]
 [ 0.01632669]
 [ 0.0042829 ]
 [ 0.02593621]
 [ 0.01553939]
 [ 0.00032278]
 [ 0.03320146]
 [ 0.00857077]
 [-0.00026332]
 [-0.00465409]
 [-0.01426043]
 [ 0.0098947 ]
 [ 0.02878376]
 [ 0.01533062]
 [-0.011782  ]
 [ 0.02175778]
 [-0.00898317]]",1
"[1.08319938e-07 6.59708739e-08 6.55013470e-07 ... 1.12774841e-04
 1.86774960e-04 2.56024393e-07]","[1.08319938e-07 6.59708739e-08 6.55013470e-07 ... 1.12774841e-04
 1.86774960e-04 2.56024393e-07]","[ 0.00098736 -0.00077054 -0.00242799 ... -0.03185865 -0.04099969
  0.00151797]",1
