v,v_eff,m,t
"[[4.54356625e-07]
 [4.04169730e-07]
 [3.34726527e-06]
 [1.90724081e-07]
 [7.92363858e-06]
 [2.67718625e-06]
 [2.03596674e-10]
 [1.27836938e-05]
 [8.05129779e-07]
 [3.53020568e-08]
 [3.71864556e-07]
 [3.07760809e-06]
 [1.11787722e-06]
 [8.85630482e-06]
 [3.02370152e-06]
 [1.48612590e-06]
 [5.09707371e-06]
 [9.51183316e-07]]","[[4.54356625e-07]
 [4.04169730e-07]
 [3.34726527e-06]
 [1.90724081e-07]
 [7.92363858e-06]
 [2.67718625e-06]
 [2.03596674e-10]
 [1.27836938e-05]
 [8.05129779e-07]
 [3.53020568e-08]
 [3.71864556e-07]
 [3.07760809e-06]
 [1.11787722e-06]
 [8.85630482e-06]
 [3.02370152e-06]
 [1.48612590e-06]
 [5.09707371e-06]
 [9.51183316e-07]]","[[ 2.02217942e-03]
 [ 1.90723034e-03]
 [-5.48865989e-03]
 [-1.31015905e-03]
 [-8.44468752e-03]
 [-4.90863283e-03]
 [-4.28061919e-05]
 [-1.07262875e-02]
 [-2.69187073e-03]
 [ 5.63665248e-04]
 [ 1.82942095e-03]
 [ 5.26293386e-03]
 [-3.17189138e-03]
 [-8.92786332e-03]
 [-5.21663815e-03]
 [ 3.65720291e-03]
 [-6.77300992e-03]
 [ 2.92585882e-03]]",1
"[3.10483092e-05 5.23837062e-04 8.01388749e-04 ... 1.30297533e-04
 2.86399500e-04 4.19708458e-04]","[3.10483092e-05 5.23837062e-04 8.01388749e-04 ... 1.30297533e-04
 2.86399500e-04 4.19708458e-04]","[ 0.0167163  -0.06866246 -0.08492643 ... -0.03424438 -0.05077003
 -0.06146036]",1
"[[2.82127448e-07]
 [2.26788108e-07]
 [2.10893148e-06]
 [1.17774689e-07]
 [5.07271772e-06]
 [1.72340991e-06]
 [3.96931401e-11]
 [8.15494582e-06]
 [4.92811486e-07]
 [3.23105548e-08]
 [2.38938899e-07]
 [1.98424105e-06]
 [6.84606291e-07]
 [5.82155971e-06]
 [1.87852412e-06]
 [9.73199387e-07]
 [3.42848861e-06]
 [5.71050529e-07]]","[[2.82127448e-07]
 [2.26788108e-07]
 [2.10893148e-06]
 [1.17774689e-07]
 [5.07271772e-06]
 [1.72340991e-06]
 [3.96931401e-11]
 [8.15494582e-06]
 [4.92811486e-07]
 [3.23105548e-08]
 [2.38938899e-07]
 [1.98424105e-06]
 [6.84606291e-07]
 [5.82155971e-06]
 [1.87852412e-06]
 [9.73199387e-07]
 [3.42848861e-06]
 [5.71050529e-07]]","[[ 1.59347012e-03]
 [ 1.42866825e-03]
 [-4.35664818e-03]
 [-1.02954951e-03]
 [-6.75680838e-03]
 [-3.93836124e-03]
 [ 1.89007476e-05]
 [-8.56705973e-03]
 [-2.10601599e-03]
 [ 5.39254108e-04]
 [ 1.46644130e-03]
 [ 4.22589274e-03]
 [-2.48222816e-03]
 [-7.23837257e-03]
 [-4.11177785e-03]
 [ 2.95952606e-03]
 [-5.55485351e-03]
 [ 2.26703656e-03]]",1
"[[1.45026594e-07]
 [1.05277975e-07]
 [1.10159629e-06]
 [5.98167266e-08]
 [2.68183823e-06]
 [9.25483692e-07]
 [2.39227914e-10]
 [4.30421043e-06]
 [2.53036585e-07]
 [2.32427923e-08]
 [1.27477520e-07]
 [1.06306337e-06]
 [3.46336593e-07]
 [3.17177269e-06]
 [9.70989541e-07]
 [5.27443472e-07]
 [1.90483439e-06]
 [2.82590944e-07]]","[[1.45026594e-07]
 [1.05277975e-07]
 [1.10159629e-06]
 [5.98167266e-08]
 [2.68183823e-06]
 [9.25483692e-07]
 [2.39227914e-10]
 [4.30421043e-06]
 [2.53036585e-07]
 [2.32427923e-08]
 [1.27477520e-07]
 [1.06306337e-06]
 [3.46336593e-07]
 [3.17177269e-06]
 [9.70989541e-07]
 [5.27443472e-07]
 [1.90483439e-06]
 [2.82590944e-07]]","[[ 1.14247072e-03]
 [ 9.73397030e-04]
 [-3.14870873e-03]
 [-7.33723748e-04]
 [-4.91289569e-03]
 [-2.88606189e-03]
 [ 4.64009831e-05]
 [-6.22397733e-03]
 [-1.50908226e-03]
 [ 4.57367610e-04]
 [ 1.07111983e-03]
 [ 3.09314894e-03]
 [-1.76551107e-03]
 [-5.34284140e-03]
 [-2.95616405e-03]
 [ 2.17875911e-03]
 [-4.14047213e-03]
 [ 1.59477851e-03]]",1
"[[5.01526342e-08]
 [3.27368637e-08]
 [3.86457803e-07]
 [2.03567939e-08]
 [9.51940139e-07]
 [3.33707953e-07]
 [2.42302210e-10]
 [1.52576218e-06]
 [8.74009098e-08]
 [1.06796175e-08]
 [4.56633730e-08]
 [3.82332358e-07]
 [1.17691887e-07]
 [1.15840232e-06]
 [3.37463004e-07]
 [1.91671782e-07]
 [7.08223606e-07]
 [9.40334632e-08]]","[[5.01526342e-08]
 [3.27368637e-08]
 [3.86457803e-07]
 [2.03567939e-08]
 [9.51940139e-07]
 [3.33707953e-07]
 [2.42302210e-10]
 [1.52576218e-06]
 [8.74009098e-08]
 [1.06796175e-08]
 [4.56633730e-08]
 [3.82332358e-07]
 [1.17691887e-07]
 [1.15840232e-06]
 [3.37463004e-07]
 [1.91671782e-07]
 [7.08223606e-07]
 [9.40334632e-08]]","[[ 6.71843514e-04]
 [ 5.42799938e-04]
 [-1.86497191e-03]
 [-4.28031710e-04]
 [-2.92702259e-03]
 [-1.73302382e-03]
 [ 4.66981787e-05]
 [-3.70565238e-03]
 [-8.86909346e-04]
 [ 3.10026704e-04]
 [ 6.41069697e-04]
 [ 1.85499089e-03]
 [-1.02918754e-03]
 [-3.22887300e-03]
 [-1.74274698e-03]
 [ 1.31341008e-03]
 [-2.52468066e-03]
 [ 9.19946286e-04]]",1
"[1.85418542e-05 3.83087945e-04 4.95353235e-04 ... 6.78610483e-05
 1.80627541e-04 2.94321975e-04]","[1.85418542e-05 3.83087945e-04 4.95353235e-04 ... 6.78610483e-05
 1.80627541e-04 2.94321975e-04]","[ 0.01291808 -0.0587179  -0.0667696  ... -0.02471335 -0.04031932
 -0.05146744]",1
"[[5.03030827e-09]
 [2.95403136e-09]
 [3.92916818e-08]
 [2.00707754e-09]
 [9.78366149e-08]
 [3.48045138e-08]
 [4.74384441e-11]
 [1.56642800e-07]
 [8.76446754e-09]
 [1.35788001e-09]
 [4.73642387e-09]
 [3.97989498e-08]
 [1.16102008e-08]
 [1.22137466e-07]
 [3.40387399e-08]
 [2.01177749e-08]
 [7.58514786e-08]
 [9.09901198e-09]]","[[5.03030827e-09]
 [2.95403136e-09]
 [3.92916818e-08]
 [2.00707754e-09]
 [9.78366149e-08]
 [3.48045138e-08]
 [4.74384441e-11]
 [1.56642800e-07]
 [8.76446754e-09]
 [1.35788001e-09]
 [4.73642387e-09]
 [3.97989498e-08]
 [1.16102008e-08]
 [1.22137466e-07]
 [3.40387399e-08]
 [2.01177749e-08]
 [7.58514786e-08]
 [9.09901198e-09]]","[[ 2.12773998e-04]
 [ 1.63053004e-04]
 [-5.94663885e-04]
 [-1.34401257e-04]
 [-9.38365352e-04]
 [-5.59679036e-04]
 [ 2.06626716e-05]
 [-1.18734376e-03]
 [-2.80856205e-04]
 [ 1.10548271e-04]
 [ 2.06465045e-04]
 [ 5.98490224e-04]
 [-3.23251925e-04]
 [-1.04844513e-03]
 [-5.53487722e-04]
 [ 4.25511426e-04]
 [-8.26234414e-04]
 [ 2.86166224e-04]]",1
"[[7.64961579e-09]
 [4.02508268e-09]
 [6.04939225e-08]
 [2.99397777e-09]
 [1.52246938e-07]
 [5.49204977e-08]
 [1.19058519e-10]
 [2.43522818e-07]
 [1.33186694e-08]
 [2.54172539e-09]
 [7.43535266e-09]
 [6.26932828e-08]
 [1.73566085e-08]
 [1.94650131e-07]
 [5.20288629e-08]
 [3.19277024e-08]
 [1.22649894e-07]
 [1.33548181e-08]]","[[7.64961579e-09]
 [4.02508268e-09]
 [6.04939225e-08]
 [2.99397777e-09]
 [1.52246938e-07]
 [5.49204977e-08]
 [1.19058519e-10]
 [2.43522818e-07]
 [1.33186694e-08]
 [2.54172539e-09]
 [7.43535266e-09]
 [6.26932828e-08]
 [1.73566085e-08]
 [1.94650131e-07]
 [5.20288629e-08]
 [3.19277024e-08]
 [1.22649894e-07]
 [1.33548181e-08]]","[[-2.62386246e-04]
 [-1.90330618e-04]
 [ 7.37865369e-04]
 [ 1.64151759e-04]
 [ 1.17056501e-03]
 [ 7.03053682e-04]
 [-3.27341820e-05]
 [ 1.48044094e-03]
 [ 3.46219620e-04]
 [-1.51246582e-04]
 [-2.58685473e-04]
 [-7.51158802e-04]
 [ 3.95233446e-04]
 [ 1.32357515e-03]
 [ 6.84295087e-04]
 [-5.36049738e-04]
 [ 1.05064221e-03]
 [-3.46689144e-04]]",1
"[[6.67100023e-08]
 [3.42067160e-08]
 [5.11576501e-07]
 [2.52675724e-08]
 [1.29901107e-06]
 [4.69627333e-07]
 [1.20092062e-09]
 [2.07669672e-06]
 [1.12287905e-07]
 [2.18551543e-08]
 [6.24018053e-08]
 [5.28562084e-07]
 [1.46270613e-07]
 [1.67547207e-06]
 [4.37642958e-07]
 [2.74843567e-07]
 [1.06091833e-06]
 [1.12317610e-07]]","[[6.67100023e-08]
 [3.42067160e-08]
 [5.11576501e-07]
 [2.52675724e-08]
 [1.29901107e-06]
 [4.69627333e-07]
 [1.20092062e-09]
 [2.07669672e-06]
 [1.12287905e-07]
 [2.18551543e-08]
 [6.24018053e-08]
 [5.28562084e-07]
 [1.46270613e-07]
 [1.67547207e-06]
 [4.37642958e-07]
 [2.74843567e-07]
 [1.06091833e-06]
 [1.12317610e-07]]","[[-0.00077485]
 [-0.00055485]
 [ 0.00214574]
 [ 0.00047687]
 [ 0.00341923]
 [ 0.00205588]
 [-0.00010396]
 [ 0.00432322]
 [ 0.00100528]
 [-0.0004435 ]
 [-0.00074941]
 [-0.00218107]
 [ 0.00114736]
 [ 0.0038832 ]
 [ 0.00198464]
 [-0.00157277]
 [ 0.00309003]
 [-0.00100541]]",1
"[9.93566540e-06 2.77479766e-04 1.95220363e-04 ... 3.70968946e-05
 1.23472325e-04 2.13635705e-04]","[9.93566540e-06 2.77479766e-04 1.95220363e-04 ... 3.70968946e-05
 1.23472325e-04 2.13635705e-04]","[ 0.00945627 -0.04997317 -0.04191638 ... -0.01827217 -0.03333543
 -0.04384885]",1
"[[1.96105543e-07]
 [9.85568086e-08]
 [1.46150581e-06]
 [7.22529410e-08]
 [3.74105457e-06]
 [1.35402690e-06]
 [3.93452489e-09]
 [5.97715727e-06]
 [3.19789976e-07]
 [6.29603039e-08]
 [1.76761545e-07]
 [1.50405054e-06]
 [4.17059980e-07]
 [4.86113197e-06]
 [1.24360416e-06]
 [7.97641719e-07]
 [3.09114839e-06]
 [3.19549399e-07]]","[[1.96105543e-07]
 [9.85568086e-08]
 [1.46150581e-06]
 [7.22529410e-08]
 [3.74105457e-06]
 [1.35402690e-06]
 [3.93452489e-09]
 [5.97715727e-06]
 [3.19789976e-07]
 [6.29603039e-08]
 [1.76761545e-07]
 [1.50405054e-06]
 [4.17059980e-07]
 [4.86113197e-06]
 [1.24360416e-06]
 [7.97641719e-07]
 [3.09114839e-06]
 [3.19549399e-07]]","[[-0.00132851]
 [-0.00094181]
 [ 0.00362678]
 [ 0.0008064 ]
 [ 0.00580254]
 [ 0.00349088]
 [-0.00018818]
 [ 0.00733447]
 [ 0.0016965 ]
 [-0.00075276]
 [-0.00126129]
 [-0.00367919]
 [ 0.00193741]
 [ 0.00661439]
 [ 0.00334551]
 [-0.00267932]
 [ 0.0052745 ]
 [-0.00169586]]",1
"[[4.10819712e-07]
 [2.03478711e-07]
 [2.98196501e-06]
 [1.47988371e-07]
 [7.68783292e-06]
 [2.78338036e-06]
 [8.90262958e-09]
 [1.22752915e-05]
 [6.50563833e-07]
 [1.28552387e-07]
 [3.57310072e-07]
 [3.05424848e-06]
 [8.50503940e-07]
 [1.00518383e-05]
 [2.52404334e-06]
 [1.65009200e-06]
 [6.41482087e-06]
 [6.49995328e-07]]","[[4.10819712e-07]
 [2.03478711e-07]
 [2.98196501e-06]
 [1.47988371e-07]
 [7.68783292e-06]
 [2.78338036e-06]
 [8.90262958e-09]
 [1.22752915e-05]
 [6.50563833e-07]
 [1.28552387e-07]
 [3.57310072e-07]
 [3.05424848e-06]
 [8.50503940e-07]
 [1.00518383e-05]
 [2.52404334e-06]
 [1.65009200e-06]
 [6.41482087e-06]
 [6.49995328e-07]]","[[-0.00192286]
 [-0.00135326]
 [ 0.00518051]
 [ 0.00115408]
 [ 0.00831808]
 [ 0.00500504]
 [-0.00028306]
 [ 0.01051083]
 [ 0.00241973]
 [-0.00107563]
 [-0.00179326]
 [-0.00524292]
 [ 0.00276668]
 [ 0.00951139]
 [ 0.00476617]
 [-0.00385368]
 [ 0.00759825]
 [-0.00241867]]",1
"[[7.33565290e-07]
 [3.59618466e-07]
 [5.19638512e-06]
 [2.59583369e-07]
 [1.34833614e-05]
 [4.87999024e-06]
 [1.67708883e-08]
 [2.15147873e-05]
 [1.13049950e-06]
 [2.22854796e-07]
 [6.16460523e-07]
 [5.29410833e-06]
 [1.48311211e-06]
 [1.77234534e-05]
 [4.37539807e-06]
 [2.91110959e-06]
 [1.13459090e-05]
 [1.12989366e-06]]","[[7.33565290e-07]
 [3.59618466e-07]
 [5.19638512e-06]
 [2.59583369e-07]
 [1.34833614e-05]
 [4.87999024e-06]
 [1.67708883e-08]
 [2.15147873e-05]
 [1.13049950e-06]
 [2.22854796e-07]
 [6.16460523e-07]
 [5.29410833e-06]
 [1.48311211e-06]
 [1.77234534e-05]
 [4.37539807e-06]
 [2.91110959e-06]
 [1.13459090e-05]
 [1.12989366e-06]]","[[-0.00256945]
 [-0.00179905]
 [ 0.00683867]
 [ 0.00152848]
 [ 0.01101591]
 [ 0.00662721]
 [-0.00038851]
 [ 0.01391521]
 [ 0.00318975]
 [-0.00141622]
 [-0.00235545]
 [-0.00690268]
 [ 0.00365349]
 [ 0.01262977]
 [ 0.00627524]
 [-0.00511859]
 [ 0.01010511]
 [-0.00318889]]",1
"[4.97962245e-06 1.23070485e-04 9.72360323e-05 ... 1.55323710e-05
 6.40934487e-05 1.14314810e-04]","[4.97962245e-06 1.23070485e-04 9.72360323e-05 ... 1.55323710e-05
 6.40934487e-05 1.14314810e-04]","[ 0.00669452 -0.03328114 -0.0295825  ... -0.01182334 -0.02401752
 -0.03207543]",1
"[[1.18277226e-06]
 [5.76638447e-07]
 [8.19288940e-06]
 [4.13142873e-07]
 [2.13791302e-05]
 [7.72967997e-06]
 [2.78847367e-08]
 [3.40900997e-05]
 [1.77788211e-06]
 [3.47186103e-07]
 [9.61594173e-07]
 [8.29741306e-06]
 [2.34317603e-06]
 [2.82236104e-05]
 [6.86312982e-06]
 [4.63909540e-06]
 [1.81145166e-05]
 [1.77855472e-06]]","[[1.18277226e-06]
 [5.76638447e-07]
 [8.19288940e-06]
 [4.13142873e-07]
 [2.13791302e-05]
 [7.72967997e-06]
 [2.78847367e-08]
 [3.40900997e-05]
 [1.77788211e-06]
 [3.47186103e-07]
 [9.61594173e-07]
 [8.29741306e-06]
 [2.34317603e-06]
 [2.82236104e-05]
 [6.86312982e-06]
 [4.63909540e-06]
 [1.81145166e-05]
 [1.77855472e-06]]","[[-0.00326266]
 [-0.0022781 ]
 [ 0.00858697]
 [ 0.00192829]
 [ 0.01387127]
 [ 0.00834069]
 [-0.00050096]
 [ 0.01751602]
 [ 0.00400012]
 [-0.00176768]
 [-0.00294183]
 [-0.00864157]
 [ 0.00459223]
 [ 0.01593777]
 [ 0.00785927]
 [-0.00646157]
 [ 0.01276835]
 [-0.00400087]]",1
"[[1.78388904e-06]
 [8.68645170e-07]
 [1.21057390e-05]
 [6.17932799e-07]
 [3.17458301e-05]
 [1.14585690e-05]
 [4.25097281e-08]
 [5.05839156e-05]
 [2.62103694e-06]
 [5.03679178e-07]
 [1.40475458e-06]
 [1.21804870e-05]
 [3.47398010e-06]
 [4.20519637e-05]
 [1.00899602e-05]
 [6.91795158e-06]
 [2.70471819e-05]
 [2.62559751e-06]]","[[1.78388904e-06]
 [8.68645170e-07]
 [1.21057390e-05]
 [6.17932799e-07]
 [3.17458301e-05]
 [1.14585690e-05]
 [4.25097281e-08]
 [5.05839156e-05]
 [2.62103694e-06]
 [5.03679178e-07]
 [1.40475458e-06]
 [1.21804870e-05]
 [3.47398010e-06]
 [4.20519637e-05]
 [1.00899602e-05]
 [6.91795158e-06]
 [2.70471819e-05]
 [2.62559751e-06]]","[[-0.00400687]
 [-0.00279603]
 [ 0.01043799]
 [ 0.00235826]
 [ 0.01690303]
 [ 0.01015515]
 [-0.00061854]
 [ 0.02133671]
 [ 0.00485689]
 [-0.00212911]
 [-0.00355567]
 [-0.01047017]
 [ 0.00559158]
 [ 0.01945425]
 [ 0.00952941]
 [-0.0078906 ]
 [ 0.01560207]
 [-0.00486111]]",1
