epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
81,0.6935,0.6703,"[ 2.49439927  4.39990451 -0.12402208  2.02587929  1.04781772  0.2856082
  1.04445472  2.29703402  2.36705216  3.51132894  2.50805077  4.43128715
  1.17105032  5.39102063  0.04609572  4.33959685  2.49562153  3.3843748 ]",1.8708
82,0.6931,0.6709,"[ 2.49241219  4.39794498 -0.12595129  2.02784897  1.04978909  0.28354509
  1.04246192  2.29902319  2.36505954  3.51331532  2.50606635  4.43327591
  1.1690849   5.38905111  0.04411243  4.34153773  2.49365958  3.3823923 ]",1.8648
83,0.6931,0.6931,"[ 2.48997063  4.39525403 -0.12864698  2.03051605  1.0524055   0.28066363
  1.04014278  2.30143057  2.36272945  3.51578225  2.50356994  4.43570136
  1.16646158  5.38637289  0.04157132  4.34427985  2.49095049  3.37984287]",1.8568
84,0.6932,0.697,"[ 2.49205379  4.39753374 -0.12628754  2.02828516  1.05022217  0.28350524
  1.04219107  2.29935889  2.36478017  3.51369025  2.50567431  4.43362425
  1.16865618  5.3886152   0.04369646  4.34182813  2.49325116  3.38197263]",1.8641
85,0.6933,0.6983,"[ 2.49008148  4.39562625 -0.12814829  2.03021242  1.05216045  0.28173002
  1.04020677  2.3013354   2.36279644  3.51566029  2.50370849  4.43559942
  1.1667269   5.38669094  0.04173526  4.34367661  2.49134661  3.38001316]",1.8591
86,0.6929,0.6656,"[ 2.49008431  4.39564301 -0.128096    2.03020622  1.05215072  0.28166903
  1.04020762  2.30133363  2.36279708  3.51565803  2.50371151  4.43559806
  1.16674446  5.38669711  0.04173607  4.34363524  2.49135945  3.38001453]",1.859
87,0.6931,0.6837,"[ 2.49413035  4.39977815 -0.12390187  2.02609708  1.04805523  0.28572069
  1.04423435  2.29729432  2.36682471  3.51160858  2.50776752  4.43155674
  1.17085523  5.39081109  0.04579811  4.3394353   2.49549828  3.3840794 ]",1.8707
88,0.6931,0.7017,"[ 2.49416308  4.39988447 -0.12374204  2.0260132   1.04798349  0.28593384
  1.04425298  2.29726655  2.36684399  3.51157327  2.50780777  4.43152746
  1.17093853  5.39089876  0.04584328  4.33926266  2.49560829  3.38412664]",1.8712
89,0.6928,0.7162,"[ 2.4941286   4.3997743  -0.12386272  2.02610805  1.04805553  0.28541706
  1.04423239  2.29729658  2.36682233  3.51161174  2.50776443  4.43155991
  1.17086364  5.39079651  0.04579117  4.33944728  2.49548286  3.38407249]",1.8702
90,0.6932,0.6699,"[ 2.49020692  4.3960302  -0.1275157   2.02989966  1.05188539  0.28222812
  1.04027767  2.30122949  2.36286953  3.51552609  2.50386171  4.4354884
  1.1670527   5.38701639  0.04190398  4.34302925  2.49175675  3.38019006]",1.8605
91,0.693,0.6709,"[ 2.49221776  4.39806433 -0.12545443  2.02787439  1.04986109  0.28409591
  1.04228367  2.29922043  2.36487568  3.51351467  2.50587478  4.433479
  1.16908182  5.38904139  0.04391796  4.34098116  2.49378791  3.38220467]",1.8659
92,0.6934,0.707,"[ 2.49025611  4.39619699 -0.12726629  2.02976832  1.05177466  0.28246287
  1.04030554  2.30118771  2.3628985   3.51547265  2.50392267  4.43544409
  1.16717746  5.38715254  0.04197387  4.34275785  2.49192829  3.38026291]",1.8612
93,0.6928,0.6663,"[ 2.49025581  4.39619352 -0.12725237  2.02977431  1.05177481  0.28219438
  1.04030505  2.30118826  2.36289784  3.51547359  2.50392173  4.43544502
  1.16718051  5.38714439  0.04197112  4.34277259  2.49191823  3.38026014]",1.8608
94,0.6932,0.6625,"[ 2.48816661  4.39401352 -0.1294127   2.03195095  1.05392502  0.28002042
  1.03824729  2.30326836  2.36083715  3.51757163  2.50181443  4.43753095
  1.1650333   5.38496294  0.03984508  4.34494934  2.48972784  3.37813153]",1.855
95,0.6931,0.7035,"[ 2.49014847  4.39594976 -0.12747198  2.0300079   1.05196433  0.2814093
  1.04023636  2.30128436  2.36282547  3.51559248  2.50379094  4.43554862
  1.16699565  5.38690082  0.04181481  4.34306356  2.491651    3.38010027]",1.8591
96,0.6928,0.7253,"[ 2.49612561  4.40186528 -0.12156708  2.02407878  1.04601546  0.28676183
  1.04622296  2.29530419  2.36881129  3.50961832  2.50976158  4.42957026
  1.17294226  5.39282311  0.04777855  4.33722501  2.49755156  3.38606248]",1.8756
97,0.6929,0.7112,"[ 2.49216963  4.39800204 -0.12537463  2.02796817  1.04992166  0.28305859
  1.0422484   2.29926657  2.36483773  3.51357063  2.50581569  4.43353039
  1.16904858  5.38893897  0.04384005  4.34101413  2.49369453  3.38212659]",1.8642
98,0.6935,0.7165,"[ 2.49412243  4.39984329 -0.12356853  2.02609966  1.04802348  0.28429434
  1.0442208   2.29730725  2.36680879  3.5116229   2.50775642  4.43157414
  1.17093747  5.39079668  0.04576998  4.3392932   2.49551535  3.38405343]",1.8686
99,0.6934,0.6829,"[ 2.4980512   4.40360236 -0.11988593  2.02229384  1.04417828  0.28726531
  1.04817964  2.29336818  2.37076585  3.50770101  2.51166753  4.42763923
  1.17476158  5.39458666  0.04966736  4.33572159  2.49924764  3.38794585]",1.8793
100,0.693,0.6632,"[ 2.49013619  4.39588505 -0.12749613  2.03006757  1.05199246  0.28025755
  1.04022848  2.30129564  2.36281676  3.51560832  2.50377302  4.43556191
  1.16697102  5.38682673  0.04178897  4.34324858  2.49155094  3.38007286]",1.8572
101,0.6934,0.7052,"[ 2.4881738   4.39401633 -0.12931097  2.03196353  1.05390746  0.27863225
  1.03824988  2.30326358  2.36083913  3.51756711  2.50182001  4.43752761
  1.16506479  5.38493591  0.03984399  4.34502814  2.48968977  3.37813016]",1.8529
102,0.6931,0.703,"[ 2.4900877   4.39575758 -0.12759565  2.03018901  1.05208343  0.27957981
  1.04019797  2.30133894  2.36278436  3.51566297  2.50371244  4.43560924
  1.16688556  5.38669704  0.0417137   4.34342229  2.49140277  3.37999566]",1.8559
103,0.6932,0.6638,"[ 2.49406414  4.39967212 -0.1236927   2.02625988  1.04813555  0.28301854
  1.04418418  2.29735932  2.36676979  3.51168946  2.50768236  4.43163143
  1.17083043  5.39061919  0.04567699  4.33958311  2.49530282  3.38395734]",1.8662
