v,v_eff,m,t
"[[3.88363496e-06]
 [3.31263447e-07]
 [5.70931300e-06]
 [2.63215680e-07]
 [2.75093441e-06]
 [2.59664789e-06]
 [4.18762184e-06]
 [1.95274276e-06]
 [6.51648195e-06]
 [6.30214160e-08]
 [1.11212486e-07]
 [8.99357178e-08]
 [2.40354720e-06]
 [8.99635319e-07]
 [2.18471665e-06]
 [1.54667724e-07]
 [1.69888381e-09]
 [1.86265587e-06]
 [1.99519743e-07]
 [2.95927702e-07]
 [1.02650345e-05]]","[[3.88363496e-06]
 [3.31263447e-07]
 [5.70931300e-06]
 [2.63215680e-07]
 [2.75093441e-06]
 [2.59664789e-06]
 [4.18762184e-06]
 [1.95274276e-06]
 [6.51648195e-06]
 [6.30214160e-08]
 [1.11212486e-07]
 [8.99357178e-08]
 [2.40354720e-06]
 [8.99635319e-07]
 [2.18471665e-06]
 [1.54667724e-07]
 [1.69888381e-09]
 [1.86265587e-06]
 [1.99519743e-07]
 [2.95927702e-07]
 [1.02650345e-05]]","[[ 0.00591208]
 [ 0.00172666]
 [-0.00716825]
 [-0.00153914]
 [-0.00497578]
 [ 0.00483424]
 [ 0.0061391 ]
 [-0.00419222]
 [ 0.00765822]
 [-0.00075312]
 [ 0.00100046]
 [ 0.00089968]
 [-0.00465101]
 [ 0.00284547]
 [ 0.00443424]
 [-0.00117983]
 [ 0.00012365]
 [ 0.00409437]
 [-0.00134003]
 [-0.00163198]
 [ 0.00961173]]",1
"[6.64868373e-09 2.44805342e-06 3.25463223e-07 ... 1.91790872e-03
 1.38777376e-04 8.70927075e-05]","[6.64868373e-09 2.44805342e-06 3.25463223e-07 ... 1.91790872e-03
 1.38777376e-04 8.70927075e-05]","[-0.00024462 -0.00469388  0.00171148 ...  0.1313818  -0.03534114
 -0.02799704]",1
"[[7.61501044e-06]
 [6.33715264e-07]
 [1.12380206e-05]
 [5.32644434e-07]
 [5.34491731e-06]
 [5.14721356e-06]
 [8.20352182e-06]
 [3.80035388e-06]
 [1.27877104e-05]
 [1.19128452e-07]
 [2.18716363e-07]
 [1.76956411e-07]
 [4.70997114e-06]
 [1.79620697e-06]
 [4.27612485e-06]
 [2.95202968e-07]
 [3.60312278e-09]
 [3.60206960e-06]
 [3.94600303e-07]
 [5.79502994e-07]
 [2.01455293e-05]]","[[7.61501044e-06]
 [6.33715264e-07]
 [1.12380206e-05]
 [5.32644434e-07]
 [5.34491731e-06]
 [5.14721356e-06]
 [8.20352182e-06]
 [3.80035388e-06]
 [1.27877104e-05]
 [1.19128452e-07]
 [2.18716363e-07]
 [1.76956411e-07]
 [4.70997114e-06]
 [1.79620697e-06]
 [4.27612485e-06]
 [2.95202968e-07]
 [3.60312278e-09]
 [3.60206960e-06]
 [3.94600303e-07]
 [5.79502994e-07]
 [2.01455293e-05]]","[[ 0.00827859]
 [ 0.00238819]
 [-0.01005695]
 [-0.00218947]
 [-0.00693572]
 [ 0.00680624]
 [ 0.00859254]
 [-0.00584835]
 [ 0.01072797]
 [-0.00103545]
 [ 0.00140301]
 [ 0.00126199]
 [-0.00651074]
 [ 0.00402068]
 [ 0.00620364]
 [-0.00162998]
 [ 0.00018008]
 [ 0.00569374]
 [-0.00188452]
 [-0.00228375]
 [ 0.01346513]]",1
"[[1.24725919e-05]
 [1.01427464e-06]
 [1.84855568e-05]
 [8.94709950e-07]
 [8.69444818e-06]
 [8.51288494e-06]
 [1.34144414e-05]
 [6.18714687e-06]
 [2.09497506e-05]
 [1.87493127e-07]
 [3.60661088e-07]
 [2.91958276e-07]
 [7.71385541e-06]
 [2.98938494e-06]
 [6.97663003e-06]
 [4.69174597e-07]
 [6.57272035e-09]
 [5.81673497e-06]
 [6.51396357e-07]
 [9.48866247e-07]
 [3.30298808e-05]]","[[1.24725919e-05]
 [1.01427464e-06]
 [1.84855568e-05]
 [8.94709950e-07]
 [8.69444818e-06]
 [8.51288494e-06]
 [1.34144414e-05]
 [6.18714687e-06]
 [2.09497506e-05]
 [1.87493127e-07]
 [3.60661088e-07]
 [2.91958276e-07]
 [7.71385541e-06]
 [2.98938494e-06]
 [6.97663003e-06]
 [4.69174597e-07]
 [6.57272035e-09]
 [5.81673497e-06]
 [6.51396357e-07]
 [9.48866247e-07]
 [3.30298808e-05]]","[[ 0.01059497]
 [ 0.00302134]
 [-0.01289845]
 [-0.00283767]
 [-0.0088459 ]
 [ 0.00875305]
 [ 0.01098772]
 [-0.00746219]
 [ 0.01373127]
 [-0.00129901]
 [ 0.00180165]
 [ 0.00162099]
 [-0.00833215]
 [ 0.00518695]
 [ 0.00792399]
 [-0.00205489]
 [ 0.00024322]
 [ 0.00723537]
 [-0.00242127]
 [-0.00292229]
 [ 0.01724149]]",1
"[[1.85635526e-05]
 [1.47611445e-06]
 [2.76396249e-05]
 [1.36000134e-06]
 [1.28712362e-05]
 [1.27841303e-05]
 [1.99231447e-05]
 [9.16218677e-06]
 [3.11762629e-05]
 [2.67301913e-07]
 [5.41812520e-07]
 [4.38993222e-07]
 [1.14840286e-05]
 [4.51525361e-06]
 [1.03285966e-05]
 [6.75773988e-07]
 [1.10614541e-08]
 [8.53293052e-06]
 [9.76580316e-07]
 [1.41276356e-06]
 [4.92145887e-05]]","[[1.85635526e-05]
 [1.47611445e-06]
 [2.76396249e-05]
 [1.36000134e-06]
 [1.28712362e-05]
 [1.27841303e-05]
 [1.99231447e-05]
 [9.16218677e-06]
 [3.11762629e-05]
 [2.67301913e-07]
 [5.41812520e-07]
 [4.38993222e-07]
 [1.14840286e-05]
 [4.51525361e-06]
 [1.03285966e-05]
 [6.75773988e-07]
 [1.10614541e-08]
 [8.53293052e-06]
 [9.76580316e-07]
 [1.41276356e-06]
 [4.92145887e-05]]","[[ 0.01292563]
 [ 0.00364486]
 [-0.01577202]
 [-0.00349857]
 [-0.01076295]
 [ 0.01072647]
 [ 0.0133906 ]
 [-0.00908073]
 [ 0.01675071]
 [-0.00155104]
 [ 0.00220824]
 [ 0.0019877 ]
 [-0.01016643]
 [ 0.00637474]
 [ 0.00964144]
 [-0.00246616]
 [ 0.00031552]
 [ 0.00876335]
 [-0.00296466]
 [-0.00356579]
 [ 0.02104593]]",1
"[1.02108618e-09 5.52442869e-07 1.71388072e-07 ... 3.84722914e-04
 2.86988218e-05 1.67035640e-05]","[1.02108618e-09 5.52442869e-07 1.71388072e-07 ... 3.84722914e-04
 2.86988218e-05 1.67035640e-05]","[ 9.58633173e-05 -2.22979502e-03 -1.24197128e-03 ...  5.88430644e-02
 -1.60713844e-02 -1.22609982e-02]",1
"[[2.56031738e-05]
 [1.99322416e-06]
 [3.83103454e-05]
 [1.90607049e-06]
 [1.76910397e-05]
 [1.77737957e-05]
 [2.74032254e-05]
 [1.25880576e-05]
 [4.29723999e-05]
 [3.51864283e-07]
 [7.56621993e-07]
 [6.13657498e-07]
 [1.58502608e-05]
 [6.30934053e-06]
 [1.41443485e-05]
 [8.99103845e-07]
 [1.75458336e-08]
 [1.15954695e-05]
 [1.35598818e-06]
 [1.95093080e-06]
 [6.79604123e-05]]","[[2.56031738e-05]
 [1.99322416e-06]
 [3.83103454e-05]
 [1.90607049e-06]
 [1.76910397e-05]
 [1.77737957e-05]
 [2.74032254e-05]
 [1.25880576e-05]
 [4.29723999e-05]
 [3.51864283e-07]
 [7.56621993e-07]
 [6.13657498e-07]
 [1.58502608e-05]
 [6.30934053e-06]
 [1.41443485e-05]
 [8.99103845e-07]
 [1.75458336e-08]
 [1.15954695e-05]
 [1.35598818e-06]
 [1.95093080e-06]
 [6.79604123e-05]]","[[ 0.01517987]
 [ 0.00423545]
 [-0.01856861]
 [-0.00414182]
 [-0.01261822]
 [ 0.01264769]
 [ 0.01570443]
 [-0.0106439 ]
 [ 0.019666  ]
 [-0.00177954]
 [ 0.00260952]
 [ 0.00235009]
 [-0.01194372]
 [ 0.00753552]
 [ 0.01128269]
 [-0.00284463]
 [ 0.00039738]
 [ 0.01021564]
 [-0.00349341]
 [-0.00419027]
 [ 0.02473143]]",1
"[[3.36990007e-05]
 [2.56986902e-06]
 [5.06887345e-05]
 [2.54052118e-06]
 [2.32354283e-05]
 [2.35668711e-05]
 [3.59541647e-05]
 [1.65184985e-05]
 [5.65073185e-05]
 [4.40435878e-07]
 [1.01053063e-06]
 [8.20656137e-07]
 [2.08832098e-05]
 [8.40486053e-06]
 [1.84610134e-05]
 [1.13831316e-06]
 [2.67419994e-08]
 [1.50322912e-05]
 [1.79605640e-06]
 [2.57264462e-06]
 [8.95659537e-05]]","[[3.36990007e-05]
 [2.56986902e-06]
 [5.06887345e-05]
 [2.54052118e-06]
 [2.32354283e-05]
 [2.35668711e-05]
 [3.59541647e-05]
 [1.65184985e-05]
 [5.65073185e-05]
 [4.40435878e-07]
 [1.01053063e-06]
 [8.20656137e-07]
 [2.08832098e-05]
 [8.40486053e-06]
 [1.84610134e-05]
 [1.13831316e-06]
 [2.67419994e-08]
 [1.50322912e-05]
 [1.79605640e-06]
 [2.57264462e-06]
 [8.95659537e-05]]","[[ 0.01741525]
 [ 0.00480924]
 [-0.02135881]
 [-0.0047817 ]
 [-0.01446094]
 [ 0.01456372]
 [ 0.01798854]
 [-0.01219289]
 [ 0.0225514 ]
 [-0.00199096]
 [ 0.00301575]
 [ 0.0027177 ]
 [-0.01370945]
 [ 0.00869734]
 [ 0.01288988]
 [-0.00320075]
 [ 0.00049059]
 [ 0.01163145]
 [-0.00402051]
 [-0.00481184]
 [ 0.02839179]]",1
"[[4.31180019e-05]
 [3.22049827e-06]
 [6.52110325e-05]
 [3.28448376e-06]
 [2.96915677e-05]
 [3.03653401e-05]
 [4.58457862e-05]
 [2.10830635e-05]
 [7.22194810e-05]
 [5.33980918e-07]
 [1.31391445e-06]
 [1.06892930e-06]
 [2.67518683e-05]
 [1.08789483e-05]
 [2.34030812e-05]
 [1.39727877e-06]
 [3.96210257e-08]
 [1.89387112e-05]
 [2.31193640e-06]
 [3.29931976e-06]
 [1.14755601e-04]]","[[4.31180019e-05]
 [3.22049827e-06]
 [6.52110325e-05]
 [3.28448376e-06]
 [2.96915677e-05]
 [3.03653401e-05]
 [4.58457862e-05]
 [2.10830635e-05]
 [7.22194810e-05]
 [5.33980918e-07]
 [1.31391445e-06]
 [1.06892930e-06]
 [2.67518683e-05]
 [1.08789483e-05]
 [2.34030812e-05]
 [1.39727877e-06]
 [3.96210257e-08]
 [1.89387112e-05]
 [2.31193640e-06]
 [3.29931976e-06]
 [1.14755601e-04]]","[[ 0.01969929]
 [ 0.00538372]
 [-0.024226  ]
 [-0.00543694]
 [-0.01634699]
 [ 0.01653143]
 [ 0.02031285]
 [-0.01377489]
 [ 0.02549461]
 [-0.00219222]
 [ 0.00343878]
 [ 0.00310167]
 [-0.01551666]
 [ 0.00989498]
 [ 0.01451302]
 [-0.0035462 ]
 [ 0.00059715]
 [ 0.01305559]
 [-0.00456152]
 [-0.00544921]
 [ 0.03213721]]",1
"[5.56622639e-10 9.27881736e-08 4.07382746e-08 ... 6.70376364e-05
 5.05855013e-06 2.78273546e-06]","[5.56622639e-10 9.27881736e-08 4.07382746e-08 ... 6.70376364e-05
 5.05855013e-06 2.78273546e-06]","[ 7.07785543e-05 -9.13834538e-04 -6.05511743e-04 ...  2.45629544e-02
 -6.74736624e-03 -5.00445992e-03]",1
"[[5.18876035e-05]
 [3.80688194e-06]
 [7.89343314e-05]
 [3.96538248e-06]
 [3.57824434e-05]
 [3.67446271e-05]
 [5.49259425e-05]
 [2.53502406e-05]
 [8.67429837e-05]
 [6.06019602e-07]
 [1.61348529e-06]
 [1.31400259e-06]
 [3.22515419e-05]
 [1.32072659e-05]
 [2.78268545e-05]
 [1.60597584e-06]
 [5.61864189e-08]
 [2.24276891e-05]
 [2.79770419e-06]
 [3.98465042e-06]
 [1.38299024e-04]]","[[5.18876035e-05]
 [3.80688194e-06]
 [7.89343314e-05]
 [3.96538248e-06]
 [3.57824434e-05]
 [3.67446271e-05]
 [5.49259425e-05]
 [2.53502406e-05]
 [8.67429837e-05]
 [6.06019602e-07]
 [1.61348529e-06]
 [1.31400259e-06]
 [3.22515419e-05]
 [1.32072659e-05]
 [2.78268545e-05]
 [1.60597584e-06]
 [5.61864189e-08]
 [2.24276891e-05]
 [2.79770419e-06]
 [3.98465042e-06]
 [1.38299024e-04]]","[[ 0.02160992]
 [ 0.00585337]
 [-0.0266535 ]
 [-0.00597398]
 [-0.01794553]
 [ 0.0181852 ]
 [ 0.02223361]
 [-0.01510471]
 [ 0.02794077]
 [-0.00233542]
 [ 0.00381069]
 [ 0.0034389 ]
 [-0.01703713]
 [ 0.01090254]
 [ 0.01582535]
 [-0.00380181]
 [ 0.00071111]
 [ 0.01420736]
 [-0.0050179 ]
 [-0.00598848]
 [ 0.03528018]]",1
"[[3.97722334e-05]
 [2.96838659e-06]
 [6.09910587e-05]
 [2.87418630e-06]
 [2.80840305e-05]
 [2.79700715e-05]
 [4.15529340e-05]
 [1.96740541e-05]
 [6.59172209e-05]
 [4.32228554e-07]
 [1.30321057e-06]
 [1.04871106e-06]
 [2.48982952e-05]
 [9.94567846e-06]
 [2.06084643e-05]
 [1.14996854e-06]
 [6.06341024e-08]
 [1.68580013e-05]
 [2.15181806e-06]
 [3.09636360e-06]
 [1.06238849e-04]]","[[3.97722334e-05]
 [2.96838659e-06]
 [6.09910587e-05]
 [2.87418630e-06]
 [2.80840305e-05]
 [2.79700715e-05]
 [4.15529340e-05]
 [1.96740541e-05]
 [6.59172209e-05]
 [4.32228554e-07]
 [1.30321057e-06]
 [1.04871106e-06]
 [2.48982952e-05]
 [9.94567846e-06]
 [2.06084643e-05]
 [1.14996854e-06]
 [6.06341024e-08]
 [1.68580013e-05]
 [2.15181806e-06]
 [3.09636360e-06]
 [1.06238849e-04]]","[[ 0.01891957]
 [ 0.0051687 ]
 [-0.02342903]
 [-0.00508603]
 [-0.01589831]
 [ 0.01586602]
 [ 0.01933847]
 [-0.01330663]
 [ 0.02435683]
 [-0.00197232]
 [ 0.00342475]
 [ 0.0030722 ]
 [-0.01496946]
 [ 0.00946103]
 [ 0.01361896]
 [-0.0032171 ]
 [ 0.00073872]
 [ 0.01231755]
 [-0.00440072]
 [-0.00527895]
 [ 0.03092167]]",1
