v,v_eff,m,t
"[[3.45089093e-05]
 [5.41453334e-06]
 [5.43304023e-05]
 [3.13097769e-07]
 [3.91573102e-05]
 [1.76347598e-05]
 [3.17518778e-05]
 [2.41973724e-05]
 [5.13481937e-05]
 [5.54092679e-07]
 [2.02022818e-06]
 [1.25936608e-06]
 [2.43679377e-05]
 [4.17344034e-06]
 [1.21690383e-05]
 [1.03978231e-06]
 [3.40707316e-07]
 [1.64648663e-05]
 [1.60036314e-06]
 [3.16198744e-06]
 [9.53719794e-05]]","[[3.45089093e-05]
 [5.41453334e-06]
 [5.43304023e-05]
 [3.13097769e-07]
 [3.91573102e-05]
 [1.76347598e-05]
 [3.17518778e-05]
 [2.41973724e-05]
 [5.13481937e-05]
 [5.54092679e-07]
 [2.02022818e-06]
 [1.25936608e-06]
 [2.43679377e-05]
 [4.17344034e-06]
 [1.21690383e-05]
 [1.03978231e-06]
 [3.40707316e-07]
 [1.64648663e-05]
 [1.60036314e-06]
 [3.16198744e-06]
 [9.53719794e-05]]","[[-0.01762329]
 [-0.00698074]
 [ 0.02211275]
 [ 0.00167865]
 [ 0.01877274]
 [-0.01259813]
 [-0.01690464]
 [ 0.01475725]
 [-0.0214973 ]
 [ 0.00223312]
 [-0.00426404]
 [-0.00336664]
 [ 0.01480917]
 [-0.0061287 ]
 [-0.01046524]
 [ 0.00305909]
 [-0.0017511 ]
 [-0.01217308]
 [ 0.00379516]
 [ 0.00533459]
 [-0.02929757]]",1
"[1.72313906e-03 6.50648998e-04 2.65127374e-03 ... 3.81407924e-07
 1.44799738e-04 2.68689100e-03]","[1.72313906e-03 6.50648998e-04 2.65127374e-03 ... 3.81407924e-07
 1.44799738e-04 2.68689100e-03]","[-0.12453213  0.07652347 -0.15447156 ...  0.00185275 -0.03609983
  0.15550569]",1
"[[2.93374233e-05]
 [4.13535845e-06]
 [4.55159736e-05]
 [5.00357398e-07]
 [3.06203564e-05]
 [1.59107079e-05]
 [2.82452076e-05]
 [1.95110680e-05]
 [4.51535933e-05]
 [4.97652291e-07]
 [1.51640097e-06]
 [9.85554952e-07]
 [2.01848604e-05]
 [4.15609445e-06]
 [1.18037256e-05]
 [9.87020287e-07]
 [1.95384751e-07]
 [1.43613541e-05]
 [1.37091433e-06]
 [2.58213054e-06]
 [8.06942764e-05]]","[[2.93374233e-05]
 [4.13535845e-06]
 [4.55159736e-05]
 [5.00357398e-07]
 [3.06203564e-05]
 [1.59107079e-05]
 [2.82452076e-05]
 [1.95110680e-05]
 [4.51535933e-05]
 [4.97652291e-07]
 [1.51640097e-06]
 [9.85554952e-07]
 [2.01848604e-05]
 [4.15609445e-06]
 [1.18037256e-05]
 [9.87020287e-07]
 [1.95384751e-07]
 [1.43613541e-05]
 [1.37091433e-06]
 [2.58213054e-06]
 [8.06942764e-05]]","[[-0.01624921]
 [-0.00610067]
 [ 0.02023966]
 [ 0.00212208]
 [ 0.0166007 ]
 [-0.01196647]
 [-0.01594387]
 [ 0.0132514 ]
 [-0.02015893]
 [ 0.00211633]
 [-0.00369427]
 [-0.00297825]
 [ 0.01347827]
 [-0.00611595]
 [-0.01030697]
 [ 0.00298047]
 [-0.00132607]
 [-0.01136891]
 [ 0.00351258]
 [ 0.0048207 ]
 [-0.026949  ]]",1
"[[2.33436275e-05]
 [2.97919630e-06]
 [3.56636241e-05]
 [6.20566607e-07]
 [2.24526485e-05]
 [1.33334503e-05]
 [2.34019542e-05]
 [1.47403199e-05]
 [3.70284095e-05]
 [4.19968532e-07]
 [1.06350540e-06]
 [7.16568101e-07]
 [1.56657112e-05]
 [3.77135471e-06]
 [1.05351628e-05]
 [8.71535686e-07]
 [9.80486272e-08]
 [1.16950424e-05]
 [1.10148188e-06]
 [1.97724478e-06]
 [6.38692835e-05]]","[[2.33436275e-05]
 [2.97919630e-06]
 [3.56636241e-05]
 [6.20566607e-07]
 [2.24526485e-05]
 [1.33334503e-05]
 [2.34019542e-05]
 [1.47403199e-05]
 [3.70284095e-05]
 [4.19968532e-07]
 [1.06350540e-06]
 [7.16568101e-07]
 [1.56657112e-05]
 [3.77135471e-06]
 [1.05351628e-05]
 [8.71535686e-07]
 [9.80486272e-08]
 [1.16950424e-05]
 [1.10148188e-06]
 [1.97724478e-06]
 [6.38692835e-05]]","[[-0.01449457]
 [-0.0051781 ]
 [ 0.01791571]
 [ 0.00236328]
 [ 0.01421527]
 [-0.0109545 ]
 [-0.01451267]
 [ 0.01151794]
 [-0.01825529]
 [ 0.00194415]
 [-0.00309379]
 [-0.00253951]
 [ 0.01187398]
 [-0.00582599]
 [-0.00973737]
 [ 0.00280068]
 [-0.00093938]
 [-0.0102594 ]
 [ 0.00314855]
 [ 0.00421844]
 [-0.02397548]]",1
"[[1.68482303e-05]
 [1.96278720e-06]
 [2.53375366e-05]
 [6.25118049e-07]
 [1.49726729e-05]
 [1.00663930e-05]
 [1.75093091e-05]
 [1.01179032e-05]
 [2.74519570e-05]
 [3.21962483e-07]
 [6.76261274e-07]
 [4.69891073e-07]
 [1.10422931e-05]
 [3.03776292e-06]
 [8.40541248e-06]
 [6.93097587e-07]
 [4.05197989e-08]
 [8.61979520e-06]
 [8.04035515e-07]
 [1.37619923e-06]
 [4.58400892e-05]]","[[1.68482303e-05]
 [1.96278720e-06]
 [2.53375366e-05]
 [6.25118049e-07]
 [1.49726729e-05]
 [1.00663930e-05]
 [1.75093091e-05]
 [1.01179032e-05]
 [2.74519570e-05]
 [3.21962483e-07]
 [6.76261274e-07]
 [4.69891073e-07]
 [1.10422931e-05]
 [3.03776292e-06]
 [8.40541248e-06]
 [6.93097587e-07]
 [4.05197989e-08]
 [8.61979520e-06]
 [8.04035515e-07]
 [1.37619923e-06]
 [4.58400892e-05]]","[[-0.01231398]
 [-0.00420299]
 [ 0.01510092]
 [ 0.00237193]
 [ 0.01160836]
 [-0.00951827]
 [-0.01255324]
 [ 0.0095426 ]
 [-0.01571838]
 [ 0.00170225]
 [-0.00246705]
 [-0.00205646]
 [ 0.00996898]
 [-0.00522875]
 [-0.00869763]
 [ 0.00249757]
 [-0.00060389]
 [-0.00880785]
 [ 0.00269004]
 [ 0.00351935]
 [-0.02031159]]",1
"[8.24113807e-04 3.34227496e-04 1.53057893e-03 ... 4.11372428e-07
 9.89249653e-05 1.18794307e-03]","[8.24113807e-04 3.34227496e-04 1.53057893e-03 ... 4.11372428e-07
 9.89249653e-05 1.18794307e-03]","[-0.08612215  0.05484567 -0.11736784 ... -0.00192415 -0.02983831
  0.10339965]",1
"[[1.03895501e-05]
 [1.11406543e-06]
 [1.53795793e-05]
 [4.99911910e-07]
 [8.55952173e-06]
 [6.45374961e-06]
 [1.11478117e-05]
 [5.94704644e-06]
 [1.73361011e-05]
 [2.10751375e-07]
 [3.67758686e-07]
 [2.62283169e-07]
 [6.65940273e-06]
 [2.05380805e-06]
 [5.65751405e-06]
 [4.67278631e-07]
 [1.22719272e-08]
 [5.41781614e-06]
 [5.01934137e-07]
 [8.20274277e-07]
 [2.81063163e-05]]","[[1.03895501e-05]
 [1.11406543e-06]
 [1.53795793e-05]
 [4.99911910e-07]
 [8.55952173e-06]
 [6.45374961e-06]
 [1.11478117e-05]
 [5.94704644e-06]
 [1.73361011e-05]
 [2.10751375e-07]
 [3.67758686e-07]
 [2.62283169e-07]
 [6.65940273e-06]
 [2.05380805e-06]
 [5.65751405e-06]
 [4.67278631e-07]
 [1.22719272e-08]
 [5.41781614e-06]
 [5.01934137e-07]
 [8.20274277e-07]
 [2.81063163e-05]]","[[-0.00966985]
 [-0.00316648]
 [ 0.01176504]
 [ 0.00212113]
 [ 0.008777  ]
 [-0.00762127]
 [-0.0100165 ]
 [ 0.00731597]
 [-0.01249099]
 [ 0.00137723]
 [-0.00181929]
 [-0.00153641]
 [ 0.00774175]
 [-0.00429933]
 [-0.00713566]
 [ 0.00205073]
 [-0.00033234]
 [-0.00698286]
 [ 0.00212542]
 [ 0.00271707]
 [-0.01590462]]",1
"[[4.73813008e-06]
 [4.71417211e-07]
 [6.90561408e-06]
 [2.80590036e-07]
 [3.63310493e-06]
 [3.04349965e-06]
 [5.23007442e-06]
 [2.59205531e-06]
 [8.07450165e-06]
 [1.01778216e-07]
 [1.48234531e-07]
 [1.08082807e-07]
 [2.97453695e-06]
 [1.01205846e-06]
 [2.78540474e-06]
 [2.31101290e-07]
 [2.05416535e-09]
 [2.51428099e-06]
 [2.31806292e-07]
 [3.62476754e-07]
 [1.27452404e-05]]","[[4.73813008e-06]
 [4.71417211e-07]
 [6.90561408e-06]
 [2.80590036e-07]
 [3.63310493e-06]
 [3.04349965e-06]
 [5.23007442e-06]
 [2.59205531e-06]
 [8.07450165e-06]
 [1.01778216e-07]
 [1.48234531e-07]
 [1.08082807e-07]
 [2.97453695e-06]
 [1.01205846e-06]
 [2.78540474e-06]
 [2.31101290e-07]
 [2.05416535e-09]
 [2.51428099e-06]
 [2.31806292e-07]
 [3.62476754e-07]
 [1.27452404e-05]]","[[-0.00653017]
 [-0.00205979]
 [ 0.00788356]
 [ 0.00158912]
 [ 0.00571821]
 [-0.00523369]
 [-0.00686081]
 [ 0.00482996]
 [-0.0085247 ]
 [ 0.00095708]
 [-0.00115504]
 [-0.00098628]
 [ 0.00517405]
 [-0.00301803]
 [-0.00500686]
 [ 0.00144219]
 [-0.00013597]
 [-0.00475695]
 [ 0.00144439]
 [ 0.00180618]
 [-0.01071014]]",1
"[[9.17267967e-07]
 [8.53208013e-08]
 [1.31688575e-06]
 [6.42875816e-08]
 [6.57504313e-07]
 [6.06372798e-07]
 [1.03825096e-06]
 [4.81045522e-07]
 [1.59258390e-06]
 [2.07884554e-08]
 [2.54528037e-08]
 [1.89107720e-08]
 [5.64845208e-07]
 [2.09171025e-07]
 [5.76601572e-07]
 [4.81245461e-08]
 [6.48546078e-11]
 [4.94626324e-07]
 [4.54306403e-08]
 [6.81707098e-08]
 [2.45381580e-06]]","[[9.17267967e-07]
 [8.53208013e-08]
 [1.31688575e-06]
 [6.42875816e-08]
 [6.57504313e-07]
 [6.06372798e-07]
 [1.03825096e-06]
 [4.81045522e-07]
 [1.59258390e-06]
 [2.07884554e-08]
 [2.54528037e-08]
 [1.89107720e-08]
 [5.64845208e-07]
 [2.09171025e-07]
 [5.76601572e-07]
 [4.81245461e-08]
 [6.48546078e-11]
 [4.94626324e-07]
 [4.54306403e-08]
 [6.81707098e-08]
 [2.45381580e-06]]","[[-2.87322323e-03]
 [-8.76291739e-04]
 [ 3.44266928e-03]
 [ 7.60649876e-04]
 [ 2.43259919e-03]
 [-2.33609828e-03]
 [-3.05683802e-03]
 [ 2.08072336e-03]
 [-3.78592857e-03]
 [ 4.32546066e-04]
 [-4.78618045e-04]
 [-4.12549328e-04]
 [ 2.25468554e-03]
 [-1.37205657e-03]
 [-2.27802857e-03]
 [ 6.58119226e-04]
 [-2.41597076e-05]
 [-2.10989026e-03]
 [ 6.39433939e-04]
 [ 7.83285636e-04]
 [-4.69939807e-03]]",1
"[3.96145795e-04 1.45747854e-04 7.72769046e-04 ... 7.75467060e-07
 5.66353320e-05 4.22423995e-04]","[3.96145795e-04 1.45747854e-04 7.72769046e-04 ... 7.75467060e-07
 5.66353320e-05 4.22423995e-04]","[-0.05971023  0.03621782 -0.08339617 ... -0.00264182 -0.02257693
  0.06165887]",1
"[[1.88457558e-07]
 [1.65034772e-08]
 [2.66640295e-07]
 [1.51667076e-08]
 [1.26896776e-07]
 [1.27663925e-07]
 [2.18089638e-07]
 [9.50632027e-08]
 [3.32614711e-07]
 [4.49075938e-09]
 [4.66305955e-09]
 [3.51409903e-09]
 [1.13993231e-07]
 [4.54173375e-08]
 [1.25603710e-07]
 [1.05536085e-08]
 [1.57005889e-12]
 [1.03127857e-07]
 [9.43896581e-09]
 [1.36358693e-08]
 [5.01462530e-07]]","[[1.88457558e-07]
 [1.65034772e-08]
 [2.66640295e-07]
 [1.51667076e-08]
 [1.26896776e-07]
 [1.27663925e-07]
 [2.18089638e-07]
 [9.50632027e-08]
 [3.32614711e-07]
 [4.49075938e-09]
 [4.66305955e-09]
 [3.51409903e-09]
 [1.13993231e-07]
 [4.54173375e-08]
 [1.25603710e-07]
 [1.05536085e-08]
 [1.57005889e-12]
 [1.03127857e-07]
 [9.43896581e-09]
 [1.36358693e-08]
 [5.01462530e-07]]","[[ 1.30235096e-03]
 [ 3.85397581e-04]
 [-1.54911673e-03]
 [-3.69459563e-04]
 [-1.06867721e-03]
 [ 1.07190267e-03]
 [ 1.40100205e-03]
 [-9.24969634e-04]
 [ 1.73018276e-03]
 [-2.01039385e-04]
 [ 2.04859796e-04]
 [ 1.77839510e-04]
 [-1.01288651e-03]
 [ 6.39340314e-04]
 [ 1.06321841e-03]
 [-3.08192272e-04]
 [-3.75905973e-06]
 [ 9.63405788e-04]
 [-2.91463020e-04]
 [-3.50318174e-04]
 [ 2.12442057e-03]]",1
"[[3.85863138e-06]
 [3.22794933e-07]
 [5.48315541e-06]
 [3.35458801e-07]
 [2.51061934e-06]
 [2.67641351e-06]
 [4.50065583e-06]
 [1.90150564e-06]
 [6.86447601e-06]
 [8.84886148e-08]
 [9.07977582e-08]
 [7.15767850e-08]
 [2.32356342e-06]
 [9.67857672e-07]
 [2.62314544e-06]
 [2.14192553e-07]
 [1.09785614e-10]
 [2.09559907e-06]
 [1.97490122e-07]
 [2.79238476e-07]
 [1.02840573e-05]]","[[3.85863138e-06]
 [3.22794933e-07]
 [5.48315541e-06]
 [3.35458801e-07]
 [2.51061934e-06]
 [2.67641351e-06]
 [4.50065583e-06]
 [1.90150564e-06]
 [6.86447601e-06]
 [8.84886148e-08]
 [9.07977582e-08]
 [7.15767850e-08]
 [2.32356342e-06]
 [9.67857672e-07]
 [2.62314544e-06]
 [2.14192553e-07]
 [1.09785614e-10]
 [2.09559907e-06]
 [1.97490122e-07]
 [2.79238476e-07]
 [1.02840573e-05]]","[[ 5.89301981e-03]
 [ 1.70445135e-03]
 [-7.02484154e-03]
 [-1.73756416e-03]
 [-4.75348021e-03]
 [ 4.90792437e-03]
 [ 6.36442475e-03]
 [-4.13685276e-03]
 [ 7.86004352e-03]
 [-8.92411078e-04]
 [ 9.03979991e-04]
 [ 8.02615141e-04]
 [-4.57297177e-03]
 [ 2.95139273e-03]
 [ 4.85883823e-03]
 [-1.38842824e-03]
 [-3.14335891e-05]
 [ 4.34285524e-03]
 [-1.33319582e-03]
 [-1.58529060e-03]
 [ 9.62062969e-03]]",1
