v,v_eff,m,t
"[[5.20712360e-05]
 [3.79991193e-05]
 [8.01367859e-07]
 [1.84672211e-05]
 [8.06125187e-06]
 [4.78252595e-06]
 [1.03433557e-04]
 [2.77430474e-05]
 [2.20223518e-04]
 [5.63173969e-05]
 [2.02234900e-05]
 [1.22541581e-04]
 [1.56552418e-09]
 [5.76521978e-05]
 [1.44983941e-04]
 [1.20776925e-05]
 [4.68313043e-05]
 [1.15390939e-04]]","[[5.20712360e-05]
 [3.79991193e-05]
 [8.01367859e-07]
 [1.84672211e-05]
 [8.06125187e-06]
 [4.78252595e-06]
 [1.03433557e-04]
 [2.77430474e-05]
 [2.20223518e-04]
 [5.63173969e-05]
 [2.02234900e-05]
 [1.22541581e-04]
 [1.56552418e-09]
 [5.76521978e-05]
 [1.44983941e-04]
 [1.20776925e-05]
 [4.68313043e-05]
 [1.15390939e-04]]","[[ 0.02164812]
 [ 0.01849303]
 [ 0.00268557]
 [-0.01289205]
 [-0.0085177 ]
 [ 0.0065607 ]
 [ 0.03051069]
 [-0.0158015 ]
 [ 0.04451979]
 [-0.02251348]
 [ 0.01349116]
 [-0.03320955]
 [-0.0001187 ]
 [ 0.02277871]
 [ 0.03612278]
 [-0.01042589]
 [ 0.02053002]
 [ 0.03222605]]",1
"[2.02264021e-06 1.96189880e-06 3.70711239e-07 ... 2.03546293e-04
 2.34079949e-05 3.11861693e-06]","[2.02264021e-06 1.96189880e-06 3.70711239e-07 ... 2.03546293e-04
 2.34079949e-05 3.11861693e-06]","[ 0.00426659 -0.00420203  0.00182658 ...  0.0428009  -0.01451454
 -0.00529788]",1
"[[6.57309954e-05]
 [4.79151423e-05]
 [9.64496251e-07]
 [2.35559583e-05]
 [1.02294458e-05]
 [6.17974152e-06]
 [1.31148782e-04]
 [3.53374158e-05]
 [2.78773842e-04]
 [7.14413609e-05]
 [2.57882974e-05]
 [1.55323531e-04]
 [3.04032451e-09]
 [7.28047937e-05]
 [1.82710762e-04]
 [1.53129009e-05]
 [5.91201418e-05]
 [1.45748830e-04]]","[[6.57309954e-05]
 [4.79151423e-05]
 [9.64496251e-07]
 [2.35559583e-05]
 [1.02294458e-05]
 [6.17974152e-06]
 [1.31148782e-04]
 [3.53374158e-05]
 [2.78773842e-04]
 [7.14413609e-05]
 [2.57882974e-05]
 [1.55323531e-04]
 [3.04032451e-09]
 [7.28047937e-05]
 [1.82710762e-04]
 [1.53129009e-05]
 [5.91201418e-05]
 [1.45748830e-04]]","[[ 0.0243224 ]
 [ 0.02076623]
 [ 0.00294626]
 [-0.01456034]
 [-0.00959505]
 [ 0.00745773]
 [ 0.03435606]
 [-0.01783358]
 [ 0.05008957]
 [-0.0253569 ]
 [ 0.01523465]
 [-0.03738866]
 [-0.00016542]
 [ 0.02559772]
 [ 0.04055116]
 [-0.01173951]
 [ 0.02306689]
 [ 0.03621794]]",1
"[[5.62301486e-05]
 [4.02187294e-05]
 [8.56920007e-07]
 [1.99103453e-05]
 [9.04239276e-06]
 [5.16392791e-06]
 [1.12302997e-04]
 [3.09751696e-05]
 [2.36946301e-04]
 [6.09883544e-05]
 [2.25475302e-05]
 [1.32366875e-04]
 [1.29868708e-10]
 [6.05933326e-05]
 [1.53949946e-04]
 [1.28386364e-05]
 [4.93704173e-05]
 [1.22991849e-04]]","[[5.62301486e-05]
 [4.02187294e-05]
 [8.56920007e-07]
 [1.99103453e-05]
 [9.04239276e-06]
 [5.16392791e-06]
 [1.12302997e-04]
 [3.09751696e-05]
 [2.36946301e-04]
 [6.09883544e-05]
 [2.25475302e-05]
 [1.32366875e-04]
 [1.29868708e-10]
 [6.05933326e-05]
 [1.53949946e-04]
 [1.28386364e-05]
 [4.93704173e-05]
 [1.22991849e-04]]","[[ 2.24960294e-02]
 [ 1.90254715e-02]
 [ 2.77709922e-03]
 [-1.33863030e-02]
 [-9.02117148e-03]
 [ 6.81728327e-03]
 [ 3.17919326e-02]
 [-1.66966022e-02]
 [ 4.61791805e-02]
 [-2.34285123e-02]
 [ 1.42452719e-02]
 [-3.45152412e-02]
 [-3.41879858e-05]
 [ 2.33525158e-02]
 [ 3.72229703e-02]
 [-1.07493129e-02]
 [ 2.10792257e-02]
 [ 3.32705070e-02]]",1
"[[6.89753150e-05]
 [4.92192006e-05]
 [1.00794759e-06]
 [2.46318928e-05]
 [1.11618245e-05]
 [6.45881159e-06]
 [1.38346835e-04]
 [3.83638376e-05]
 [2.91292753e-04]
 [7.51288185e-05]
 [2.79471747e-05]
 [1.62931302e-04]
 [3.59212642e-10]
 [7.42142271e-05]
 [1.88357052e-04]
 [1.57893892e-05]
 [6.04594814e-05]
 [1.50803806e-04]]","[[6.89753150e-05]
 [4.92192006e-05]
 [1.00794759e-06]
 [2.46318928e-05]
 [1.11618245e-05]
 [6.45881159e-06]
 [1.38346835e-04]
 [3.83638376e-05]
 [2.91292753e-04]
 [7.51288185e-05]
 [2.79471747e-05]
 [1.62931302e-04]
 [3.59212642e-10]
 [7.42142271e-05]
 [1.88357052e-04]
 [1.57893892e-05]
 [6.04594814e-05]
 [1.50803806e-04]]","[[ 2.49154136e-02]
 [ 2.10469191e-02]
 [ 3.01189780e-03]
 [-1.48891583e-02]
 [-1.00227951e-02]
 [ 7.62425763e-03]
 [ 3.52862794e-02]
 [-1.85815645e-02]
 [ 5.12019021e-02]
 [-2.60030646e-02]
 [ 1.58595262e-02]
 [-3.82933639e-02]
 [-5.68587177e-05]
 [ 2.58443039e-02]
 [ 4.11729701e-02]
 [-1.19207593e-02]
 [ 2.33267086e-02]
 [ 3.68406603e-02]]",1
"[7.42939397e-08 7.43771343e-08 1.41618941e-08 ... 7.87349239e-06
 8.54921419e-07 1.09125864e-07]","[7.42939397e-08 7.43771343e-08 1.41618941e-08 ... 7.87349239e-06
 8.54921419e-07 1.09125864e-07]","[ 0.00081771 -0.00081817  0.00035701 ...  0.00841792 -0.00277386
 -0.00099103]",1
"[[5.64093750e-05]
 [3.94184856e-05]
 [8.64963871e-07]
 [1.98452452e-05]
 [9.44568739e-06]
 [5.12816112e-06]
 [1.13199626e-04]
 [3.21690259e-05]
 [2.36437087e-04]
 [6.12567299e-05]
 [2.33655954e-05]
 [1.32608898e-04]
 [8.07913478e-10]
 [5.88569792e-05]
 [1.51475745e-04]
 [1.26174830e-05]
 [4.81304648e-05]
 [1.21447171e-04]]","[[5.64093750e-05]
 [3.94184856e-05]
 [8.64963871e-07]
 [1.98452452e-05]
 [9.44568739e-06]
 [5.12816112e-06]
 [1.13199626e-04]
 [3.21690259e-05]
 [2.36437087e-04]
 [6.12567299e-05]
 [2.33655954e-05]
 [1.32608898e-04]
 [8.07913478e-10]
 [5.88569792e-05]
 [1.51475745e-04]
 [1.26174830e-05]
 [4.81304648e-05]
 [1.21447171e-04]]","[[ 2.25318525e-02]
 [ 1.88352428e-02]
 [ 2.79010302e-03]
 [-1.33644007e-02]
 [-9.22015111e-03]
 [ 6.79363306e-03]
 [ 3.19185939e-02]
 [-1.70153235e-02]
 [ 4.61295327e-02]
 [-2.34800036e-02]
 [ 1.45013916e-02]
 [-3.45467811e-02]
 [ 8.52714566e-05]
 [ 2.30154907e-02]
 [ 3.69226449e-02]
 [-1.06563290e-02]
 [ 2.08128370e-02]
 [ 3.30609217e-02]]",1
"[[7.04654600e-05]
 [4.91771270e-05]
 [1.05059513e-06]
 [2.50094159e-05]
 [1.18281158e-05]
 [6.50715279e-06]
 [1.42306072e-04]
 [4.06059636e-05]
 [2.96465539e-04]
 [7.68852670e-05]
 [2.95179306e-05]
 [1.66462971e-04]
 [1.21380067e-09]
 [7.34312707e-05]
 [1.89188304e-04]
 [1.57890218e-05]
 [6.01160106e-05]
 [1.51679999e-04]]","[[7.04654600e-05]
 [4.91771270e-05]
 [1.05059513e-06]
 [2.50094159e-05]
 [1.18281158e-05]
 [6.50715279e-06]
 [1.42306072e-04]
 [4.06059636e-05]
 [2.96465539e-04]
 [7.68852670e-05]
 [2.95179306e-05]
 [1.66462971e-04]
 [1.21380067e-09]
 [7.34312707e-05]
 [1.89188304e-04]
 [1.57890218e-05]
 [6.01160106e-05]
 [1.51679999e-04]]","[[ 0.02518311]
 [ 0.02103792]
 [ 0.00307496]
 [-0.01500282]
 [-0.01031761]
 [ 0.00765274]
 [ 0.03578763]
 [-0.01911684]
 [ 0.05165452]
 [-0.02630527]
 [ 0.01629912]
 [-0.03870616]
 [ 0.00010452]
 [ 0.02570761]
 [ 0.04126372]
 [-0.01192062]
 [ 0.02326035]
 [ 0.03694753]]",1
"[[8.59026459e-05]
 [5.97827670e-05]
 [1.25021919e-06]
 [3.07010982e-05]
 [1.44718236e-05]
 [8.02985636e-06]
 [1.74550891e-04]
 [5.00574424e-05]
 [3.62538222e-04]
 [9.41002039e-05]
 [3.64020388e-05]
 [2.03760490e-04]
 [2.16089592e-09]
 [8.92257357e-05]
 [2.30374298e-04]
 [1.92454636e-05]
 [7.31345198e-05]
 [1.84676977e-04]]","[[8.59026459e-05]
 [5.97827670e-05]
 [1.25021919e-06]
 [3.07010982e-05]
 [1.44718236e-05]
 [8.02985636e-06]
 [1.74550891e-04]
 [5.00574424e-05]
 [3.62538222e-04]
 [9.41002039e-05]
 [3.64020388e-05]
 [2.03760490e-04]
 [2.16089592e-09]
 [8.92257357e-05]
 [2.30374298e-04]
 [1.92454636e-05]
 [7.31345198e-05]
 [1.84676977e-04]]","[[ 0.0278051 ]
 [ 0.02319579]
 [ 0.0033544 ]
 [-0.01662257]
 [-0.01141256]
 [ 0.0085011 ]
 [ 0.03963531]
 [-0.02122539]
 [ 0.05712131]
 [-0.02910158]
 [ 0.01810023]
 [-0.04282341]
 [ 0.00013946]
 [ 0.02833781]
 [ 0.04553426]
 [-0.0131609 ]
 [ 0.02565562]
 [ 0.04076877]]",1
"[1.23846949e-07 1.24978516e-07 2.43193021e-08 ... 1.34496995e-05
 1.43142780e-06 1.79936104e-07]","[1.23846949e-07 1.24978516e-07 2.43193021e-08 ... 1.34496995e-05
 1.43142780e-06 1.79936104e-07]","[ 0.00105576 -0.00106057  0.00046784 ...  0.01100215 -0.00358927
 -0.00127257]",1
