v,v_eff,m,t
"[[7.74824351e-05]
 [5.75417362e-05]
 [9.58288780e-07]
 [2.82170052e-05]
 [1.17932986e-05]
 [7.74248399e-06]
 [1.52566736e-04]
 [4.00628602e-05]
 [3.28515095e-04]
 [8.42066755e-05]
 [2.93048243e-05]
 [1.82423122e-04]
 [3.61796511e-08]
 [8.89111819e-05]
 [2.16296742e-04]
 [1.86715967e-05]
 [7.13153156e-05]
 [1.74716870e-04]]","[[7.74824351e-05]
 [5.75417362e-05]
 [9.58288780e-07]
 [2.82170052e-05]
 [1.17932986e-05]
 [7.74248399e-06]
 [1.52566736e-04]
 [4.00628602e-05]
 [3.28515095e-04]
 [8.42066755e-05]
 [2.93048243e-05]
 [1.82423122e-04]
 [3.61796511e-08]
 [8.89111819e-05]
 [2.16296742e-04]
 [1.86715967e-05]
 [7.13153156e-05]
 [1.74716870e-04]]","[[ 0.02640723]
 [ 0.02275688]
 [ 0.00293677]
 [-0.0159359 ]
 [-0.01030241]
 [ 0.0083476 ]
 [ 0.03705537]
 [-0.01898857]
 [ 0.05437496]
 [-0.02752926]
 [ 0.01624018]
 [-0.04051923]
 [-0.00057063]
 [ 0.02828782]
 [ 0.04412109]
 [-0.01296319]
 [ 0.02533452]
 [ 0.03965415]]",1
"[1.72755152e-07 7.60653645e-08 1.65802744e-07 ... 3.67612197e-05
 1.82290331e-05 4.14216702e-07]","[1.72755152e-07 7.60653645e-08 1.65802744e-07 ... 3.67612197e-05
 1.82290331e-05 4.14216702e-07]","[ 0.00124691  0.0008274  -0.00122157 ...  0.01818931  0.01280864
  0.00193079]",1
"[[5.90599593e-05]
 [4.28245205e-05]
 [7.83957574e-07]
 [2.11239824e-05]
 [9.37516757e-06]
 [5.69297066e-06]
 [1.16312136e-04]
 [3.14716052e-05]
 [2.48171625e-04]
 [6.39479977e-05]
 [2.29440408e-05]
 [1.38263886e-04]
 [1.21184547e-08]
 [6.54324786e-05]
 [1.61791264e-04]
 [1.38551452e-05]
 [5.27060451e-05]
 [1.30848405e-04]]","[[5.90599593e-05]
 [4.28245205e-05]
 [7.83957574e-07]
 [2.11239824e-05]
 [9.37516757e-06]
 [5.69297066e-06]
 [1.16312136e-04]
 [3.14716052e-05]
 [2.48171625e-04]
 [6.39479977e-05]
 [2.29440408e-05]
 [1.38263886e-04]
 [1.21184547e-08]
 [6.54324786e-05]
 [1.61791264e-04]
 [1.38551452e-05]
 [5.27060451e-05]
 [1.30848405e-04]]","[[ 0.02305514]
 [ 0.01963213]
 [ 0.00265624]
 [-0.01378825]
 [-0.00918567]
 [ 0.00715798]
 [ 0.03235443]
 [-0.01682987]
 [ 0.04726039]
 [-0.02399025]
 [ 0.01436998]
 [-0.0352757 ]
 [-0.00033025]
 [ 0.0242671 ]
 [ 0.03815916]
 [-0.01116675]
 [ 0.02177968]
 [ 0.0343167 ]]",1
"[[7.55129793e-05]
 [5.47112932e-05]
 [9.48462147e-07]
 [2.72959456e-05]
 [1.20294844e-05]
 [7.45314237e-06]
 [1.49399447e-04]
 [4.05709149e-05]
 [3.18277445e-04]
 [8.21535029e-05]
 [2.96115305e-05]
 [1.77515660e-04]
 [1.86740970e-08]
 [8.37500726e-05]
 [2.06588721e-04]
 [1.78009030e-05]
 [6.74192614e-05]
 [1.67450071e-04]]","[[7.55129793e-05]
 [5.47112932e-05]
 [9.48462147e-07]
 [2.72959456e-05]
 [1.20294844e-05]
 [7.45314237e-06]
 [1.49399447e-04]
 [4.05709149e-05]
 [3.18277445e-04]
 [8.21535029e-05]
 [2.96115305e-05]
 [1.77515660e-04]
 [1.86740970e-08]
 [8.37500726e-05]
 [2.06588721e-04]
 [1.78009030e-05]
 [6.74192614e-05]
 [1.67450071e-04]]","[[ 0.02606946]
 [ 0.02219012]
 [ 0.00292167]
 [-0.01567366]
 [-0.01040506]
 [ 0.00819013]
 [ 0.03666872]
 [-0.01910859]
 [ 0.053521  ]
 [-0.02719157]
 [ 0.01632494]
 [-0.0399705 ]
 [-0.00040996]
 [ 0.02745452]
 [ 0.04311958]
 [-0.01265733]
 [ 0.02463277]
 [ 0.03882075]]",1
"[[5.67610526e-05]
 [4.01248954e-05]
 [7.67287588e-07]
 [2.01237041e-05]
 [9.41879690e-06]
 [5.38987987e-06]
 [1.12289329e-04]
 [3.14016395e-05]
 [2.37003538e-04]
 [6.14911264e-05]
 [2.28389615e-05]
 [1.32611257e-04]
 [3.78218235e-09]
 [6.07057218e-05]
 [1.52281937e-04]
 [1.30091763e-05]
 [4.90778958e-05]
 [1.23579792e-04]]","[[5.67610526e-05]
 [4.01248954e-05]
 [7.67287588e-07]
 [2.01237041e-05]
 [9.41879690e-06]
 [5.38987987e-06]
 [1.12289329e-04]
 [3.14016395e-05]
 [2.37003538e-04]
 [6.14911264e-05]
 [2.28389615e-05]
 [1.32611257e-04]
 [3.78218235e-09]
 [6.07057218e-05]
 [1.52281937e-04]
 [1.30091763e-05]
 [4.90778958e-05]
 [1.23579792e-04]]","[[ 0.02260198]
 [ 0.01900326]
 [ 0.00262785]
 [-0.01345784]
 [-0.00920702]
 [ 0.00696483]
 [ 0.03179   ]
 [-0.01681115]
 [ 0.04618476]
 [-0.02352488]
 [ 0.01433704]
 [-0.03454709]
 [-0.0001845 ]
 [ 0.02337416]
 [ 0.03702077]
 [-0.01082047]
 [ 0.02101669]
 [ 0.03334993]]",1
"[2.82019450e-07 1.21911404e-07 3.15829819e-07 ... 6.07706152e-05
 2.97926715e-05 8.42508208e-07]","[2.82019450e-07 1.21911404e-07 3.15829819e-07 ... 6.07706152e-05
 2.97926715e-05 8.42508208e-07]","[-0.00159317 -0.00104747  0.00168596 ... -0.02338665 -0.0163748
 -0.00275365]",1
"[[6.93012944e-05]
 [4.88655921e-05]
 [8.96469332e-07]
 [2.47662708e-05]
 [1.15688347e-05]
 [6.70240335e-06]
 [1.37672899e-04]
 [3.87039306e-05]
 [2.89965911e-04]
 [7.53774947e-05]
 [2.81715199e-05]
 [1.62446838e-04]
 [5.38749114e-09]
 [7.39839653e-05]
 [1.85405135e-04]
 [1.59195925e-05]
 [5.97982381e-05]
 [1.50785504e-04]]","[[6.93012944e-05]
 [4.88655921e-05]
 [8.96469332e-07]
 [2.47662708e-05]
 [1.15688347e-05]
 [6.70240335e-06]
 [1.37672899e-04]
 [3.87039306e-05]
 [2.89965911e-04]
 [7.53774947e-05]
 [2.81715199e-05]
 [1.62446838e-04]
 [5.38749114e-09]
 [7.39839653e-05]
 [1.85405135e-04]
 [1.59195925e-05]
 [5.97982381e-05]
 [1.50785504e-04]]","[[ 0.02497422]
 [ 0.02097118]
 [ 0.00284046]
 [-0.01492972]
 [-0.0102039 ]
 [ 0.0077667 ]
 [ 0.03520023]
 [-0.01866374]
 [ 0.05108516]
 [-0.02604606]
 [ 0.01592305]
 [-0.03823639]
 [-0.0002202 ]
 [ 0.02580418]
 [ 0.04084907]
 [-0.01196981]
 [ 0.0231988 ]
 [ 0.03683842]]",1
"[[5.85274705e-05]
 [4.04771861e-05]
 [7.91779071e-07]
 [2.06401299e-05]
 [1.00754555e-05]
 [5.51629934e-06]
 [1.16366499e-04]
 [3.34611044e-05]
 [2.43248879e-04]
 [6.35002138e-05]
 [2.42940491e-05]
 [1.36632402e-04]
 [5.97279142e-10]
 [6.07441973e-05]
 [1.54144507e-04]
 [1.31633551e-05]
 [4.92500751e-05]
 [1.25542029e-04]]","[[5.85274705e-05]
 [4.04771861e-05]
 [7.91779071e-07]
 [2.06401299e-05]
 [1.00754555e-05]
 [5.51629934e-06]
 [1.16366499e-04]
 [3.34611044e-05]
 [2.43248879e-04]
 [6.35002138e-05]
 [2.42940491e-05]
 [1.36632402e-04]
 [5.97279142e-10]
 [6.07441973e-05]
 [1.54144507e-04]
 [1.31633551e-05]
 [4.92500751e-05]
 [1.25542029e-04]]","[[ 2.29509746e-02]
 [ 1.90865050e-02]
 [ 2.66945905e-03]
 [-1.36294229e-02]
 [-9.52255741e-03]
 [ 7.04604102e-03]
 [ 3.23619915e-02]
 [-1.73536722e-02]
 [ 4.67893140e-02]
 [-2.39061064e-02]
 [ 1.47866981e-02]
 [-3.50669590e-02]
 [-7.33178851e-05]
 [ 2.33815691e-02]
 [ 3.72464839e-02]
 [-1.08844015e-02]
 [ 2.10535193e-02]
 [ 3.36136619e-02]]",1
"[[8.05350327e-05]
 [5.58549174e-05]
 [1.01116501e-06]
 [2.88146612e-05]
 [1.38219096e-05]
 [7.83820710e-06]
 [1.60979714e-04]
 [4.62472651e-05]
 [3.36380505e-04]
 [8.78855204e-05]
 [3.36331177e-05]
 [1.89050702e-04]
 [2.71176977e-09]
 [8.41574370e-05]
 [2.12400892e-04]
 [1.82917307e-05]
 [6.81298458e-05]
 [1.73394488e-04]]","[[8.05350327e-05]
 [5.58549174e-05]
 [1.01116501e-06]
 [2.88146612e-05]
 [1.38219096e-05]
 [7.83820710e-06]
 [1.60979714e-04]
 [4.62472651e-05]
 [3.36380505e-04]
 [8.78855204e-05]
 [3.36331177e-05]
 [1.89050702e-04]
 [2.71176977e-09]
 [8.41574370e-05]
 [2.12400892e-04]
 [1.82917307e-05]
 [6.81298458e-05]
 [1.73394488e-04]]","[[ 0.02692239]
 [ 0.02242084]
 [ 0.0030167 ]
 [-0.01610379]
 [-0.01115335]
 [ 0.00839904]
 [ 0.03806333]
 [-0.0204016 ]
 [ 0.05502204]
 [-0.02812418]
 [ 0.01739822]
 [-0.04124871]
 [-0.00015622]
 [ 0.02752121]
 [ 0.04372194]
 [-0.01283065]
 [ 0.02476224]
 [ 0.0395038 ]]",1
"[6.75963653e-07 2.93988884e-07 6.36301143e-07 ... 1.41830005e-04
 7.00332032e-05 1.52214717e-06]","[6.75963653e-07 2.93988884e-07 6.36301143e-07 ... 1.41830005e-04
 7.00332032e-05 1.52214717e-06]","[ 0.00246651  0.00162662 -0.00239305 ...  0.03572772  0.02510575
  0.00370126]",1
"[[6.22056189e-05]
 [4.21577587e-05]
 [8.35507358e-07]
 [2.18483381e-05]
 [1.10608850e-05]
 [5.83605297e-06]
 [1.24329049e-04]
 [3.66538873e-05]
 [2.57541869e-04]
 [6.76112406e-05]
 [2.65710784e-05]
 [1.45176157e-04]
 [1.02590071e-10]
 [6.28049533e-05]
 [1.60997490e-04]
 [1.37558589e-05]
 [5.10450077e-05]
 [1.31604519e-04]]","[[6.22056189e-05]
 [4.21577587e-05]
 [8.35507358e-07]
 [2.18483381e-05]
 [1.10608850e-05]
 [5.83605297e-06]
 [1.24329049e-04]
 [3.66538873e-05]
 [2.57541869e-04]
 [6.76112406e-05]
 [2.65710784e-05]
 [1.45176157e-04]
 [1.02590071e-10]
 [6.28049533e-05]
 [1.60997490e-04]
 [1.37558589e-05]
 [5.10450077e-05]
 [1.31604519e-04]]","[[ 2.36611616e-02]
 [ 1.94787019e-02]
 [ 2.74218275e-03]
 [-1.40226618e-02]
 [-9.97737266e-03]
 [ 7.24737723e-03]
 [ 3.34508811e-02]
 [-1.81627362e-02]
 [ 4.81443332e-02]
 [-2.46678164e-02]
 [ 1.54641426e-02]
 [-3.61467206e-02]
 [ 3.03860270e-05]
 [ 2.37748729e-02]
 [ 3.80654359e-02]
 [-1.11266675e-02]
 [ 2.14337367e-02]
 [ 3.44157038e-02]]",1
"[[4.65149370e-05]
 [3.07368232e-05]
 [6.83718064e-07]
 [1.59829464e-05]
 [8.55816438e-06]
 [4.15880243e-06]
 [9.30952782e-05]
 [2.81851252e-05]
 [1.90891985e-04]
 [5.03091274e-05]
 [2.03534976e-05]
 [1.07909159e-04]
 [5.07846200e-09]
 [4.51713467e-05]
 [1.18161961e-04]
 [9.96278476e-06]
 [3.69231657e-05]
 [9.64964921e-05]]","[[4.65149370e-05]
 [3.07368232e-05]
 [6.83718064e-07]
 [1.59829464e-05]
 [8.55816438e-06]
 [4.15880243e-06]
 [9.30952782e-05]
 [2.81851252e-05]
 [1.90891985e-04]
 [5.03091274e-05]
 [2.03534976e-05]
 [1.07909159e-04]
 [5.07846200e-09]
 [4.51713467e-05]
 [1.18161961e-04]
 [9.96278476e-06]
 [3.69231657e-05]
 [9.64964921e-05]]","[[ 0.02046056]
 [ 0.01663224]
 [ 0.00248062]
 [-0.0119936 ]
 [-0.0087763 ]
 [ 0.00611794]
 [ 0.02894577]
 [-0.0159269 ]
 [ 0.0414491 ]
 [-0.02127868]
 [ 0.01353446]
 [-0.0311638 ]
 [ 0.00021379]
 [ 0.02016289]
 [ 0.0326107 ]
 [-0.00946916]
 [ 0.01822933]
 [ 0.02946979]]",1
"[[6.70080842e-05]
 [4.45446290e-05]
 [9.24905942e-07]
 [2.34220790e-05]
 [1.22322779e-05]
 [6.19242960e-06]
 [1.35144615e-04]
 [4.07795661e-05]
 [2.77040449e-04]
 [7.30114786e-05]
 [2.95121765e-05]
 [1.56697627e-04]
 [4.65110690e-09]
 [6.57199792e-05]
 [1.71092748e-04]
 [1.45215435e-05]
 [5.37103879e-05]
 [1.39773564e-04]]","[[6.70080842e-05]
 [4.45446290e-05]
 [9.24905942e-07]
 [2.34220790e-05]
 [1.22322779e-05]
 [6.19242960e-06]
 [1.35144615e-04]
 [4.07795661e-05]
 [2.77040449e-04]
 [7.30114786e-05]
 [2.95121765e-05]
 [1.56697627e-04]
 [4.65110690e-09]
 [6.57199792e-05]
 [1.71092748e-04]
 [1.45215435e-05]
 [5.37103879e-05]
 [1.39773564e-04]]","[[ 0.02455754]
 [ 0.02002253]
 [ 0.00288516]
 [-0.01451891]
 [-0.0104924 ]
 [ 0.00746538]
 [ 0.03487551]
 [-0.01915766]
 [ 0.0499336 ]
 [-0.02563403]
 [ 0.01629753]
 [-0.03755368]
 [ 0.0002046 ]
 [ 0.02432036]
 [ 0.03924073]
 [-0.01143214]
 [ 0.02198621]
 [ 0.03546776]]",1
"[2.07797760e-06 9.23103081e-07 1.64931177e-06 ... 4.30624423e-04
 2.15537044e-04 3.60059709e-06]","[2.07797760e-06 9.23103081e-07 1.64931177e-06 ... 4.30624423e-04
 2.15537044e-04 3.60059709e-06]","[ 0.00432456  0.00288235 -0.00385277 ...  0.06225448  0.04404354
  0.00569257]",1
"[[7.99338903e-05]
 [5.29607895e-05]
 [1.08045504e-06]
 [2.80939776e-05]
 [1.46436997e-05]
 [7.45524904e-06]
 [1.62168452e-04]
 [4.91743413e-05]
 [3.31380988e-04]
 [8.74009283e-05]
 [3.55952831e-05]
 [1.87614288e-04]
 [7.24837072e-09]
 [7.80595889e-05]
 [2.03731731e-04]
 [1.73038290e-05]
 [6.38826590e-05]
 [1.66424661e-04]]","[[7.99338903e-05]
 [5.29607895e-05]
 [1.08045504e-06]
 [2.80939776e-05]
 [1.46436997e-05]
 [7.45524904e-06]
 [1.62168452e-04]
 [4.91743413e-05]
 [3.31380988e-04]
 [8.74009283e-05]
 [3.55952831e-05]
 [1.87614288e-04]
 [7.24837072e-09]
 [7.80595889e-05]
 [2.03731731e-04]
 [1.73038290e-05]
 [6.38826590e-05]
 [1.66424661e-04]]","[[ 0.02682173]
 [ 0.02183225]
 [ 0.00311835]
 [-0.01590113]
 [-0.01148013]
 [ 0.00819129]
 [ 0.03820361]
 [-0.02103733]
 [ 0.05461162]
 [-0.02804654]
 [ 0.01789853]
 [-0.04109171]
 [ 0.00025541]
 [ 0.0265054 ]
 [ 0.04282039]
 [-0.01247936]
 [ 0.02397799]
 [ 0.0387017 ]]",1
"[[6.01924803e-05]
 [3.89262803e-05]
 [8.89311965e-07]
 [2.07054562e-05]
 [1.13900209e-05]
 [5.35288367e-06]
 [1.22265623e-04]
 [3.80151946e-05]
 [2.47406379e-04]
 [6.55158022e-05]
 [2.74171820e-05]
 [1.40475524e-04]
 [2.03898788e-08]
 [5.65843152e-05]
 [1.50615775e-04]
 [1.26300038e-05]
 [4.65886316e-05]
 [1.22931825e-04]]","[[6.01924803e-05]
 [3.89262803e-05]
 [8.89311965e-07]
 [2.07054562e-05]
 [1.13900209e-05]
 [5.35288367e-06]
 [1.22265623e-04]
 [3.80151946e-05]
 [2.47406379e-04]
 [6.55158022e-05]
 [2.74171820e-05]
 [1.40475524e-04]
 [2.03898788e-08]
 [5.65843152e-05]
 [1.50615775e-04]
 [1.26300038e-05]
 [4.65886316e-05]
 [1.22931825e-04]]","[[ 0.02327514]
 [ 0.01871728]
 [ 0.0028291 ]
 [-0.01365097]
 [-0.01012473]
 [ 0.00694089]
 [ 0.03317214]
 [-0.01849694]
 [ 0.04718747]
 [-0.02428255]
 [ 0.01570843]
 [-0.03555671]
 [ 0.00042838]
 [ 0.02256676]
 [ 0.03681769]
 [-0.01066161]
 [ 0.02047676]
 [ 0.03326239]]",1
