epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,1.1253,0.1917,"[2.61522886 4.52093388 0.00571755 1.90460567 0.92709367 0.58517904
 1.17529645 2.17622149 2.49796169 3.39048035 2.62888045 4.3003625
 1.28960975 5.52237351 0.17708033 4.2076741  2.62700122 3.50535302]",15.1133
1,0.96,0.2798,"[2.61023186 4.51593611 0.01071638 1.90960069 0.93209284 0.59017752
 1.18028422 2.18122085 2.50295951 3.39546605 2.62388423 4.29536386
 1.29460794 5.52737254 0.18207919 4.20267639 2.63199969 3.50035472]",15.3495
2,0.8179,0.4103,"[2.6052361  4.51093986 0.01571491 1.91459483 0.93709185 0.59517574
 1.18525225 2.18622007 2.50795654 3.39255274 2.61888882 4.29036544
 1.29960552 5.53237151 0.18707765 4.19767885 2.63699827 3.49535731]",15.5939
3,0.7215,0.6011,"[2.60024523 4.50595111 0.02071186 1.91958214 0.94208989 0.60017234
 1.18273924 2.19121852 2.51294988 3.38757179 2.6138978  4.28536846
 1.30460008 5.53736969 0.19207433 4.19268327 2.64199597 3.49036362]",15.7956
4,0.6607,0.8623,"[2.60319931 4.50887675 0.01772754 1.91664948 0.93909971 0.5971887
 1.18556295 2.18822633 2.5099848  3.39051383 2.61685419 4.28835367
 1.30162976 5.53437828 0.1890918  4.19566247 2.63900642 3.49332783]",15.6831
5,0.6433,1.167,"[2.60819569 4.51387037 0.01272885 1.91165535 0.93410051 0.59219003
 1.19054903 2.18322697 2.5049878  3.3955089  2.62185036 4.29335243
 1.29663228 5.52937896 0.18409328 4.2006608  2.63400725 3.49832475]",15.4951
6,0.6424,1.1881,"[2.61319331 4.51886656 0.00772974 1.90665921 0.92910105 0.58719096
 1.19553837 2.1782274  2.49998985 3.40050502 2.62684764 4.29835155
 1.29163397 5.52437943 0.17909431 4.20565965 2.62900782 3.5033227 ]",15.3065
7,0.6413,1.2163,"[2.61819110e+00 4.52386338e+00 2.73062330e-03 1.90166281e+00
 9.24101588e-01 5.82191878e-01 1.20052558e+00 2.17322783e+00
 2.49499183e+00 3.40550037e+00 2.63184487e+00 4.30335066e+00
 1.28663556e+00 5.51937990e+00 1.74095310e-01 4.21065851e+00
 2.62400839e+00 3.50832079e+00]",15.1175
8,0.6488,1.1569,"[ 2.62318892e+00  4.52886055e+00 -2.26847390e-03  1.89666636e+00
  9.19102137e-01  5.77192839e-01  1.20550855e+00  2.16822826e+00
  2.48999384e+00  3.41049408e+00  2.63684190e+00  4.30834971e+00
  1.28163714e+00  5.51438040e+00  1.69096335e-01  4.21565733e+00
  2.61900900e+00  3.51331893e+00]",14.9281
9,0.6432,1.1648,"[ 2.62818674  4.53385793 -0.00726753  1.89166993  0.91410271  0.57219386
  1.21048398  2.16322872  2.48499591  3.41548456  2.64183864  4.31334869
  1.27663874  5.50938092  0.1640974   4.22065607  2.61400965  3.51831707]",14.7387
10,0.6521,1.0738,"[ 2.6331848   4.53885572 -0.01226664  1.88667313  0.90910325  0.56719483
  1.21544814  2.15822915  2.47999782  3.42046812  2.64683543  4.3183477
  1.27164019  5.50438142  0.1590984   4.22565489  2.60901028  3.52331539]",14.5493
11,0.655,1.1194,"[ 2.63818286  4.54385364 -0.01726572  1.88167635  0.90410381  0.56219585
  1.22036891  2.1532296   2.47499978  3.42347968  2.65183189  4.32334664
  1.26664164  5.49938195  0.15409944  4.23065364  2.60401095  3.52831373]",14.3622
12,0.6562,1.0487,"[ 2.64318107  4.54885179 -0.02226482  1.87667939  0.89910435  0.55719686
  1.22345524  2.14823002  2.47000165  3.41853756  2.65682833  4.32834558
  1.26164301  5.49438246  0.14910043  4.23565242  2.59901161  3.53331219]",14.1719
13,0.6519,1.108,"[ 2.64817925  4.55384997 -0.02726388  1.87168259  0.89410492  0.55219792
  1.21861076  2.14323047  2.46500357  3.41355428  2.66182452  4.33334443
  1.25664443  5.48938301  0.14410145  4.24065111  2.59401233  3.53831065]",13.9262
14,0.659,1.0356,"[ 2.65317754  4.55884831 -0.03226297  1.86668569  0.88910547  0.54719894
  1.21365414  2.13823091  2.46000537  3.40856489  2.66682076  4.33834328
  1.25164579  5.48438355  0.13910243  4.24564983  2.58901305  3.54330921]",13.6772
15,0.6545,1.062,"[ 2.65817593  4.56384679 -0.03726207  1.86168872  0.88410602  0.54219994
  1.2086807   2.13323134  2.45500707  3.40357258  2.67181705  4.34334214
  1.24664711  5.47938408  0.13410336  4.25064857  2.58401377  3.54830785]",13.4259
16,0.658,1.0332,"[ 2.66317427  4.56884526 -0.04226112  1.85669196  0.8791066   0.537201
  1.20370187  2.12823179  2.45000883  3.39857899  2.67681299  4.34834088
  1.24164849  5.47438465  0.12910434  4.2556472   2.57901457  3.55330646]",13.1727
17,0.6654,0.9915,"[ 2.66817264  4.57384379 -0.04726014  1.85169529  0.8741072   0.53220208
  1.19871953  2.12323226  2.44501058  3.3935844   2.68180875  4.35333956
  1.2366499   5.46938523  0.12410532  4.26064578  2.5740154   3.55830508]",12.9177
18,0.6585,1.0292,"[ 2.67317111  4.57884244 -0.0522592   1.84669851  0.86910779  0.52720312
  1.1937342   2.11823271  2.44001223  3.38858891  2.68680455  4.35833825
  1.23165124  5.4643858   0.11910625  4.2656444   2.56901624  3.56330378]",12.6612
19,0.6593,1.0656,"[ 2.67816966  4.58384117 -0.05725827  1.84170169  0.86410836  0.52220414
  1.18874705  2.11323315  2.43501383  3.38359279  2.69180029  4.36333693
  1.22665255  5.45938636  0.11410716  4.27064303  2.56401708  3.56830255]",12.4035
20,0.6665,1.0255,"[ 2.68316821  4.58883991 -0.0622573   1.83670501  0.85910897  0.5172052
  1.18375922  2.10823361  2.43001544  3.37859634  2.6967957   4.36833551
  1.2216539   5.45438694  0.1091081   4.27564158  2.55901798  3.5733013 ]",12.1449
21,0.6642,1.0417,"[ 2.68816684  4.59383875 -0.06725636  1.83170825  0.85410956  0.51220623
  1.17877024  2.10323405  2.42501699  3.37359946  2.70179106  4.37333408
  1.21665521  5.44938752  0.10410899  4.28064016  2.55401889  3.57830012]",11.8856
22,0.6632,0.9952,"[ 2.69316544  4.59883756 -0.07225534  1.82671174  0.84911019  0.50720732
  1.17378142  2.09823453  2.42001861  3.36860245  2.70678588  4.37833251
  1.21165659  5.44438813  0.09910994  4.28563864  2.54901988  3.5832989 ]",11.6259
23,0.6674,1.0109,"[ 2.69816409  4.60383643 -0.07725434  1.8217152   0.84411082  0.5022084
  1.16879201  2.093235    2.41502019  3.36360516  2.71178051  4.3833309
  1.20665794  5.43938874  0.09411087  4.29063711  2.5440209   3.58829772]",11.3661
24,0.6658,0.9752,"[ 2.70316272  4.60883529 -0.08225327  1.81671892  0.83911149  0.49720955
  1.16380301  2.08823549  2.41002184  3.3586078   2.71677445  4.38832912
  1.20165937  5.43438939  0.08911184  4.29563547  2.53902202  3.59329651]",11.1064
25,0.6645,1.0146,"[ 2.7081614   4.6138342  -0.08725221  1.81172263  0.83411217  0.49221068
  1.15881371  2.08323599  2.40502346  3.35361022  2.72176804  4.3933273
  1.19666078  5.42939004  0.0841128   4.30063384  2.53402316  3.59829533]",10.8472
26,0.6682,0.9645,"[ 2.71316012  4.61883316 -0.09225113  1.80672638  0.82911285  0.48721182
  1.15382436  2.07823648  2.40002507  3.34861247  2.7267611   4.39832538
  1.19166219  5.4243907   0.07911375  4.30563218  2.52902435  3.60329418]",10.5888
27,0.67,0.9878,"[ 2.71815888  4.62383214 -0.09725005  1.80173017  0.82411353  0.48221296
  1.14883508  2.07323697  2.39502666  3.34361458  2.73175353  4.40332338
  1.18666359  5.41939135  0.07411471  4.31063051  2.52402557  3.60829305]",10.3314
28,0.6691,0.9893,"[ 2.72315767  4.62883116 -0.10224895  1.79673405  0.81911423  0.47721412
  1.14384611  2.06823747  2.39002826  3.33861657  2.73674506  4.40832125
  1.181665    5.41439202  0.06911566  4.3156288   2.51902686  3.61329193]",10.0754
29,0.6697,0.9591,"[ 2.72815641  4.63383013 -0.10724774  1.79173833  0.81411499  0.47221537
  1.13885858  2.06323801  2.38502998  3.33361859  2.74173463  4.41331882
  1.17666653  5.40939275  0.0641167   4.32062694  2.5140283   3.61829075]",9.821
30,0.6744,0.9165,"[ 2.73315515  4.63882911 -0.11224648  1.78674284  0.80911579  0.46721668
  1.1338722   2.05823857  2.38003176  3.32862057  2.74672205  4.41831614
  1.17166811  5.40439351  0.05911776  4.32562498  2.50902986  3.62328956]",9.5686
31,0.6747,0.945,"[ 2.73815393  4.64382812 -0.11724522  1.78174736  0.80411659  0.46221797
  1.12888646  2.05323913  2.37503352  3.32362242  2.75170709  4.42331332
  1.16666966  5.39939427  0.05411882  4.33062303  2.50403146  3.62828839]",9.3184
32,0.6781,0.8845,"[ 2.7431527   4.64882713 -0.12224387  1.77675221  0.79911744  0.45721934
  1.12390292  2.04823971  2.37003536  3.31862425  2.75668682  4.42831014
  1.1616713   5.39439507  0.04911993  4.33562096  2.49903321  3.63328719]",9.0708
33,0.675,0.9193,"[ 2.74815148  4.65382614 -0.12724247  1.77175731  0.79411832  0.45222075
  1.11892184  2.04324031  2.36503726  3.31362604  2.76165726  4.43330661
  1.15667298  5.38939589  0.04412107  4.34061882  2.49403509  3.63828598]",8.8261
34,0.6787,0.9111,"[ 2.75315031  4.65882519 -0.13224108  1.7667624   0.78911919  0.44722215
  1.113943    2.03824089  2.36003913  3.30862771  2.76660508  4.43830283
  1.15167463  5.38439671  0.03912219  4.34561669  2.489037    3.64328481]",8.5846
35,0.6797,0.8734,"[ 2.75814911  4.66382422 -0.13723956  1.761768    0.78412013  0.44222365
  1.10897142  2.03324152  2.35504113  3.30362941  2.76942999  4.44329835
  1.1466764   5.37939759  0.0341234   4.3506144   2.48403914  3.64828358]",8.3491
36,0.6795,0.8875,"[ 2.76314793  4.66882326 -0.14223802  1.75677392  0.7791211   0.43722515
  1.10401228  2.02824215  2.35004316  3.29863105  2.76454556  4.44829351
  1.14167819  5.37439847  0.0291246   4.35561207  2.4790414   3.65328236]",8.1253
37,0.6819,0.8579,"[ 2.76814664  4.67382221 -0.14723628  1.75178128  0.77412222  0.43222686
  1.09920767  2.02324288  2.34504548  3.29363287  2.75959363  4.45328761
  1.13668022  5.36939948  0.02412596  4.36060941  2.47404412  3.65828102]",7.9048
38,0.6823,0.8417,"[ 2.77314528  4.67882111 -0.15223439  1.74678991  0.76912343  0.42722868
  1.10390158  2.01824365  2.34004801  3.28863476  2.75462514  4.45828074
  1.13168241  5.36440056  0.0191274   4.36560653  2.46904723  3.66327961]",7.763
39,0.6826,0.8628,"[ 2.77814403  4.68382009 -0.1572326   1.7417986   0.76412458  0.42223042
  1.1088409   2.01324439  2.33505043  3.28363649  2.74964583  4.46327365
  1.12668446  5.35940158  0.01412875  4.37060381  2.46405031  3.66827831]",7.6253
40,0.6861,0.8159,"[ 2.78314267  4.68881898 -0.1622306   1.73680932  0.75912587  0.41723235
  1.11380721  2.0082452   2.33005317  3.27863836  2.7446632   4.46826483
  1.12168673  5.35440272  0.00913023  4.37560077  2.45905398  3.67327692]",7.4901
41,0.6863,0.8016,"[ 2.78814117e+00  4.69381775e+00 -1.67228283e-01  1.73182318e+00
  7.54127351e-01  4.12234572e-01  1.11878177e+00  2.00324613e+00
  2.32505635e+00  3.27364042e+00  2.73967904e+00  4.47325331e+00
  1.11668930e+00  5.34940403e+00  4.13191142e-03  4.38059728e+00
  2.45405851e+00  3.67827537e+00]",7.3574
42,0.6849,0.8317,"[ 2.79313978e+00  4.69881661e+00 -1.72226093e-01  1.72683739e+00
  7.49128746e-01  4.07236672e-01  1.12376283e+00  1.99824699e+00
  2.32005940e+00  3.26864231e+00  2.73469172e+00  4.47824100e+00
  1.11169172e+00  5.34440526e+00 -8.66516871e-04  4.38559399e+00
  2.44906299e+00  3.68327394e+00]",7.2274
43,0.6874,0.7909,"[ 2.79813833  4.70381541 -0.17722371  1.72185543  0.74413025  0.40223895
  1.12874676  1.99324793  2.31506276  3.26364428  2.72970333  4.48322495
  1.1066943   5.33940658 -0.00586484  4.39059045  2.44406826  3.68827245]",7.1002
44,0.6865,0.8235,"[ 2.80313678  4.70881412 -0.18222106  1.71687888  0.73913191  0.39724145
  1.13373227  1.98824894  2.31006652  3.25864637  2.7247145   4.48820321
  1.10169712  5.33440803 -0.01086301  4.39558656  2.43907452  3.69327085]",6.976
