epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
80,0.6932,0.6964,"[3.49968841 4.55337946 0.3062611  2.11951273 0.61658171 0.28122521
 0.86549662 1.86572788 2.1874928 ]",0.448
81,0.6933,0.6731,"[3.502901   4.55468982 0.30798153 2.12128382 0.61478305 0.28254641
 0.86413142 1.8639444  2.18563292]",0.4451
82,0.6933,0.714,"[3.50616845 4.55306507 0.30614811 2.11941447 0.6166665  0.28092343
 0.86576046 1.86581725 2.18755029]",0.4456
83,0.6933,0.6706,"[3.51150343 4.55190601 0.3048851  2.11810533 0.61800016 0.27977007
 0.86690848 1.86713299 2.18896376]",0.4448
84,0.6933,0.6815,"[3.52104869 4.54790276 0.30087652 2.11409466 0.62200941 0.27577423
 0.87090298 1.87114202 2.19297065]",0.4456
85,0.6932,0.691,"[3.53346979 4.55306879 0.30651278 2.11979936 0.61627062 0.28102092
 0.86568599 1.86542432 2.18715536]",0.4349
86,0.6932,0.6619,"[3.53641886 4.5549634  0.30849938 2.12178861 0.61427833 0.28294289
 0.86377218 1.86343261 2.18515837]",0.4318
87,0.693,0.7121,"[3.54136175 4.55234342 0.30619231 2.1195382  0.61650293 0.28038771
 0.86637028 1.86567583 2.18732251]",0.4324
88,0.6933,0.6844,"[3.55093967 4.55238609 0.30621143 2.11955104 0.61649126 0.28042909
 0.86631965 1.86566263 2.18731433]",0.429
89,0.6932,0.6982,"[3.5563023  4.55361002 0.30783119 2.12125105 0.61476061 0.28175825
 0.86508916 1.86395877 2.18551183]",0.4256
90,0.6933,0.6803,"[3.56195489 4.55302754 0.30674529 2.12001136 0.6160579  0.28106677
 0.86565298 1.86520066 2.18695936]",0.4245
91,0.6929,0.7045,"[3.56508235 4.5526527  0.30659001 2.1198922  0.61616361 0.28076994
 0.8660234  1.86531827 2.18703527]",0.4237
92,0.6933,0.6782,"[3.57381497 4.55032986 0.30354398 2.11666949 0.61945202 0.27822626
 0.86832273 1.86854565 2.19048712]",0.4236
93,0.6932,0.6814,"[3.58085148 4.55050207 0.30361529 2.11671962 0.61940717 0.27835781
 0.86813165 1.86849439 2.19045476]",0.4211
94,0.6933,0.7113,"[3.59072022 4.54870886 0.30169939 2.11477959 0.62135373 0.27651128
 0.86990748 1.87043367 2.19241645]",0.42
95,0.6932,0.6764,"[3.59727589 4.55205676 0.30534469 2.1184985  0.61760887 0.27998339
 0.86656937 1.86671513 2.18861046]",0.4142
96,0.6923,0.7123,"[3.60155926 4.55469594 0.30789998 2.12098452 0.61514648 0.28261239
 0.8639175  1.8642227  2.18621575]",0.4103
97,0.6931,0.6901,"[3.60771341 4.54519932 0.29814488 2.11116524 0.62498334 0.27299339
 0.87337269 1.87403788 2.19609354]",0.4186
