v,v_eff,m,t
"[[1.11525332e-07]
 [8.15594898e-08]
 [1.81782899e-09]
 [3.66543785e-09]
 [4.28592115e-08]
 [2.30322312e-08]
 [2.54738445e-07]
 [8.23709127e-08]
 [1.85975320e-08]
 [1.34920799e-07]
 [1.08584530e-08]
 [3.09155039e-09]
 [9.68760549e-09]
 [2.88951016e-08]
 [4.17818913e-08]
 [9.37005274e-08]
 [9.55123534e-08]
 [1.87832186e-07]
 [1.00542896e-08]
 [1.13477028e-07]
 [1.58471321e-09]
 [1.66977676e-09]
 [1.78208449e-08]
 [4.49697388e-09]]","[[1.11525332e-07]
 [8.15594898e-08]
 [1.81782899e-09]
 [3.66543785e-09]
 [4.28592115e-08]
 [2.30322312e-08]
 [2.54738445e-07]
 [8.23709127e-08]
 [1.85975320e-08]
 [1.34920799e-07]
 [1.08584530e-08]
 [3.09155039e-09]
 [9.68760549e-09]
 [2.88951016e-08]
 [4.17818913e-08]
 [9.37005274e-08]
 [9.55123534e-08]
 [1.87832186e-07]
 [1.00542896e-08]
 [1.13477028e-07]
 [1.58471321e-09]
 [1.66977676e-09]
 [1.78208449e-08]
 [4.49697388e-09]]","[[-0.00100186]
 [ 0.00085676]
 [ 0.00012791]
 [-0.00018163]
 [-0.00062107]
 [ 0.00045529]
 [-0.00151415]
 [ 0.00086101]
 [ 0.00040912]
 [-0.00110195]
 [ 0.00031261]
 [ 0.00016681]
 [-0.00029528]
 [ 0.00050996]
 [ 0.00061322]
 [-0.00091832]
 [ 0.00092715]
 [-0.00130019]
 [-0.00030081]
 [ 0.00101059]
 [ 0.00011943]
 [ 0.00012259]
 [ 0.00040048]
 [-0.00020118]]",1
"[4.57159264e-07 1.46207770e-09 5.02531913e-08 ... 3.00665540e-06
 3.40180008e-06 3.89988366e-04]","[4.57159264e-07 1.46207770e-09 5.02531913e-08 ... 3.00665540e-06
 3.40180008e-06 3.89988366e-04]","[ 0.00202841  0.00011471 -0.00067252 ... -0.00520191 -0.00553319
  0.05924437]",1
"[[2.87500244e-07]
 [1.99152027e-07]
 [5.51986962e-09]
 [1.01563322e-08]
 [1.06396670e-07]
 [5.52619956e-08]
 [6.44124966e-07]
 [2.12786636e-07]
 [4.59210164e-08]
 [3.39935492e-07]
 [3.09425970e-08]
 [6.47200993e-09]
 [2.26522121e-08]
 [7.37731627e-08]
 [1.04131306e-07]
 [2.33660059e-07]
 [2.42939968e-07]
 [4.71372177e-07]
 [2.70855987e-08]
 [2.88293122e-07]
 [3.49232348e-09]
 [3.74731561e-09]
 [4.07734720e-08]
 [1.05097433e-08]]","[[2.87500244e-07]
 [1.99152027e-07]
 [5.51986962e-09]
 [1.01563322e-08]
 [1.06396670e-07]
 [5.52619956e-08]
 [6.44124966e-07]
 [2.12786636e-07]
 [4.59210164e-08]
 [3.39935492e-07]
 [3.09425970e-08]
 [6.47200993e-09]
 [2.26522121e-08]
 [7.37731627e-08]
 [1.04131306e-07]
 [2.33660059e-07]
 [2.42939968e-07]
 [4.71372177e-07]
 [2.70855987e-08]
 [2.88293122e-07]
 [3.49232348e-09]
 [3.74731561e-09]
 [4.07734720e-08]
 [1.05097433e-08]]","[[ 0.00160857]
 [-0.00133879]
 [-0.00022289]
 [ 0.00030234]
 [ 0.00097856]
 [-0.00070524]
 [ 0.00240772]
 [-0.00138386]
 [-0.00064288]
 [ 0.00174912]
 [-0.00052772]
 [-0.00024135]
 [ 0.00045152]
 [-0.00081484]
 [-0.00096808]
 [ 0.00145015]
 [-0.00147867]
 [ 0.0020597 ]
 [ 0.00049373]
 [-0.00161079]
 [-0.00017729]
 [-0.00018365]
 [-0.00060577]
 [ 0.00030755]]",1
"[[1.65696069e-07]
 [1.21528210e-07]
 [2.65707604e-09]
 [5.43020443e-09]
 [6.38211569e-08]
 [3.43890630e-08]
 [3.78770738e-07]
 [1.22343202e-07]
 [2.77160439e-08]
 [2.00658884e-07]
 [1.60427849e-08]
 [4.65558886e-09]
 [1.44993151e-08]
 [4.29722357e-08]
 [6.22590969e-08]
 [1.39450677e-07]
 [1.41975790e-07]
 [2.79354450e-07]
 [1.49305460e-08]
 [1.68702129e-07]
 [2.38342202e-09]
 [2.49817887e-09]
 [2.66473916e-08]
 [6.71876197e-09]]","[[1.65696069e-07]
 [1.21528210e-07]
 [2.65707604e-09]
 [5.43020443e-09]
 [6.38211569e-08]
 [3.43890630e-08]
 [3.78770738e-07]
 [1.22343202e-07]
 [2.77160439e-08]
 [2.00658884e-07]
 [1.60427849e-08]
 [4.65558886e-09]
 [1.44993151e-08]
 [4.29722357e-08]
 [6.22590969e-08]
 [1.39450677e-07]
 [1.41975790e-07]
 [2.79354450e-07]
 [1.49305460e-08]
 [1.68702129e-07]
 [2.38342202e-09]
 [2.49817887e-09]
 [2.66473916e-08]
 [6.71876197e-09]]","[[-0.00122117]
 [ 0.00104583]
 [ 0.00015464]
 [-0.00022107]
 [-0.00075789]
 [ 0.00055633]
 [-0.00184633]
 [ 0.00104933]
 [ 0.00049944]
 [-0.00134385]
 [ 0.00037998]
 [ 0.0002047 ]
 [-0.00036124]
 [ 0.00062189]
 [ 0.00074855]
 [-0.00112029]
 [ 0.00113039]
 [-0.00158562]
 [-0.00036657]
 [ 0.0012322 ]
 [ 0.00014646]
 [ 0.00014995]
 [ 0.00048972]
 [-0.0002459 ]]",1
"[[2.81501319e-07]
 [1.95038007e-07]
 [5.39989613e-09]
 [9.94237552e-09]
 [1.04193739e-07]
 [5.41280524e-08]
 [6.30727762e-07]
 [2.08344738e-07]
 [4.49728775e-08]
 [3.32869111e-07]
 [3.02863255e-08]
 [6.34262600e-09]
 [2.21910364e-08]
 [7.22399541e-08]
 [1.01977851e-07]
 [2.28813139e-07]
 [2.37883467e-07]
 [4.61577591e-07]
 [2.65191932e-08]
 [2.82292530e-07]
 [3.42244671e-09]
 [3.67105120e-09]
 [3.99417367e-08]
 [1.02940632e-08]]","[[2.81501319e-07]
 [1.95038007e-07]
 [5.39989613e-09]
 [9.94237552e-09]
 [1.04193739e-07]
 [5.41280524e-08]
 [6.30727762e-07]
 [2.08344738e-07]
 [4.49728775e-08]
 [3.32869111e-07]
 [3.02863255e-08]
 [6.34262600e-09]
 [2.21910364e-08]
 [7.22399541e-08]
 [1.01977851e-07]
 [2.28813139e-07]
 [2.37883467e-07]
 [4.61577591e-07]
 [2.65191932e-08]
 [2.82292530e-07]
 [3.42244671e-09]
 [3.67105120e-09]
 [3.99417367e-08]
 [1.02940632e-08]]","[[ 0.0015917 ]
 [-0.00132489]
 [-0.00022045]
 [ 0.00029913]
 [ 0.00096837]
 [-0.00069796]
 [ 0.00238255]
 [-0.00136934]
 [-0.0006362 ]
 [ 0.00173084]
 [-0.00052209]
 [-0.00023892]
 [ 0.0004469 ]
 [-0.00080632]
 [-0.00095802]
 [ 0.00143503]
 [-0.0014632 ]
 [ 0.00203819]
 [ 0.00048854]
 [-0.00159394]
 [-0.00017551]
 [-0.00018177]
 [-0.00059956]
 [ 0.00030438]]",1
"[3.07888857e-07 3.35224426e-10 3.28864005e-08 ... 1.99296469e-06
 2.22188099e-06 2.55639983e-04]","[3.07888857e-07 3.35224426e-10 3.28864005e-08 ... 1.99296469e-06
 2.22188099e-06 2.55639983e-04]","[ 1.66463200e-03  5.49274051e-05 -5.44038238e-04 ... -4.23517204e-03
 -4.47179259e-03  4.79662366e-02]",1
"[[1.49456982e-07]
 [1.09532305e-07]
 [2.40807119e-09]
 [4.90157390e-09]
 [5.75311306e-08]
 [3.09772401e-08]
 [3.41583852e-07]
 [1.10364601e-07]
 [2.49790325e-08]
 [1.80946310e-07]
 [1.44928855e-08]
 [4.18306943e-09]
 [1.30517125e-08]
 [3.87514142e-08]
 [5.61107217e-08]
 [1.25727062e-07]
 [1.28048585e-07]
 [2.51913873e-07]
 [1.34685850e-08]
 [1.52144340e-07]
 [2.14249632e-09]
 [2.24912826e-09]
 [2.39943724e-08]
 [6.05052360e-09]]","[[1.49456982e-07]
 [1.09532305e-07]
 [2.40807119e-09]
 [4.90157390e-09]
 [5.75311306e-08]
 [3.09772401e-08]
 [3.41583852e-07]
 [1.10364601e-07]
 [2.49790325e-08]
 [1.80946310e-07]
 [1.44928855e-08]
 [4.18306943e-09]
 [1.30517125e-08]
 [3.87514142e-08]
 [5.61107217e-08]
 [1.25727062e-07]
 [1.28048585e-07]
 [2.51913873e-07]
 [1.34685850e-08]
 [1.52144340e-07]
 [2.14249632e-09]
 [2.24912826e-09]
 [2.39943724e-08]
 [6.05052360e-09]]","[[-0.00115979]
 [ 0.00099287]
 [ 0.00014722]
 [-0.00021003]
 [-0.00071957]
 [ 0.00052801]
 [-0.00175336]
 [ 0.00099664]
 [ 0.00047414]
 [-0.00127613]
 [ 0.00036116]
 [ 0.00019403]
 [-0.00034273]
 [ 0.00059056]
 [ 0.00071063]
 [-0.00106374]
 [ 0.00107352]
 [-0.00150573]
 [-0.00034816]
 [ 0.00117017]
 [ 0.00013886]
 [ 0.00014227]
 [ 0.0004647 ]
 [-0.00023336]]",1
"[[2.59039295e-07]
 [1.79610520e-07]
 [4.95097425e-09]
 [9.14279814e-09]
 [9.59357660e-08]
 [4.98728668e-08]
 [5.80521468e-07]
 [1.91707315e-07]
 [4.14173947e-08]
 [3.06389745e-07]
 [2.78332175e-08]
 [5.85773037e-09]
 [2.04596386e-08]
 [6.64930679e-08]
 [9.39100571e-08]
 [2.10647311e-07]
 [2.18932755e-07]
 [4.24862811e-07]
 [2.44000173e-08]
 [2.59811332e-07]
 [3.15976417e-09]
 [3.38442858e-09]
 [3.68172615e-08]
 [9.48613483e-09]]","[[2.59039295e-07]
 [1.79610520e-07]
 [4.95097425e-09]
 [9.14279814e-09]
 [9.59357660e-08]
 [4.98728668e-08]
 [5.80521468e-07]
 [1.91707315e-07]
 [4.14173947e-08]
 [3.06389745e-07]
 [2.78332175e-08]
 [5.85773037e-09]
 [2.04596386e-08]
 [6.64930679e-08]
 [9.39100571e-08]
 [2.10647311e-07]
 [2.18932755e-07]
 [4.24862811e-07]
 [2.44000173e-08]
 [2.59811332e-07]
 [3.15976417e-09]
 [3.38442858e-09]
 [3.68172615e-08]
 [9.48613483e-09]]","[[ 0.00152688]
 [-0.00127141]
 [-0.00021109]
 [ 0.00028685]
 [ 0.0009292 ]
 [-0.00066997]
 [ 0.00228576]
 [-0.00131353]
 [-0.00061054]
 [ 0.00166057]
 [-0.0005005 ]
 [-0.00022961]
 [ 0.00042911]
 [-0.00077359]
 [-0.00091934]
 [ 0.00137689]
 [-0.00140371]
 [ 0.00195545]
 [ 0.00046862]
 [-0.00152915]
 [-0.00016864]
 [-0.00017453]
 [-0.00057563]
 [ 0.00029219]]",1
"[[8.63910871e-08]
 [6.30866178e-08]
 [1.42125390e-09]
 [2.84294824e-09]
 [3.31618056e-08]
 [1.77966862e-08]
 [1.97264267e-07]
 [6.38217852e-08]
 [1.43839877e-08]
 [1.04465854e-07]
 [8.43597073e-09]
 [2.37658238e-09]
 [7.47503312e-09]
 [2.23736595e-08]
 [3.23132889e-08]
 [7.25235927e-08]
 [7.39770548e-08]
 [1.45440369e-07]
 [7.78922584e-09]
 [8.78780857e-08]
 [1.21942270e-09]
 [1.28893632e-09]
 [1.37601581e-08]
 [3.47245112e-09]]","[[8.63910871e-08]
 [6.30866178e-08]
 [1.42125390e-09]
 [2.84294824e-09]
 [3.31618056e-08]
 [1.77966862e-08]
 [1.97264267e-07]
 [6.38217852e-08]
 [1.43839877e-08]
 [1.04465854e-07]
 [8.43597073e-09]
 [2.37658238e-09]
 [7.47503312e-09]
 [2.23736595e-08]
 [3.23132889e-08]
 [7.25235927e-08]
 [7.39770548e-08]
 [1.45440369e-07]
 [7.78922584e-09]
 [8.78780857e-08]
 [1.21942270e-09]
 [1.28893632e-09]
 [1.37601581e-08]
 [3.47245112e-09]]","[[-0.00088177]
 [ 0.00075351]
 [ 0.0001131 ]
 [-0.00015996]
 [-0.00054631]
 [ 0.00040021]
 [-0.00133243]
 [ 0.00075789]
 [ 0.0003598 ]
 [-0.00096964]
 [ 0.00027554]
 [ 0.00014625]
 [-0.00025937]
 [ 0.00044873]
 [ 0.00053928]
 [-0.00080791]
 [ 0.00081596]
 [-0.0011441 ]
 [-0.00026477]
 [ 0.00088933]
 [ 0.00010476]
 [ 0.00010771]
 [ 0.00035191]
 [-0.00017678]]",1
"[5.84119794e-08 5.17517073e-12 6.06287674e-09 ... 3.72556970e-07
 4.08586829e-07 4.72046524e-05]","[5.84119794e-08 5.17517073e-12 6.06287674e-09 ... 3.72556970e-07
 4.08586829e-07 4.72046524e-05]","[-7.25057111e-04 -6.82470048e-06  2.33593430e-04 ...  1.83112335e-03
  1.91762391e-03 -2.06116926e-02]",1
