epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
13,0.6932,0.6947,"[ 2.62630355e+00  4.51984016e+00 -1.73293498e-03  1.90597773e+00
  9.28219187e-01  5.74009610e-01  1.17635929e+00  2.16513291e+00
  2.48677718e+00  3.39155636e+00  2.62765698e+00  4.29890596e+00
  1.29087081e+00  5.51122585e+00  1.65955143e-01  4.21875686e+00
  2.61591976e+00  3.51641219e+00  8.88315019e-01  1.23863147e+00
  5.02463506e+00  6.07719323e+00  1.96310520e+00  4.35635807e+00]",2.867
14,0.6933,0.6856,"[ 2.62929714e+00  4.51684758e+00 -4.68244121e-03  1.90894217e+00
  9.31208930e-01  5.71023543e-01  1.17935506e+00  2.16214037e+00
  2.48379274e+00  3.39455055e+00  2.62467791e+00  4.29594262e+00
  1.29384949e+00  5.50823842e+00  1.62965561e-01  4.22174991e+00
  2.61292668e+00  3.51940727e+00  8.91293490e-01  1.23563780e+00
  5.02168668e+00  6.07424329e+00  1.96012084e+00  4.35932713e+00]",2.8868
15,0.693,0.7046,"[ 2.62829996e+00  4.51784413e+00 -3.70147910e-03  1.90795659e+00
  9.30213622e-01  5.72016965e-01  1.17835696e+00  2.16313709e+00
  2.48478560e+00  3.39355317e+00  2.62566965e+00  4.29692304e+00
  1.29285977e+00  5.50923284e+00  1.63960831e-01  4.22075308e+00
  2.61392358e+00  3.51840950e+00  8.90302469e-01  1.23663497e+00
  5.02266055e+00  6.07521795e+00  1.96111307e+00  4.35834215e+00]",2.8797
16,0.6931,0.682,"[ 2.62929704e+00  4.51684747e+00 -4.67740876e-03  1.90894037e+00
  9.31208988e-01  5.71023201e-01  1.17935504e+00  2.16214049e+00
  2.48379261e+00  3.39455054e+00  2.62467927e+00  4.29593886e+00
  1.29385032e+00  5.50823854e+00  1.62965523e-01  4.22174993e+00
  2.61292673e+00  3.51940727e+00  8.91292701e-01  1.23563785e+00
  5.02168296e+00  6.07424017e+00  1.96012003e+00  4.35932834e+00]",2.8868
17,0.6932,0.6999,"[ 2.62830022e+00  4.51784359e+00 -3.69900235e-03  1.90795652e+00
  9.30214258e-01  5.72015828e-01  1.17835718e+00  2.16313680e+00
  2.48478460e+00  3.39355348e+00  2.62566998e+00  4.29691708e+00
  1.29286181e+00  5.50923227e+00  1.63960217e-01  4.22075349e+00
  2.61392325e+00  3.51840978e+00  8.90302761e-01  1.23663466e+00
  5.02265398e+00  6.07521189e+00  1.96111132e+00  4.35834513e+00]",2.8796
18,0.693,0.6799,"[ 2.62929847e+00  4.51684555e+00 -4.68355936e-03  1.90894655e+00
  9.31211523e-01  5.71019458e-01  1.17935604e+00  2.16213884e+00
  2.48378873e+00  3.39455192e+00  2.62467595e+00  4.29592578e+00
  1.29385636e+00  5.50823567e+00  1.62962987e-01  4.22175163e+00
  2.61292512e+00  3.51940846e+00  8.91296829e-01  1.23563637e+00
  5.02166662e+00  6.07422460e+00  1.96011530e+00  4.35933715e+00]",2.8867
19,0.6931,0.7042,"[ 2.62830156e+00  4.51784178e+00 -3.70454120e-03  1.90796232e+00
  9.30216644e-01  5.72012289e-01  1.17835812e+00  2.16313525e+00
  2.48478094e+00  3.39355478e+00  2.62566689e+00  4.29690457e+00
  1.29286755e+00  5.50922958e+00  1.63957826e-01  4.22075509e+00
  2.61392175e+00  3.51841089e+00  8.90306643e-01  1.23663328e+00
  5.02263831e+00  6.07519707e+00  1.96110684e+00  4.35835349e+00]",2.8795
20,0.6932,0.7186,"[ 2.62730377e+00  4.51883907e+00 -2.71892025e-03  1.90697353e+00
  9.29220325e-01  5.73007107e-01  1.17735961e+00  2.16413268e+00
  2.48577532e+00  3.39255684e+00  2.62666049e+00  4.29788902e+00
  1.29187568e+00  5.51022520e+00  1.64954107e-01  4.21975758e+00
  2.61491933e+00  3.51741264e+00  8.89313664e-01  1.23763106e+00
  5.02361759e+00  6.07617721e+00  1.96210072e+00  4.35736529e+00]",2.8729
21,0.6932,0.6977,"[ 2.62633350e+00  4.51980447e+00 -1.91252105e-03  1.90612280e+00
  9.28267631e-01  5.73942984e-01  1.17637941e+00  2.16509825e+00
  2.48670453e+00  3.39158389e+00  2.62756963e+00  4.29872744e+00
  1.29097239e+00  5.51116787e+00  1.65905918e-01  4.21878993e+00
  2.61588728e+00  3.51643562e+00  8.88408786e-01  1.23860162e+00
  5.02440034e+00  6.07696978e+00  1.96302894e+00  4.35650051e+00]",2.8659
22,0.6932,0.6759,"[ 2.62733700e+00  4.51880030e+00 -2.93494222e-03  1.90714064e+00
  9.29273331e-01  5.72935076e-01  1.17738175e+00  2.16409419e+00
  2.48569588e+00  3.39258709e+00  2.62655919e+00  4.29770555e+00
  1.29198461e+00  5.51016101e+00  1.64900115e-01  4.21979379e+00
  2.61488348e+00  3.51743834e+00  8.89420074e-01  1.23759813e+00
  5.02337065e+00  6.07594181e+00  1.96201990e+00  4.35751788e+00]",2.8719
23,0.6931,0.6977,"[ 2.62634737e+00  4.51978814e+00 -2.00838523e-03  1.90619619e+00
  9.28290061e-01  5.73912076e-01  1.17638863e+00  2.16508215e+00
  2.48667046e+00  3.39159654e+00  2.62752662e+00  4.29864358e+00
  1.29102004e+00  5.51114065e+00  1.65883063e-01  4.21880513e+00
  2.61587227e+00  3.51644635e+00  8.88454456e-01  1.23858785e+00
  5.02428460e+00  6.07686033e+00  1.96299396e+00  4.35656847e+00]",2.8654
24,0.6932,0.6853,"[ 2.62734871e+00  4.51878645e+00 -3.01516742e-03  1.90720211e+00
  9.29292321e-01  5.72908863e-01  1.17738955e+00  2.16408059e+00
  2.48566704e+00  3.39259780e+00  2.62652319e+00  4.29763400e+00
  1.29202505e+00  5.51013801e+00  1.64880784e-01  4.21980667e+00
  2.61487079e+00  3.51744743e+00  8.89458430e-01  1.23758649e+00
  5.02327236e+00  6.07584867e+00  1.96199012e+00  4.35757558e+00]",2.8715
25,0.6932,0.6757,"[ 2.63033571e+00  4.51580170e+00 -5.91862521e-03  1.91013385e+00
  9.32271410e-01  5.69937385e-01  1.18038089e+00  2.16109572e+00
  2.48269862e+00  3.39558593e+00  2.62356384e+00  4.29470911e+00
  1.29498165e+00  5.50716340e+00  1.61901928e-01  4.22279244e+00
  2.61188488e+00  3.52043734e+00  8.92416265e-01  1.23459940e+00
  5.02037503e+00  6.07294966e+00  1.95902257e+00  4.36051294e+00]",2.893
26,0.6929,0.7111,"[ 2.63133276  4.5148052  -0.00689408  1.91111859  0.93326664  0.56894387
  1.18137891  2.16009916  2.48170581  3.39658322  2.62257295  4.29372623
  1.29597188  5.50616915  0.16090668  4.22378918  2.6108881   3.52143503
  0.89340698  1.23360235  5.01939809  6.07197406  1.95803014  4.36149831]",2.9011
27,0.6931,0.6869,"[ 2.63232025  4.51382036 -0.00780087  1.9120565   0.93424613  0.56797202
  1.18237045  2.15911375  2.48073663  3.3975716   2.62160989  4.29280377
  1.29692914  5.50519357  0.15992708  4.22477519  2.60990183  3.5224251
  0.89436846  1.23261491  5.01849941  6.07107959  1.95706358  4.36243497]",2.9099
28,0.6932,0.715,"[ 2.63133174  4.514806   -0.00688151  1.91111068  0.93326532  0.56894538
  1.18137833  2.16010035  2.48170787  3.39658244  2.6225778   4.29372647
  1.29596971  5.50617115  0.16090817  4.22378829  2.6108891   3.5214344
  0.89340242  1.23360326  5.01940259  6.07197624  1.95803077  4.36149571]",2.901
29,0.6927,0.7323,"[ 2.63032805e+00  4.51581041e+00 -5.85268650e-03  1.91009216e+00
  9.32259337e-01  5.69953520e-01  1.18037585e+00  2.16110465e+00
  2.48271684e+00  3.39557903e+00  2.62358891e+00  4.29474791e+00
  1.29495748e+00  5.50717831e+00  1.61914119e-01  4.22278421e+00
  2.61189313e+00  3.52043149e+00  8.92391007e-01  1.23460694e+00
  5.02043098e+00  6.07300627e+00  1.95904032e+00  4.36047751e+00]",2.8931
30,0.6928,0.7076,"[ 2.62932976e+00  4.51680825e+00 -4.86358182e-03  1.90910056e+00
  9.31262238e-01  5.70949390e-01  1.17937702e+00  2.16210266e+00
  2.48371242e+00  3.39458064e+00  2.62458415e+00  4.29573487e+00
  1.29396398e+00  5.50817491e+00  1.62911215e-01  4.22178616e+00
  2.61289124e+00  3.51943287e+00  8.91396283e-01  1.23560521e+00
  5.02141405e+00  6.07398958e+00  1.96003529e+00  4.35948710e+00]",2.8855
