v,v_eff,m,t
"[[7.38459809e-06]
 [5.32912618e-06]
 [3.95997230e-05]
 [2.37658849e-06]
 [1.01698716e-04]
 [3.70623045e-05]
 [8.31089690e-09]
 [1.64168261e-04]
 [9.87177871e-06]
 [4.75975281e-07]
 [3.94710590e-06]
 [3.44868949e-05]
 [1.27998804e-05]
 [1.31904159e-04]
 [3.41017298e-05]
 [2.17162366e-05]
 [7.96181000e-05]
 [1.01126053e-05]]","[[7.38459809e-06]
 [5.32912618e-06]
 [3.95997230e-05]
 [2.37658849e-06]
 [1.01698716e-04]
 [3.70623045e-05]
 [8.31089690e-09]
 [1.64168261e-04]
 [9.87177871e-06]
 [4.75975281e-07]
 [3.94710590e-06]
 [3.44868949e-05]
 [1.27998804e-05]
 [1.31904159e-04]
 [3.41017298e-05]
 [2.17162366e-05]
 [7.96181000e-05]
 [1.01126053e-05]]","[[-0.00815239]
 [-0.00692547]
 [ 0.01887849]
 [ 0.00462486]
 [ 0.03025373]
 [ 0.01826365]
 [-0.00027349]
 [ 0.03843845]
 [ 0.00942582]
 [-0.00206973]
 [-0.0059602 ]
 [-0.01761766]
 [ 0.01073308]
 [ 0.03445486]
 [ 0.01751901]
 [-0.0139802 ]
 [ 0.02676869]
 [-0.0095401 ]]",1
"[2.82452755e-08 5.09659797e-07 4.92145559e-07 ... 1.95354750e-06
 2.42801668e-07 1.62030373e-05]","[2.82452755e-08 5.09659797e-07 4.92145559e-07 ... 1.95354750e-06
 2.42801668e-07 1.62030373e-05]","[-0.00050419 -0.00214171  0.00210459 ...  0.00419308 -0.00147825
  0.0120759 ]",1
"[[6.24274672e-06]
 [4.68030750e-06]
 [3.27272819e-05]
 [1.98778832e-06]
 [8.38913514e-05]
 [3.03517239e-05]
 [4.12766088e-09]
 [1.35575649e-04]
 [8.21938339e-06]
 [3.14818820e-07]
 [3.19599573e-06]
 [2.80455755e-05]
 [1.07570344e-05]
 [1.07565258e-04]
 [2.82919684e-05]
 [1.77594099e-05]
 [6.44535528e-05]
 [8.61683669e-06]]","[[6.24274672e-06]
 [4.68030750e-06]
 [3.27272819e-05]
 [1.98778832e-06]
 [8.38913514e-05]
 [3.03517239e-05]
 [4.12766088e-09]
 [1.35575649e-04]
 [8.21938339e-06]
 [3.14818820e-07]
 [3.19599573e-06]
 [2.80455755e-05]
 [1.07570344e-05]
 [1.07565258e-04]
 [2.82919684e-05]
 [1.77594099e-05]
 [6.44535528e-05]
 [8.61683669e-06]]","[[-0.00749565]
 [-0.00649021]
 [ 0.01716233]
 [ 0.00422967]
 [ 0.02747767]
 [ 0.01652772]
 [-0.00019274]
 [ 0.03493109]
 [ 0.00860084]
 [-0.00168326]
 [-0.0053632 ]
 [-0.01588742]
 [ 0.00983938]
 [ 0.0311141 ]
 [ 0.01595706]
 [-0.01264257]
 [ 0.02408489]
 [-0.00880633]]",1
"[[5.59714234e-06]
 [4.33661942e-06]
 [2.87273430e-05]
 [1.76884206e-06]
 [7.35485228e-05]
 [2.64287411e-05]
 [1.92959458e-09]
 [1.18969167e-04]
 [7.26229616e-06]
 [2.19767755e-07]
 [2.74917990e-06]
 [2.42490676e-05]
 [9.59253455e-06]
 [9.33659810e-05]
 [2.49053076e-05]
 [1.54568205e-05]
 [5.55950796e-05]
 [7.76467226e-06]]","[[5.59714234e-06]
 [4.33661942e-06]
 [2.87273430e-05]
 [1.76884206e-06]
 [7.35485228e-05]
 [2.64287411e-05]
 [1.92959458e-09]
 [1.18969167e-04]
 [7.26229616e-06]
 [2.19767755e-07]
 [2.74917990e-06]
 [2.42490676e-05]
 [9.59253455e-06]
 [9.33659810e-05]
 [2.49053076e-05]
 [1.54568205e-05]
 [5.55950796e-05]
 [7.76467226e-06]]","[[-0.00709748]
 [-0.00624737]
 [ 0.01607937]
 [ 0.00398993]
 [ 0.02572813]
 [ 0.01542267]
 [-0.00013178]
 [ 0.0327219 ]
 [ 0.00808459]
 [-0.00140638]
 [-0.0049742 ]
 [-0.014773  ]
 [ 0.00929155]
 [ 0.02898782]
 [ 0.01497157]
 [-0.01179455]
 [ 0.02236863]
 [-0.00835955]]",1
"[[6.77581323e-06]
 [5.31255011e-06]
 [3.42773549e-05]
 [2.15381260e-06]
 [8.79184204e-05]
 [3.14512021e-05]
 [1.46564072e-09]
 [1.42172965e-04]
 [8.66960951e-06]
 [2.30127888e-07]
 [3.22281156e-06]
 [2.86492821e-05]
 [1.15568351e-05]
 [1.11434063e-04]
 [2.96271454e-05]
 [1.84786115e-05]
 [6.63299091e-05]
 [9.31576018e-06]]","[[6.77581323e-06]
 [5.31255011e-06]
 [3.42773549e-05]
 [2.15381260e-06]
 [8.79184204e-05]
 [3.14512021e-05]
 [1.46564072e-09]
 [1.42172965e-04]
 [8.66960951e-06]
 [2.30127888e-07]
 [3.22281156e-06]
 [2.86492821e-05]
 [1.15568351e-05]
 [1.11434063e-04]
 [2.96271454e-05]
 [1.84786115e-05]
 [6.63299091e-05]
 [9.31576018e-06]]","[[-0.00780912]
 [-0.00691469]
 [ 0.01756406]
 [ 0.00440276]
 [ 0.02812945]
 [ 0.01682441]
 [-0.00011485]
 [ 0.03577089]
 [ 0.00883326]
 [-0.00143915]
 [-0.00538566]
 [-0.01605751]
 [ 0.0101986 ]
 [ 0.0316687 ]
 [ 0.01632925]
 [-0.01289603]
 [ 0.02443295]
 [-0.00915652]]",1
"[1.28699534e-09 2.64084023e-08 2.31113753e-08 ... 9.75339194e-08
 3.08985825e-08 8.45282458e-07]","[1.28699534e-09 2.64084023e-08 2.31113753e-08 ... 9.75339194e-08
 3.08985825e-08 8.45282458e-07]","[ 0.00010762  0.00048752 -0.00045607 ... -0.00093691  0.00052734
 -0.00275818]",1
"[[5.62989429e-06]
 [4.57445339e-06]
 [2.78250212e-05]
 [1.76837880e-06]
 [7.12481661e-05]
 [2.53033339e-05]
 [2.97590128e-10]
 [1.15364463e-04]
 [7.09801935e-06]
 [1.36552409e-07]
 [2.56042499e-06]
 [2.28792656e-05]
 [9.54510979e-06]
 [8.92157862e-05]
 [2.41626706e-05]
 [1.48390873e-05]
 [5.26905047e-05]
 [7.80192558e-06]]","[[5.62989429e-06]
 [4.57445339e-06]
 [2.78250212e-05]
 [1.76837880e-06]
 [7.12481661e-05]
 [2.53033339e-05]
 [2.97590128e-10]
 [1.15364463e-04]
 [7.09801935e-06]
 [1.36552409e-07]
 [2.56042499e-06]
 [2.28792656e-05]
 [9.54510979e-06]
 [8.92157862e-05]
 [2.41626706e-05]
 [1.48390873e-05]
 [5.26905047e-05]
 [7.80192558e-06]]","[[-7.11821948e-03]
 [-6.41639155e-03]
 [ 1.58248283e-02]
 [ 3.98941213e-03]
 [ 2.53225886e-02]
 [ 1.50907258e-02]
 [-5.17524024e-05]
 [ 3.22223551e-02]
 [ 7.99263249e-03]
 [-1.10858995e-03]
 [-4.80039841e-03]
 [-1.43496826e-02]
 [ 9.26854833e-03]
 [ 2.83362326e-02]
 [ 1.47466618e-02]
 [-1.15564608e-02]
 [ 2.17764676e-02]
 [-8.37957816e-03]]",1
"[[7.07341338e-06]
 [5.79753037e-06]
 [3.44947614e-05]
 [2.23892690e-06]
 [8.85213263e-05]
 [3.13112719e-05]
 [1.04783670e-10]
 [1.43278101e-04]
 [8.79865251e-06]
 [1.46476443e-07]
 [3.11764618e-06]
 [2.81037094e-05]
 [1.19382606e-05]
 [1.10806699e-04]
 [2.98433356e-05]
 [1.84578761e-05]
 [6.54716472e-05]
 [9.69655951e-06]]","[[7.07341338e-06]
 [5.79753037e-06]
 [3.44947614e-05]
 [2.23892690e-06]
 [8.85213263e-05]
 [3.13112719e-05]
 [1.04783670e-10]
 [1.43278101e-04]
 [8.79865251e-06]
 [1.46476443e-07]
 [3.11764618e-06]
 [2.81037094e-05]
 [1.19382606e-05]
 [1.10806699e-04]
 [2.98433356e-05]
 [1.84578761e-05]
 [6.54716472e-05]
 [9.69655951e-06]]","[[-7.97876685e-03]
 [-7.22341840e-03]
 [ 1.76196723e-02]
 [ 4.48891324e-03]
 [ 2.82257318e-02]
 [ 1.67869428e-02]
 [-3.07091685e-05]
 [ 3.59096493e-02]
 [ 8.89875680e-03]
 [-1.14816723e-03]
 [-5.29705726e-03]
 [-1.59038795e-02]
 [ 1.03655364e-02]
 [ 3.15794283e-02]
 [ 1.63887163e-02]
 [-1.28887891e-02]
 [ 2.42743656e-02]
 [-9.34178974e-03]]",1
"[[8.73297801e-06]
 [7.23241298e-06]
 [4.20419929e-05]
 [2.78889319e-06]
 [1.08082209e-04]
 [3.80715192e-05]
 [5.09583536e-13]
 [1.74885067e-04]
 [1.07288757e-05]
 [1.50799923e-07]
 [3.72988971e-06]
 [3.39292863e-05]
 [1.46893301e-05]
 [1.35178288e-04]
 [3.62487989e-05]
 [2.25530071e-05]
 [7.98787913e-05]
 [1.18555401e-05]]","[[8.73297801e-06]
 [7.23241298e-06]
 [4.20419929e-05]
 [2.78889319e-06]
 [1.08082209e-04]
 [3.80715192e-05]
 [5.09583536e-13]
 [1.74885067e-04]
 [1.07288757e-05]
 [1.50799923e-07]
 [3.72988971e-06]
 [3.39292863e-05]
 [1.46893301e-05]
 [1.35178288e-04]
 [3.62487989e-05]
 [2.25530071e-05]
 [7.98787913e-05]
 [1.18555401e-05]]","[[-8.86548375e-03]
 [-8.06794378e-03]
 [ 1.94519391e-02]
 [ 5.00999389e-03]
 [ 3.11887782e-02]
 [ 1.85106368e-02]
 [ 2.14155360e-06]
 [ 3.96732354e-02]
 [ 9.82648876e-03]
 [-1.16498897e-03]
 [-5.79387671e-03]
 [-1.74746553e-02]
 [ 1.14979986e-02]
 [ 3.48798595e-02]
 [ 1.80620926e-02]
 [-1.42470019e-02]
 [ 2.68124807e-02]
 [-1.03295625e-02]]",1
"[7.68852345e-09 1.51464222e-07 1.36715176e-07 ... 5.63999157e-07
 1.43556918e-07 4.84778466e-06]","[7.68852345e-09 1.51464222e-07 1.36715176e-07 ... 5.63999157e-07
 1.43556918e-07 4.84778466e-06]","[ 0.00026305  0.00116755 -0.00110925 ... -0.002253    0.00113667
 -0.00660531]",1
"[[7.38997969e-06]
 [6.32616024e-06]
 [3.47827327e-05]
 [2.31981474e-06]
 [8.90863227e-05]
 [3.13967019e-05]
 [5.82281986e-10]
 [1.44518116e-04]
 [9.01739905e-06]
 [8.36890463e-08]
 [3.02784074e-06]
 [2.76848264e-05]
 [1.23150729e-05]
 [1.10572162e-04]
 [3.01831578e-05]
 [1.84788451e-05]
 [6.47788959e-05]
 [1.00502288e-05]]","[[7.38997969e-06]
 [6.32616024e-06]
 [3.47827327e-05]
 [2.31981474e-06]
 [8.90863227e-05]
 [3.13967019e-05]
 [5.82281986e-10]
 [1.44518116e-04]
 [9.01739905e-06]
 [8.36890463e-08]
 [3.02784074e-06]
 [2.76848264e-05]
 [1.23150729e-05]
 [1.10572162e-04]
 [3.01831578e-05]
 [1.84788451e-05]
 [6.47788959e-05]
 [1.00502288e-05]]","[[-8.15535512e-03]
 [-7.54555778e-03]
 [ 1.76930663e-02]
 [ 4.56928142e-03]
 [ 2.83156653e-02]
 [ 1.68098280e-02]
 [ 7.23915594e-05]
 [ 3.60647063e-02]
 [ 9.00869532e-03]
 [-8.67871774e-04]
 [-5.22020753e-03]
 [-1.57849117e-02]
 [ 1.05278515e-02]
 [ 3.15459896e-02]
 [ 1.64817602e-02]
 [-1.28961082e-02]
 [ 2.41456013e-02]
 [-9.51062875e-03]]",1
"[[6.03792219e-06]
 [5.35260287e-06]
 [2.77819328e-05]
 [1.85901999e-06]
 [7.07888827e-05]
 [2.50254900e-05]
 [2.10352293e-09]
 [1.15205930e-04]
 [7.34325206e-06]
 [3.96677745e-08]
 [2.37405649e-06]
 [2.18125277e-05]
 [9.96459193e-06]
 [8.72246335e-05]
 [2.42985362e-05]
 [1.45971577e-05]
 [5.05949612e-05]
 [8.22579179e-06]]","[[6.03792219e-06]
 [5.35260287e-06]
 [2.77819328e-05]
 [1.85901999e-06]
 [7.07888827e-05]
 [2.50254900e-05]
 [2.10352293e-09]
 [1.15205930e-04]
 [7.34325206e-06]
 [3.96677745e-08]
 [2.37405649e-06]
 [2.18125277e-05]
 [9.96459193e-06]
 [8.72246335e-05]
 [2.42985362e-05]
 [1.45971577e-05]
 [5.05949612e-05]
 [8.22579179e-06]]","[[-0.00737166]
 [-0.00694071]
 [ 0.01581257]
 [ 0.00409038]
 [ 0.02524084]
 [ 0.01500765]
 [ 0.00013759]
 [ 0.03220021]
 [ 0.00812953]
 [-0.0005975 ]
 [-0.00462239]
 [-0.01401117]
 [ 0.00947002]
 [ 0.02801824]
 [ 0.01478806]
 [-0.01146187]
 [ 0.02133904]
 [-0.00860419]]",1
"[[7.73936134e-06]
 [6.92292969e-06]
 [3.52336500e-05]
 [2.39424764e-06]
 [8.96490898e-05]
 [3.18907595e-05]
 [4.82280305e-09]
 [1.46087854e-04]
 [9.39792117e-06]
 [4.09187136e-08]
 [2.96727379e-06]
 [2.74973338e-05]
 [1.26863976e-05]
 [1.11095954e-04]
 [3.07576191e-05]
 [1.85848987e-05]
 [6.44061868e-05]
 [1.03582997e-05]]","[[7.73936134e-06]
 [6.92292969e-06]
 [3.52336500e-05]
 [2.39424764e-06]
 [8.96490898e-05]
 [3.18907595e-05]
 [4.82280305e-09]
 [1.46087854e-04]
 [9.39792117e-06]
 [4.09187136e-08]
 [2.96727379e-06]
 [2.74973338e-05]
 [1.26863976e-05]
 [1.11095954e-04]
 [3.07576191e-05]
 [1.85848987e-05]
 [6.44061868e-05]
 [1.03582997e-05]]","[[-0.00834591]
 [-0.00789344]
 [ 0.01780738]
 [ 0.00464201]
 [ 0.02840496]
 [ 0.01694157]
 [ 0.00020834]
 [ 0.03626004]
 [ 0.00919681]
 [-0.00060685]
 [-0.00516773]
 [-0.01573137]
 [ 0.01068539]
 [ 0.03162062]
 [ 0.01663787]
 [-0.01293306]
 [ 0.02407604]
 [-0.00965529]]",1
"[3.61199435e-08 7.50073900e-07 6.50133442e-07 ... 2.74055818e-06
 9.86634620e-07 2.41159587e-05]","[3.61199435e-08 7.50073900e-07 6.50133442e-07 ... 2.74055818e-06
 9.86634620e-07 2.41159587e-05]","[ 0.00057016  0.0025982  -0.00241893 ... -0.00496639  0.00297988
 -0.0147324 ]",1
"[[6.73341466e-06]
 [6.20328753e-06]
 [3.00074736e-05]
 [2.04824885e-06]
 [7.60038142e-05]
 [2.71373538e-05]
 [7.61928394e-09]
 [1.24230101e-04]
 [8.14683048e-06]
 [1.71147437e-08]
 [2.48071025e-06]
 [2.31241848e-05]
 [1.09297332e-05]
 [9.36859914e-05]
 [2.63660222e-05]
 [1.56900446e-05]
 [5.38425475e-05]
 [9.00001175e-06]]","[[6.73341466e-06]
 [6.20328753e-06]
 [3.00074736e-05]
 [2.04824885e-06]
 [7.60038142e-05]
 [2.71373538e-05]
 [7.61928394e-09]
 [1.24230101e-04]
 [8.14683048e-06]
 [1.71147437e-08]
 [2.48071025e-06]
 [2.31241848e-05]
 [1.09297332e-05]
 [9.36859914e-05]
 [2.63660222e-05]
 [1.56900446e-05]
 [5.38425475e-05]
 [9.00001175e-06]]","[[-0.00778465]
 [-0.00747192]
 [ 0.01643372]
 [ 0.00429351]
 [ 0.02615405]
 [ 0.01562806]
 [ 0.00026187]
 [ 0.03343757]
 [ 0.0085628 ]
 [-0.00039247]
 [-0.00472508]
 [-0.01442628]
 [ 0.00991804]
 [ 0.02903746]
 [ 0.01540436]
 [-0.0118832 ]
 [ 0.02201324]
 [-0.00900001]]",1
"[[8.03304387e-06]
 [7.49194610e-06]
 [3.53579741e-05]
 [2.44678288e-06]
 [8.93726587e-05]
 [3.20930356e-05]
 [1.29900188e-08]
 [1.46321861e-04]
 [9.69937259e-06]
 [1.26827348e-08]
 [2.87721271e-06]
 [2.70487543e-05]
 [1.29470903e-05]
 [1.10576838e-04]
 [3.10522751e-05]
 [1.85167484e-05]
 [6.34242780e-05]
 [1.05798123e-05]]","[[8.03304387e-06]
 [7.49194610e-06]
 [3.53579741e-05]
 [2.44678288e-06]
 [8.93726587e-05]
 [3.20930356e-05]
 [1.29900188e-08]
 [1.46321861e-04]
 [9.69937259e-06]
 [1.26827348e-08]
 [2.87721271e-06]
 [2.70487543e-05]
 [1.29470903e-05]
 [1.10576838e-04]
 [3.10522751e-05]
 [1.85167484e-05]
 [6.34242780e-05]
 [1.05798123e-05]]","[[-0.00850279]
 [-0.00821143]
 [ 0.01783877]
 [ 0.00469266]
 [ 0.02836113]
 [ 0.01699521]
 [ 0.00034192]
 [ 0.03628907]
 [ 0.00934314]
 [-0.00033785]
 [-0.0050887 ]
 [-0.01560253]
 [ 0.01079462]
 [ 0.03154666]
 [ 0.01671737]
 [-0.01290933]
 [ 0.02389181]
 [-0.00975799]]",1
